index	territory	category_id	Position	playlist_uri	playlist_name_x	listeners	country_owner	count_appearance	mean_listeners_cat_terr	same_as_country	local	popular	score
6623	TW	rock	7	spotify:user:spotify:playlist:37i9dQZF1DXcF6B6QPhFDv	Rock This	295029.0	US	88	58889.47619047619	0	0	1	1
6912	TW	rock	6	spotify:user:spotify:playlist:37i9dQZF1DX6xOPeSOGone	Soft Rock	91386.0	US	57	58889.47619047619	0	0	1	1
9647	TW	rock	2	spotify:user:spotify:playlist:37i9dQZF1DX6ntWKaOqGAp	J-Rock Now	21478.0	JP	1	58889.47619047619	0	1	0	1
9746	TW	rock	12	spotify:user:spotify:playlist:37i9dQZF1DX2IvZJK5xwFt	Just Rock!	4286.0	PH	5	58889.47619047619	0	1	0	1
11105	TW	rock	13	spotify:user:spotify:playlist:37i9dQZF1DX8FwnYE6PRvL	Rock Party	110353.0	US	109	58889.47619047619	0	0	1	1
12046	TW	rock	32	spotify:user:spotify:playlist:37i9dQZF1DXb3m918yXHxA	Yacht Rock	73374.0	US	116	58889.47619047619	0	0	1	1
13996	TW	rock	30	spotify:user:spotify:playlist:37i9dQZF1DX9wa6XirBPv8	Emo Forever	88779.0	US	115	58889.47619047619	0	0	1	1
2457	TW	rnb	1	spotify:user:spotify:playlist:37i9dQZF1DX4SBhb3fqCJd	Are & Be	758646.0	US	146	128163.36363636363	0	0	1	1
13380	TW	rnb	3	spotify:user:spotify:playlist:37i9dQZF1DX2UgsUIg75Vg	Chilled R&B	463588.0	US	115	128163.36363636363	0	0	1	1
21767	TW	rnb	8	spotify:user:spotify:playlist:37i9dQZF1DWXnexX7CktaI	Gold Edition	191752.0	US	58	128163.36363636363	0	0	1	1
53838	TW	rnb	4	spotify:user:spotify:playlist:37i9dQZF1DWYmmr74INQlb	I Love My '00s R&B	564792.0	US	58	128163.36363636363	0	0	1	1
53914	TW	rnb	6	spotify:user:spotify:playlist:37i9dQZF1DX6VDO8a6cQME	I Love My '90s R&B	256977.0	US	115	128163.36363636363	0	0	1	1
477	TW	rnb	20	spotify:user:spotify:playlist:37i9dQZF1DWSIO2QWRavWZ	Queen	7148.0	US	53	128163.36363636363	0	0	0	0
4305	TW	rnb	9	spotify:user:spotify:playlist:37i9dQZF1DX4y8h9WqDPAE	Channel X	120649.0	US	58	128163.36363636363	0	0	0	0
5018	TW	rnb	23	spotify:user:spotify:playlist:37i9dQZF1DX0SlHbqMm3vJ	Ginger Me	917.0	US	114	128163.36363636363	0	0	0	0
11333	TW	rnb	22	spotify:user:spotify:playlist:37i9dQZF1DX2TExIcUe1gg	Shuga Cane	2996.0	US	114	128163.36363636363	0	0	0	0
17681	TW	rnb	7	spotify:user:spotify:playlist:37i9dQZF1DX62Nfha2yFhL	Soul Lounge	13400.0	US	110	128163.36363636363	0	0	0	0
3528	TW	reggae	1	spotify:user:spotify:playlist:37i9dQZF1DWSiyIBdVQrkk	One Love	47167.0	US	58	21030.46153846154	0	0	1	1
18516	TW	reggae	7	spotify:user:spotify:playlist:37i9dQZF1DXau1hAtHqtdo	V.I. Strong			14	21030.46153846154	0	1	0	1
42408	TW	reggae	4	spotify:user:spotify:playlist:37i9dQZF1DXbSbnqxMTGx9	Reggae Classics	125136.0	US	58	21030.46153846154	0	0	1	1
53334	TW	reggae	3	spotify:user:spotify:playlist:37i9dQZF1DXan38dNVDdl4	Dancehall Official	37176.0	US	112	21030.46153846154	0	0	1	1
2737	TW	reggae	10	spotify:user:spotify:playlist:37i9dQZF1DX0rM1NjYKMJa	Carnival	10808.0	GB	112	21030.46153846154	0	0	0	0
5213	TW	reggae	14	spotify:user:spotify:playlist:37i9dQZF1DX9udeSemCofA	Heavy Dub	2191.0	US	58	21030.46153846154	0	0	0	0
11226	TW	reggae	13	spotify:user:spotify:playlist:37i9dQZF1DXcYHsRTcIw5a	Rocksteady	1556.0	US	58	21030.46153846154	0	0	0	0
27850	TW	reggae	8	spotify:user:spotify:playlist:37i9dQZF1DX3mvx0imueXo	Island Reggae	4741.0	BR	58	21030.46153846154	0	0	0	0
32849	TW	reggae	6	spotify:user:spotify:playlist:37i9dQZF1DWYtKpmml7moA	Chilled Reggae	13025.0	GB	58	21030.46153846154	0	0	0	0
33431	TW	reggae	9	spotify:user:spotify:playlist:37i9dQZF1DWWDLvD3P5wOG	Dancehall King	5097.0	US	58	21030.46153846154	0	0	0	0
13963	TW	punk	12	spotify:user:spotify:playlist:37i9dQZF1DX9wa6XirBPv8	Emo Forever	88779.0	US	115	20496.478260869564	0	0	1	1
20260	TW	punk	1	spotify:user:spotify:playlist:37i9dQZF1DX3LDIBRoaCDQ	Classic Punk	21987.0	US	58	20496.478260869564	0	0	1	1
29767	TW	punk	10	spotify:user:spotify:playlist:37i9dQZF1DXasneILDRM7B	Pure Pop Punk	27906.0	US	58	20496.478260869564	0	0	1	1
42225	TW	punk	16	spotify:user:spotify:playlist:37i9dQZF1DXd6tJtr4qeot	Punk Essentials	32086.0	US	58	20496.478260869564	0	0	1	1
42574	TW	punk	5	spotify:user:spotify:playlist:37i9dQZF1DX3MU5XUozve7	Skatepark Punks	31782.0	US	58	20496.478260869564	0	0	1	1
61385	TW	punk	2	spotify:user:spotify:playlist:37i9dQZF1DXa9wYJr1oMFq	Pop Punk Powerhouses	185378.0	US	58	20496.478260869564	0	0	1	1
2136	TW	punk	14	spotify:user:spotify:playlist:37i9dQZF1DX0KQrbsfHQvG	Rise Up	6374.0	US	109	20496.478260869564	0	0	0	0
7174	TW	punk	19	spotify:user:spotify:playlist:37i9dQZF1DX1aYJMdIFYsC	Steampunk			58	20496.478260869564	0	0	0	0
7499	TW	punk	17	spotify:user:spotify:playlist:37i9dQZF1DWZkHEX2YHpDV	The Scene	3752.0	US	115	20496.478260869564	0	0	0	0
13272	TW	punk	23	spotify:user:spotify:playlist:37i9dQZF1DXb1IUaS6F7Z8	Celtic Punk	6013.0	US	58	20496.478260869564	0	0	0	0
16784	TW	pride	2	spotify:user:spotify:playlist:37i9dQZF1DX1qioQ8EGhi8	Pride Mixes	1933.0	TW	13	3358.0625	1	1	0	2
25310	TW	pride	1	spotify:user:spotify:playlist:37i9dQZF1DXaGJlM4LQVQ1	愛。自由	2834.0	TW	4	3358.0625	1	1	0	2
2008	TW	pride	5	spotify:user:spotify:playlist:37i9dQZF1DX3LyU0mhfqgP	Out Now	8914.0	US	110	3358.0625	0	0	1	1
13814	TW	pride	9	spotify:user:spotify:playlist:37i9dQZF1DX2GKumqRIZ7g	Disco Fever	15657.0	US	102	3358.0625	0	0	1	1
36110	TW	pride	3	spotify:user:spotify:playlist:37i9dQZF1DX59HcpGmPXYR	Pride Classics	10158.0	GB	58	3358.0625	0	0	1	1
1036	TW	pride	12	spotify:user:spotify:playlist:37i9dQZF1DWZZCoBbLu26P	Fierce	2504.0	US	58	3358.0625	0	0	0	0
7677	TW	pride	7	spotify:user:spotify:playlist:37i9dQZF1DWViyN2b86Qnu	Transcend			62	3358.0625	0	0	0	0
16134	TW	pride	8	spotify:user:spotify:playlist:37i9dQZF1DX2lenzaqw2vs	Latin Pride	906.0	PE	58	3358.0625	0	0	0	0
29825	TW	pride	14	spotify:user:spotify:playlist:37i9dQZF1DX5TMFhaZc9ov	Queer As Folk	1020.0	US	58	3358.0625	0	0	0	0
42322	TW	pride	13	spotify:user:spotify:playlist:37i9dQZF1DX75gMjYMWCsk	Queer Composers			115	3358.0625	0	0	0	0
16788	TW	popculture	18	spotify:user:spotify:playlist:37i9dQZF1DX1qioQ8EGhi8	Pride Mixes	1933.0	TW	13	175043.73333333334	1	1	0	2
25280	TW	popculture	1	spotify:user:spotify:playlist:37i9dQZF1DXdzMu6LHKCwj	台灣現場	1992.0	TW	1	175043.73333333334	1	1	0	2
25313	TW	popculture	17	spotify:user:spotify:playlist:37i9dQZF1DXaGJlM4LQVQ1	愛。自由	2834.0	TW	4	175043.73333333334	1	1	0	2
25318	TW	popculture	10	spotify:user:spotify:playlist:37i9dQZF1DX0puXNWd8jDE	我愛 K 歌	15144.0	TW	1	175043.73333333334	1	1	0	2
25336	TW	popculture	13	spotify:user:spotify:playlist:37i9dQZF1DWUfZj8EsQiDr	歌唱擂台	11227.0	TW	4	175043.73333333334	1	1	0	2
25346	TW	popculture	4	spotify:user:spotify:playlist:37i9dQZF1DX78j5vKMFiXp	潛力新聲	5303.0	TW	1	175043.73333333334	1	1	0	2
43364	TW	popculture	20	spotify:user:spotify:playlist:37i9dQZF1DX4zU8X8vD3ip	台灣加油！	611.0	TW	1	175043.73333333334	1	1	0	2
43410	TW	popculture	12	spotify:user:spotify:playlist:37i9dQZF1DX0P1yYEniURp	浪漫的七夕	3817.0	TW	8	175043.73333333334	1	1	0	2
43420	TW	popculture	22	spotify:user:spotify:playlist:37i9dQZF1DX9waOLzMqyCT	煙火的季節	123.0	TW	4	175043.73333333334	1	1	0	2
43423	TW	popculture	26	spotify:user:spotify:playlist:37i9dQZF1DX6pJahz8kHeL	爸爸我愛你	256.0	TW	4	175043.73333333334	1	1	0	2
25321	TW	pop	4	spotify:user:spotify:playlist:37i9dQZF1DWTrk65auhaz9	新歌快遞	43049.0	TW	2	322161.6896551724	1	1	0	2
43351	TW	pop	1	spotify:user:spotify:playlist:37i9dQZF1DXcBNDRHS1adf	全球人氣榜	103608.0	TW	2	322161.6896551724	1	1	0	2
56397	TW	pop	7	spotify:user:spotify:playlist:37i9dQZF1DWVta2VrIys6y	輕節奏流行曲	15974.0	TW	2	322161.6896551724	1	1	0	2
3890	TW	pop	24	spotify:user:spotify:playlist:37i9dQZF1DXbrQzAhQxGi4	Sriracha	371.0	JP	10	322161.6896551724	0	1	0	1
9628	TW	pop	8	spotify:user:spotify:playlist:37i9dQZF1DX0s5kDXi1oC5	Hit Rewind	517533.0	US	57	322161.6896551724	0	0	1	1
10584	TW	pop	9	spotify:user:spotify:playlist:37i9dQZF1DWUa8ZRTfalHk	Pop Rising	513472.0	US	58	322161.6896551724	0	0	1	1
15740	TW	pop	3	spotify:user:spotify:playlist:37i9dQZF1DWT1y71ZcMPe5	It's a Hit!	251953.0	PH	7	322161.6896551724	0	1	0	1
23173	TW	pop	6	spotify:user:spotify:playlist:37i9dQZF1DXbYM3nMM0oPk	Mega Hit Mix	1223839.0	US	29	322161.6896551724	0	0	1	1
45820	TW	pop	15	spotify:user:spotify:playlist:37i9dQZF1DX4pUKG1kS0Ac	Guilty Pleasures	345527.0	US	57	322161.6896551724	0	0	1	1
48058	TW	pop	2	spotify:user:spotify:playlist:37i9dQZF1DXcBWIGoYBM5M	Today's Top Hits	5016432.0	US	90	322161.6896551724	0	0	1	1
7761	TW	party	4	spotify:user:spotify:playlist:37i9dQZF1DXaveC2UHuytE	夜瘋了	5109.0	TW	4	42950.294117647056	1	1	0	2
16785	TW	party	8	spotify:user:spotify:playlist:37i9dQZF1DX1qioQ8EGhi8	Pride Mixes	1933.0	TW	13	42950.294117647056	1	1	0	2
25368	TW	party	5	spotify:user:spotify:playlist:37i9dQZF1DX71PXzGB2fd7	舞力健身	4704.0	TW	6	42950.294117647056	1	1	0	2
43358	TW	party	1	spotify:user:spotify:playlist:37i9dQZF1DWZJRk0orDeVA	動感國語歌	7681.0	TW	4	42950.294117647056	1	1	0	2
140	TW	party	7	spotify:user:spotify:playlist:37i9dQZF1DXcRXFNfZr7Tp	TGIF	240330.0	US	52	42950.294117647056	0	0	1	1
11112	TW	party	16	spotify:user:spotify:playlist:37i9dQZF1DX8FwnYE6PRvL	Rock Party	110353.0	US	109	42950.294117647056	0	0	1	1
13620	TW	party	2	spotify:user:spotify:playlist:37i9dQZF1DXaXB8fQg7xif	Dance Party	207776.0	US	112	42950.294117647056	0	0	1	1
17078	TW	party	23	spotify:user:spotify:playlist:37i9dQZF1DX0011TOiJEnw	Retro Party	1662.0	PH	8	42950.294117647056	0	1	0	1
33358	TW	party	17	spotify:user:spotify:playlist:37i9dQZF1DX8a1tdzq5tbM	Dance Classics	44239.0	GB	169	42950.294117647056	0	0	1	1
36749	TW	party	24	spotify:user:spotify:playlist:37i9dQZF1DXdgnLr18vPvu	Tailgate Party	161928.0	US	46	42950.294117647056	0	0	1	1
25270	TW	mood	1	spotify:user:spotify:playlist:37i9dQZF1DX71sJP2OzuBP	上班輕聽	20599.0	TW	4	96066.42857142857	1	1	0	2
25287	TW	mood	47	spotify:user:spotify:playlist:37i9dQZF1DWXxk55r8Lbgr	天籟美聲	532.0	TW	2	96066.42857142857	1	1	0	2
25295	TW	mood	20	spotify:user:spotify:playlist:37i9dQZF1DX6AozTSWwAdQ	心情大振	12239.0	TW	2	96066.42857142857	1	1	0	2
25326	TW	mood	7	spotify:user:spotify:playlist:37i9dQZF1DX7pGtIaS1UoB	暖心情歌	13352.0	TW	8	96066.42857142857	1	1	0	2
25341	TW	mood	2	spotify:user:spotify:playlist:37i9dQZF1DX8gS5vh05dnc	消除壓力	24681.0	TW	4	96066.42857142857	1	1	0	2
25383	TW	mood	5	spotify:user:spotify:playlist:37i9dQZF1DX74DDhiuyXIl	返家輕聽	22734.0	TW	4	96066.42857142857	1	1	0	2
25386	TW	mood	3	spotify:user:spotify:playlist:37i9dQZF1DWYfYI76iYkKK	週末清聽	34402.0	TW	8	96066.42857142857	1	1	0	2
25400	TW	mood	31	spotify:user:spotify:playlist:37i9dQZF1DX4NBorsTLJKk	雨中旋律	977.0	TW	4	96066.42857142857	1	1	0	2
43372	TW	mood	44	spotify:user:spotify:playlist:37i9dQZF1DXbI4F83lVDYN	夏天。海灘	957.0	TW	4	96066.42857142857	1	1	0	2
43386	TW	mood	11	spotify:user:spotify:playlist:37i9dQZF1DX32smTEhlmrg	戀戀咖啡館	13323.0	TW	1	96066.42857142857	1	1	0	2
6505	TW	metal	4	spotify:user:spotify:playlist:37i9dQZF1DWWJOmJ7nRx0C	Rock Hard	47249.0	US	81	23368.0	0	0	1	1
7604	TW	metal	13	spotify:user:spotify:playlist:37i9dQZF1DWZdFtcHGe8ED	Thrashers	28380.0	US	58	23368.0	0	0	1	1
7765	TW	metal	12	spotify:user:spotify:playlist:37i9dQZF1DXdY10ErGskQi	重金屬			4	23368.0	0	1	0	1
28635	TW	metal	1	spotify:user:spotify:playlist:37i9dQZF1DWTcqUzwhNmKv	Kickass Metal	102903.0	US	58	23368.0	0	0	1	1
29178	TW	metal	6	spotify:user:spotify:playlist:37i9dQZF1DX1kydukZhLms	Metal Ballads	32774.0	US	58	23368.0	0	0	1	1
46141	TW	metal	2	spotify:user:spotify:playlist:37i9dQZF1DWWOaP4H0w5b0	Metal Essentials	36024.0	US	58	23368.0	0	0	1	1
46309	TW	metal	3	spotify:user:spotify:playlist:37i9dQZF1DX5J7FIl4q56G	New Metal Tracks	24770.0	US	58	23368.0	0	0	1	1
46456	TW	metal	5	spotify:user:spotify:playlist:37i9dQZF1DX2LTcinqsO68	Old School Metal	89851.0	US	58	23368.0	0	0	1	1
52664	TW	metal	7	spotify:user:spotify:playlist:37i9dQZF1DXe6bgV3TmZOL	Adrenaline Workout	89415.0	US	116	23368.0	0	0	1	1
58412	TW	metal	9	spotify:user:spotify:playlist:37i9dQZF1DXcfZ6moR6J0G	Nu Metal Generation	46656.0	US	58	23368.0	0	0	1	1
354	TW	latin	3	spotify:user:spotify:playlist:37i9dQZF1DX8sljIJzI0oo	Fuego	180990.0	US	53	179298.76470588235	0	0	1	1
4015	TW	latin	15	spotify:user:spotify:playlist:37i9dQZF1DWUoGbRYcteyC	Amor Amor	205218.0	MX	96	179298.76470588235	0	0	1	1
9106	TW	latin	4	spotify:user:spotify:playlist:37i9dQZF1DX3omIq8ziEt6	Esenciales	400083.0	MX	53	179298.76470588235	0	0	1	1
37713	TW	latin	1	spotify:user:spotify:playlist:37i9dQZF1DX10zKzsJ2jva	¡Viva Latino!	592553.0	MX	73	179298.76470588235	0	0	1	1
38880	TW	latin	5	spotify:user:spotify:playlist:37i9dQZF1DWY7IeIP1cdjF	Baila Reggaeton	704359.0	MX	79	179298.76470588235	0	0	1	1
54251	TW	latin	16	spotify:user:spotify:playlist:37i9dQZF1DX6ThddIjWuGT	Latin Pop Classics	230555.0	MX	48	179298.76470588235	0	0	1	1
56797	TW	latin	8	spotify:user:spotify:playlist:37i9dQZF1DX09mi3a4Zmox	Baladas Románticas	303171.0	MX	50	179298.76470588235	0	0	1	1
58073	TW	latin	7	spotify:user:spotify:playlist:37i9dQZF1DX2A91hDFnZY1	Lo Que Suena: Miami	707.0	US	3	179298.76470588235	0	1	0	1
9926	TW	latin	19	spotify:user:spotify:playlist:37i9dQZF1DX661EjJOj3Tu	Latin Jazz	14481.0	US	129	179298.76470588235	0	0	0	0
16095	TW	latin	20	spotify:user:spotify:playlist:37i9dQZF1DX5AVYhCeISA6	Latin Divas	53165.0	MX	29	179298.76470588235	0	0	0	0
16016	TW	kpop	3	spotify:user:spotify:playlist:37i9dQZF1DX2ohL85TE8TI	Korean OSTs	4635.0	TW	86	9924.0	1	0	0	1
22468	TW	kpop	1	spotify:user:spotify:playlist:37i9dQZF1DX9tPFwDMOaN1	K-Pop Daebak	107473.0	US	55	9924.0	0	0	1	1
22519	TW	kpop	2	spotify:user:spotify:playlist:37i9dQZF1DX4FcAKI5Nhzq	K-Pop Rising	41295.0	US	50	9924.0	0	0	1	1
37579	TW	kpop	10	spotify:user:spotify:playlist:37i9dQZF1DX6Cy4Vr7Hu2y	Women of K-Pop	10683.0	US	57	9924.0	0	0	1	1
40242	TW	kpop	9	spotify:user:spotify:playlist:37i9dQZF1DX14fiWYoe7Oh	Essential K-Pop	15659.0	US	50	9924.0	0	0	1	1
47474	TW	kpop	21	spotify:user:spotify:playlist:37i9dQZF1DWXaehqeJpkro	Sing Along K-Pop	3177.0	US	12	9924.0	0	1	0	1
51419	TW	kpop	4	spotify:user:spotify:playlist:37i9dQZF1DXbirtHQBuwCo	Sexiest K-Grooves	20978.0	US	52	9924.0	0	0	1	1
74978	TW	kpop	11	spotify:user:spotify:playlist:37i9dQZF1DX4OyEPaWHBdk	2018 Mnet Asian Music Awards (MAMA)	2020.0	US	15	9924.0	0	1	0	1
13554	TW	kpop	19	spotify:user:spotify:playlist:37i9dQZF1DX5g856aiKiDS	Dalkom Cafe	1144.0	US	86	9924.0	0	0	0	0
15881	TW	kpop	13	spotify:user:spotify:playlist:37i9dQZF1DWZYjbSZYSpu6	K-Pop Duets			108	9924.0	0	0	0	0
25275	TW	jazz	3	spotify:user:spotify:playlist:37i9dQZF1DWTlKxC5XMcbx	催眠爵士	9437.0	TW	5	34745.17391304348	1	1	0	2
25276	TW	jazz	3	spotify:user:spotify:playlist:37i9dQZF1DWTlKxC5XMcbx	催眠爵士	9437.0	TW	5	34745.17391304348	1	1	0	2
25349	TW	jazz	1	spotify:user:spotify:playlist:37i9dQZF1DWWcAe1qSHqUk	爵士情歌	16143.0	TW	6	34745.17391304348	1	1	0	2
25350	TW	jazz	1	spotify:user:spotify:playlist:37i9dQZF1DWWcAe1qSHqUk	爵士情歌	16143.0	TW	6	34745.17391304348	1	1	0	2
813	TW	jazz	13	spotify:user:spotify:playlist:37i9dQZF1DWVzZlRWgqAGH	Butter	36392.0	US	108	34745.17391304348	0	0	1	1
816	TW	jazz	13	spotify:user:spotify:playlist:37i9dQZF1DWVzZlRWgqAGH	Butter	36392.0	US	108	34745.17391304348	0	0	1	1
27995	TW	jazz	8	spotify:user:spotify:playlist:37i9dQZF1DXbITWG1ZJKYt	Jazz Classics	143394.0	US	116	34745.17391304348	0	0	1	1
28010	TW	jazz	8	spotify:user:spotify:playlist:37i9dQZF1DXbITWG1ZJKYt	Jazz Classics	143394.0	US	116	34745.17391304348	0	0	1	1
28105	TW	jazz	7	spotify:user:spotify:playlist:37i9dQZF1DWTbzY5gOVvKd	Jazzy Romance	40772.0	US	174	34745.17391304348	0	0	1	1
28110	TW	jazz	7	spotify:user:spotify:playlist:37i9dQZF1DWTbzY5gOVvKd	Jazzy Romance	40772.0	US	174	34745.17391304348	0	0	1	1
10393	TW	inspirational	18	spotify:user:spotify:playlist:37i9dQZF1DX7fPhUztqfIX	New & Bold	11752.0	US	14	27331.552631578947	0	1	0	1
11928	TW	inspirational	5	spotify:user:spotify:playlist:37i9dQZF1DWVYgpMbMPJMz	WorshipNow	127767.0	US	47	27331.552631578947	0	0	1	1
26659	TW	inspirational	12	spotify:user:spotify:playlist:37i9dQZF1DX5SzTPIoCKiv	Christian Mix	92403.0	US	58	27331.552631578947	0	0	1	1
31225	TW	inspirational	4	spotify:user:spotify:playlist:37i9dQZF1DXcb6CQIjdqKy	Top Christian	283656.0	US	57	27331.552631578947	0	0	1	1
36684	TW	inspirational	6	spotify:user:spotify:playlist:37i9dQZF1DWVlWpJblBvap	Songs of Glory	42682.0	US	58	27331.552631578947	0	0	1	1
51757	TW	inspirational	15	spotify:user:spotify:playlist:37i9dQZF1DX7OIddoQVdRt	Spread the Gospel	27874.0	US	116	27331.552631578947	0	0	1	1
56022	TW	inspirational	7	spotify:user:spotify:playlist:37i9dQZF1DWZ4eoHSGpAXu	Worship Wednesdays	61970.0	US	58	27331.552631578947	0	0	1	1
59587	TW	inspirational	1	spotify:user:spotify:playlist:37i9dQZF1DXdrxKdrXE2Vk	Best of Live Worship	80357.0	US	58	27331.552631578947	0	0	1	1
70241	TW	inspirational	16	spotify:user:spotify:playlist:37i9dQZF1DWVtgG63SDdt8	New Music Friday Christian	61927.0	US	56	27331.552631578947	0	0	1	1
70592	TW	inspirational	14	spotify:user:spotify:playlist:37i9dQZF1DWUileP28ODwg	Top Christian Contemporary	70677.0	US	29	27331.552631578947	0	0	1	1
43425	TW	indie_alt	12	spotify:user:spotify:playlist:37i9dQZF1DWXVDbSwjxsVN	獨立古典樂	266.0	TW	5	34930.3870967742	1	1	0	2
43430	TW	indie_alt	1	spotify:user:spotify:playlist:37i9dQZF1DXbKxnYoweJNI	獨立最前線	2027.0	TW	4	34930.3870967742	1	1	0	2
59244	TW	indie_alt	3	spotify:user:spotify:playlist:37i9dQZF1DWYtDSKIiDhua	專注 獨立民謠	1199.0	TW	4	34930.3870967742	1	1	0	2
5302	TW	indie_alt	5	spotify:user:spotify:playlist:37i9dQZF1DWWEcRhUVtL8n	Indie Pop	59549.0	US	58	34930.3870967742	0	0	1	1
25877	TW	indie_alt	13	spotify:user:spotify:playlist:37i9dQZF1DXdbXrPNafg9d	All New Indie	75221.0	US	59	34930.3870967742	0	0	1	1
27731	TW	indie_alt	2	spotify:user:spotify:playlist:37i9dQZF1DWVbu3wLXA48X	Indie Shuffle	8183.0	PH	5	34930.3870967742	0	1	0	1
35034	TW	indie_alt	8	spotify:user:spotify:playlist:37i9dQZF1DXdwmD5Q7Gxah	Left of Center	35972.0	US	111	34930.3870967742	0	0	1	1
37316	TW	indie_alt	18	spotify:user:spotify:playlist:37i9dQZF1DX2Nc3B70tvx0	Ultimate Indie	269070.0	US	58	34930.3870967742	0	0	1	1
38058	TW	indie_alt	16	spotify:user:spotify:playlist:37i9dQZF1DX0YKekzl0blG	Alternative 00s	53948.0	US	115	34930.3870967742	0	0	1	1
38183	TW	indie_alt	24	spotify:user:spotify:playlist:37i9dQZF1DX873GaRGUmPl	Alternative 10s	42820.0	US	115	34930.3870967742	0	0	1	1
25337	TW	holidays	2	spotify:user:spotify:playlist:37i9dQZF1DX1lqIeZWgikv	浪漫聖誕	1676.0	TW	4	239742.8536585366	1	1	0	2
25358	TW	holidays	1	spotify:user:spotify:playlist:37i9dQZF1DX6Q1z7sTe5Yj	白色戀人	1477.0	TW	4	239742.8536585366	1	1	0	2
24877	TW	holidays	41	spotify:user:spotify:playlist:37i9dQZF1DX7Mv4BQ3Z4nC	The Yule Log			3	239742.8536585366	0	1	0	1
26700	TW	holidays	5	spotify:user:spotify:playlist:37i9dQZF1DX0A8zVl7p82B	Christmas Pop	1591618.0	US	58	239742.8536585366	0	0	1	1
32934	TW	holidays	3	spotify:user:spotify:playlist:37i9dQZF1DX0Yxoavh5qJV	Christmas Hits	3020645.0	US	58	239742.8536585366	0	0	1	1
44707	TW	holidays	50	spotify:user:spotify:playlist:37i9dQZF1DWVeEPXoABcl0	Choral Christmas	2257.0	US	6	239742.8536585366	0	1	0	1
48011	TW	holidays	42	spotify:user:spotify:playlist:37i9dQZF1DWToyhqOGAM78	This Is: Rudolph			3	239742.8536585366	0	1	0	1
49728	TW	holidays	12	spotify:user:spotify:playlist:37i9dQZF1DX0MuOvUqmxDz	Country Christmas	252719.0	US	56	239742.8536585366	0	0	1	1
53250	TW	holidays	6	spotify:user:spotify:playlist:37i9dQZF1DX6R7QUWePReA	Christmas Classics	2801990.0	US	47	239742.8536585366	0	0	1	1
55544	TW	holidays	44	spotify:user:spotify:playlist:37i9dQZF1DWYtEpI8dPKMa	This Is: Mrs Claus	274.0	US	3	239742.8536585366	0	1	0	1
43366	TW	hiphop	5	spotify:user:spotify:playlist:37i9dQZF1DXbFZlgopGEqv	嘻哈聯合國	1850.0	TW	3	267449.9090909091	1	1	0	2
56374	TW	hiphop	1	spotify:user:spotify:playlist:37i9dQZF1DWZpPFNaZ4EUh	嘻哈華語精選	7861.0	TW	4	267449.9090909091	1	1	0	2
4888	TW	hiphop	8	spotify:user:spotify:playlist:37i9dQZF1DWY4xHQp97fN6	Get Turnt	2344205.0	US	55	267449.9090909091	0	0	1	1
6367	TW	hiphop	2	spotify:user:spotify:playlist:37i9dQZF1DX0XUsuxWHRQd	RapCaviar	3098666.0	US	88	267449.9090909091	0	0	1	1
35521	TW	hiphop	10	spotify:user:spotify:playlist:37i9dQZF1DX2RxBh64BHjQ	Most Necessary	945214.0	US	58	267449.9090909091	0	0	1	1
64607	TW	hiphop	7	spotify:user:spotify:playlist:37i9dQZF1DX186v583rmzp	I Love My '90s Hip-Hop	999041.0	US	58	267449.9090909091	0	0	1	1
1135	TW	hiphop	29	spotify:user:spotify:playlist:37i9dQZF1DX6PKX5dyBKeq	Rap UK	173035.0	GB	57	267449.9090909091	0	0	0	0
3311	TW	hiphop	6	spotify:user:spotify:playlist:37i9dQZF1DX8Kgdykz6OKj	Jazz Rap	59393.0	US	58	267449.9090909091	0	0	0	0
4170	TW	hiphop	22	spotify:user:spotify:playlist:37i9dQZF1DWSvKsRPPnv5o	Cali Fire	48969.0	US	53	267449.9090909091	0	0	0	0
4330	TW	hiphop	20	spotify:user:spotify:playlist:37i9dQZF1DX5jNEiuvPyWr	Cloud Rap	33299.0	FR	57	267449.9090909091	0	0	0	0
23755	TW	gaming	1	spotify:user:spotify:playlist:37i9dQZF1DX6taq20FeuKj	Power Gaming	328455.0	US	99	65033.42105263158	0	0	1	1
23760	TW	gaming	1	spotify:user:spotify:playlist:37i9dQZF1DX6taq20FeuKj	Power Gaming	328455.0	US	99	65033.42105263158	0	0	1	1
52213	TW	gaming	5	spotify:user:spotify:playlist:37i9dQZF1DWTyiBJ6yEqeu	Top Gaming Tracks	164050.0	US	116	65033.42105263158	0	0	1	1
52226	TW	gaming	5	spotify:user:spotify:playlist:37i9dQZF1DWTyiBJ6yEqeu	Top Gaming Tracks	164050.0	US	116	65033.42105263158	0	0	1	1
53760	TW	gaming	9	spotify:user:spotify:playlist:37i9dQZF1DWT5MrZnPU1zD	Hip Hop Controller	543950.0	US	56	65033.42105263158	0	0	1	1
53767	TW	gaming	9	spotify:user:spotify:playlist:37i9dQZF1DWT5MrZnPU1zD	Hip Hop Controller	543950.0	US	56	65033.42105263158	0	0	1	1
56395	TW	gaming	33	spotify:user:spotify:playlist:37i9dQZF1DX0IbZS8ZdQsM	聽了就想玩！			4	65033.42105263158	0	1	0	1
56396	TW	gaming	33	spotify:user:spotify:playlist:37i9dQZF1DX0IbZS8ZdQsM	聽了就想玩！			4	65033.42105263158	0	1	0	1
