index	territory	category_id	Position	playlist_uri	playlist_name_x	listeners	country_owner	count_appearance	mean_listeners_cat_terr	same_as_country	local	popular	score
100	UY	workout	8	spotify:user:spotify:playlist:37i9dQZF1DX4eRPd9frC1m	Hype	452955.0	US	58	87462.89361702128	0	0	1	1
877	UY	workout	7	spotify:user:spotify:playlist:37i9dQZF1DWSJHnPb1f0X3	Cardio	89598.0	US	58	87462.89361702128	0	0	1	1
2398	UY	workout	5	spotify:user:spotify:playlist:37i9dQZF1DX70RN3TfWWJh	Workout	444881.0	US	58	87462.89361702128	0	0	1	1
8276	UY	workout	2	spotify:user:spotify:playlist:37i9dQZF1DX76Wlfdnj7AP	Beast Mode	1343212.0	US	58	87462.89361702128	0	0	1	1
29452	UY	workout	1	spotify:user:spotify:playlist:37i9dQZF1DX9ZKyQHcEFXZ	Para Entrenar	65602.0	MX	17	87462.89361702128	0	1	0	1
29692	UY	workout	10	spotify:user:spotify:playlist:37i9dQZF1DWUVpAXiEPK8P	Power Workout	437040.0	US	58	87462.89361702128	0	0	1	1
35557	UY	workout	3	spotify:user:spotify:playlist:37i9dQZF1DXdxcBWuJkbcy	Motivation Mix	251826.0	US	58	87462.89361702128	0	0	1	1
48505	UY	workout	18	spotify:user:spotify:playlist:37i9dQZF1DX0HRj9P7NxeE	Workout Twerkout	155852.0	US	58	87462.89361702128	0	0	1	1
52716	UY	workout	11	spotify:user:spotify:playlist:37i9dQZF1DXe6bgV3TmZOL	Adrenaline Workout	89415.0	US	116	87462.89361702128	0	0	1	1
62509	UY	workout	34	spotify:user:spotify:playlist:37i9dQZF1DXadOVCgGhS7j	Fun Run 150–165 BPM	96859.0	US	58	87462.89361702128	0	0	1	1
5741	UY	whm	18	spotify:user:spotify:playlist:37i9dQZF1DX2QYsoI8NDDe	Mujerones	99530.0	MX	8	38761.42105263158	0	1	1	2
25144	UY	whm	10	spotify:user:spotify:playlist:37i9dQZF1DX1wNY9tfWQsS	Women of R&B	41394.0	US	16	38761.42105263158	0	1	1	2
43005	UY	whm	34	spotify:user:spotify:playlist:37i9dQZF1DWWhBhYl3ZMvY	This Is Rihanna	222129.0	US	9	38761.42105263158	0	1	1	2
47912	UY	whm	29	spotify:user:spotify:playlist:37i9dQZF1DX2oU49YwtXI2	This Is Beyoncé	73758.0	US	10	38761.42105263158	0	1	1	2
48386	UY	whm	8	spotify:user:spotify:playlist:37i9dQZF1DX49poIUZYXp7	Women of Country	48964.0	US	9	38761.42105263158	0	1	1	2
52094	UY	whm	32	spotify:user:spotify:playlist:37i9dQZF1DXc7FZ2VBjaeT	This Is Lady Gaga	143995.0	US	9	38761.42105263158	0	1	1	2
55497	UY	whm	28	spotify:user:spotify:playlist:37i9dQZF1DX2jD2cAwnIit	This Is Katy Perry	38842.0	US	9	38761.42105263158	0	1	1	2
58956	UY	whm	38	spotify:user:spotify:playlist:37i9dQZF1DWWUJdr9ahsbf	This Is Spice Girls	64952.0	GB	5	38761.42105263158	0	1	1	2
63283	UY	whm	35	spotify:user:spotify:playlist:37i9dQZF1DX577AP3mHXLm	This Is Amy Winehouse	81958.0	US	9	38761.42105263158	0	1	1	2
15753	UY	whm	23	spotify:user:spotify:playlist:37i9dQZF1DWWC5ySVGqQA1	Jane Austen			15	38761.42105263158	0	1	0	1
8673	UY	travel	7	spotify:user:spotify:playlist:37i9dQZF1DWU13kKnk03AP	Daily Lift	484130.0	US	58	120644.45833333333	0	0	1	1
25425	UY	travel	6	spotify:user:spotify:playlist:37i9dQZF1DWWiDhnQ2IIru	70s Road Trip	208513.0	US	58	120644.45833333333	0	0	1	1
37892	UY	travel	18	spotify:user:spotify:playlist:37i9dQZF1DXdcAnM28dnna	Afrobeat Latino			17	120644.45833333333	0	1	0	1
65600	UY	travel	5	spotify:user:spotify:playlist:37i9dQZF1DX9wC1KY45plY	Classic Road Trip Songs	289412.0	US	58	120644.45833333333	0	0	1	1
68281	UY	travel	4	spotify:user:spotify:playlist:37i9dQZF1DWWMOmoXKqHTD	Songs to Sing in the Car	1560252.0	US	110	120644.45833333333	0	0	1	1
4488	UY	travel	1	spotify:user:spotify:playlist:37i9dQZF1DXe3a8ZI7Co8I	De Camino	48575.0	ES	34	120644.45833333333	0	0	0	0
5420	UY	travel	13	spotify:user:spotify:playlist:37i9dQZF1DX5Ufz5ldo0J4	Keep Calm	704.0	MX	27	120644.45833333333	0	0	0	0
6956	UY	travel	15	spotify:user:spotify:playlist:37i9dQZF1DX8XxBtyUnC7B	Souvenirs	5611.0	FR	58	120644.45833333333	0	0	0	0
9531	UY	travel	22	spotify:user:spotify:playlist:37i9dQZF1DXdOEFt9ZX0dh	Highway 61	774.0	US	57	120644.45833333333	0	0	0	0
11988	UY	travel	10	spotify:user:spotify:playlist:37i9dQZF1DXb3m918yXHxA	Yacht Rock	73374.0	US	116	120644.45833333333	0	0	0	0
43345	UY	toplists	15	spotify:user:spotify:playlist:37i9dQZF1DX7kV7MLy24Ug	Éxitos Uruguay	6881.0	UY	2	201175.45454545456	1	1	0	2
52361	UY	toplists	1	spotify:user:spotify:playlist:37i9dQZF1DXbbu94YBG7Ye	Éxitos Argentina	468334.0	AR	6	201175.45454545456	0	1	1	2
1088	UY	toplists	16	spotify:user:spotify:playlist:37i9dQZF1DX92MLsP3K1fI	Pop Up	307340.0	MX	28	201175.45454545456	0	0	1	1
38891	UY	toplists	8	spotify:user:spotify:playlist:37i9dQZF1DWY7IeIP1cdjF	Baila Reggaeton	704359.0	MX	79	201175.45454545456	0	0	1	1
40786	UY	toplists	5	spotify:user:spotify:playlist:37i9dQZF1DWV8ttjhONFA1	Indie Argentina			15	201175.45454545456	0	1	0	1
56806	UY	toplists	10	spotify:user:spotify:playlist:37i9dQZF1DX09mi3a4Zmox	Baladas Románticas	303171.0	MX	50	201175.45454545456	0	0	1	1
59243	UY	toplists	3	spotify:user:spotify:playlist:37i9dQZF1DX8DBcbHcgPJw	¡Dame Más Cumbia!	55120.0	AR	3	201175.45454545456	0	1	0	1
72723	UY	toplists	2	spotify:user:spotify:playlist:37i9dQZF1DX8O2z77nfMgH	Novedades Viernes Sudamérica	64316.0	AR	17	201175.45454545456	0	1	0	1
12114	UY	toplists	9	spotify:user:spotify:playlist:37i9dQZF1DWU6aakG7fctq	Zona Indie	20132.0	MX	43	201175.45454545456	0	0	0	0
28722	UY	toplists	6	spotify:user:spotify:playlist:37i9dQZF1DX1QnNyJOBQBv	Latin Pop VIP	120220.0	MX	33	201175.45454545456	0	0	0	0
2558	UY	soul	5	spotify:user:spotify:playlist:37i9dQZF1DX4SBhb3fqCJd	Are & Be	758646.0	US	146	84026.76	0	0	1	1
5941	UY	soul	7	spotify:user:spotify:playlist:37i9dQZF1DX1RiaoenusUk	Nota Funk	1049.0	AR	10	84026.76	0	1	0	1
13431	UY	soul	6	spotify:user:spotify:playlist:37i9dQZF1DX2UgsUIg75Vg	Chilled R&B	463588.0	US	115	84026.76	0	0	1	1
17596	UY	soul	9	spotify:user:spotify:playlist:37i9dQZF1DWVJE8hP95f7v	Soul Brasil	8598.0	BR	19	84026.76	0	1	0	1
43584	UY	soul	16	spotify:user:spotify:playlist:37i9dQZF1DWVEvzGeX3eRs	'90s Baby Makers	115499.0	US	173	84026.76	0	0	1	1
53976	UY	soul	10	spotify:user:spotify:playlist:37i9dQZF1DX6VDO8a6cQME	I Love My '90s R&B	256977.0	US	115	84026.76	0	0	1	1
71576	UY	soul	4	spotify:user:spotify:playlist:37i9dQZF1DWULEW2RfoSCi	35 Soul Classics 1970–1975	132451.0	US	57	84026.76	0	0	1	1
4999	UY	soul	21	spotify:user:spotify:playlist:37i9dQZF1DX0SlHbqMm3vJ	Ginger Me	917.0	US	114	84026.76	0	0	0	0
11304	UY	soul	20	spotify:user:spotify:playlist:37i9dQZF1DX2TExIcUe1gg	Shuga Cane	2996.0	US	114	84026.76	0	0	0	0
17769	UY	soul	13	spotify:user:spotify:playlist:37i9dQZF1DX62Nfha2yFhL	Soul Lounge	13400.0	US	110	84026.76	0	0	0	0
542	UY	sleep	5	spotify:user:spotify:playlist:37i9dQZF1DWZd79rJ6a7lp	Sleep	177839.0	US	58	72726.54545454546	0	0	1	1
35960	UY	sleep	3	spotify:user:spotify:playlist:37i9dQZF1DX4sWSpwq3LiO	Peaceful Piano	460661.0	US	116	72726.54545454546	0	0	1	1
42721	UY	sleep	2	spotify:user:spotify:playlist:37i9dQZF1DX7aAuYd7Jogj	Sueño Profundo			17	72726.54545454546	0	1	0	1
52991	UY	sleep	1	spotify:user:spotify:playlist:37i9dQZF1DWTmhGAhbrFb3	Bajo Las Estrellas			17	72726.54545454546	0	1	0	1
3735	UY	sleep	15	spotify:user:spotify:playlist:37i9dQZF1DX1n9whBbBKoL	Sleepify	1680.0	DE	50	72726.54545454546	0	0	0	0
5501	UY	sleep	14	spotify:user:spotify:playlist:37i9dQZF1DWWtqHeytOZ8f	Lava Lamp	12232.0	US	110	72726.54545454546	0	0	0	0
7041	UY	sleep	22	spotify:user:spotify:playlist:37i9dQZF1DX1SGz4XfZKy2	Stargazer	1043.0	US	95	72726.54545454546	0	0	0	0
8755	UY	sleep	10	spotify:user:spotify:playlist:37i9dQZF1DXdbkmlag2h7b	Daydreamer	21001.0	US	164	72726.54545454546	0	0	0	0
10425	UY	sleep	7	spotify:user:spotify:playlist:37i9dQZF1DXbcPC6Vvqudd	Night Rain			58	72726.54545454546	0	0	0	0
17578	UY	sleep	17	spotify:user:spotify:playlist:37i9dQZF1DWSUFOo47GEsI	Sleep Tight	2975.0	CA	52	72726.54545454546	0	0	0	0
41831	UY	romance	15	spotify:user:spotify:playlist:37i9dQZF1DX3llIQ4rouPW	Más Que Amigos	154399.0	MX	18	70934.33333333333	0	1	1	2
1158	UY	romance	2	spotify:user:spotify:playlist:37i9dQZF1DX4yeSNLFx6qI	Sin Ti	88072.0	MX	33	70934.33333333333	0	0	1	1
3378	UY	romance	4	spotify:user:spotify:playlist:37i9dQZF1DX50QitC6Oqtn	Love Pop	350659.0	US	23	70934.33333333333	0	0	1	1
4003	UY	romance	12	spotify:user:spotify:playlist:37i9dQZF1DWUoGbRYcteyC	Amor Amor	205218.0	MX	96	70934.33333333333	0	0	1	1
7366	UY	romance	17	spotify:user:spotify:playlist:37i9dQZF1DX6rXTaz81RRT	Te Quiero	44438.0	MX	17	70934.33333333333	0	1	0	1
19799	UY	romance	10	spotify:user:spotify:playlist:37i9dQZF1DXbrUpGvoi3TS	Broken Heart	373449.0	US	56	70934.33333333333	0	0	1	1
32243	UY	romance	16	spotify:user:spotify:playlist:37i9dQZF1DXc3KygMa1OE7	80s Love Songs	101626.0	PH	113	70934.33333333333	0	0	1	1
32316	UY	romance	13	spotify:user:spotify:playlist:37i9dQZF1DWXqpDKK4ed9O	90s Love Songs	216583.0	US	58	70934.33333333333	0	0	1	1
32736	UY	romance	5	spotify:user:spotify:playlist:37i9dQZF1DX6u8WqH658VS	Bandas Sonoras	15939.0	ES	7	70934.33333333333	0	1	0	1
36727	UY	romance	3	spotify:user:spotify:playlist:37i9dQZF1DX7x2mm8ITS7h	Sólo para dos	13347.0	MX	17	70934.33333333333	0	1	0	1
36417	UY	rock	1	spotify:user:spotify:playlist:37i9dQZF1DWTMU14XJYy0g	Rock Argentino	130730.0	AR	3	69004.02739726027	0	1	1	2
50195	UY	rock	7	spotify:user:spotify:playlist:37i9dQZF1DWWFNSpryCCH5	Grandes Unplugged	134949.0	MX	17	69004.02739726027	0	1	1	2
67847	UY	rock	67	spotify:user:spotify:playlist:37i9dQZF1DWYMHB55fgZrY	Iconos del Rock Mexicano	126669.0	MX	17	69004.02739726027	0	1	1	2
2210	UY	rock	47	spotify:user:spotify:playlist:37i9dQZF1DWVuraZzTY0LP	Rockin'	21819.0	MX	17	69004.02739726027	0	1	0	1
5622	UY	rock	13	spotify:user:spotify:playlist:37i9dQZF1DWWGFQLoP9qlv	Legendary	77621.0	US	57	69004.02739726027	0	0	1	1
6660	UY	rock	31	spotify:user:spotify:playlist:37i9dQZF1DXcF6B6QPhFDv	Rock This	295029.0	US	88	69004.02739726027	0	0	1	1
6670	UY	rock	26	spotify:user:spotify:playlist:37i9dQZF1DWTphHAHFWZlz	Rockeando	2196.0	AR	11	69004.02739726027	0	1	0	1
6928	UY	rock	10	spotify:user:spotify:playlist:37i9dQZF1DX6xOPeSOGone	Soft Rock	91386.0	US	57	69004.02739726027	0	0	1	1
10698	UY	rock	14	spotify:user:spotify:playlist:37i9dQZF1DX1te6miphixI	Radio Rock	26464.0	MX	17	69004.02739726027	0	1	0	1
11099	UY	rock	12	spotify:user:spotify:playlist:37i9dQZF1DX8FwnYE6PRvL	Rock Party	110353.0	US	109	69004.02739726027	0	0	1	1
2505	UY	rnb	2	spotify:user:spotify:playlist:37i9dQZF1DX4SBhb3fqCJd	Are & Be	758646.0	US	146	127396.68181818182	0	0	1	1
13445	UY	rnb	8	spotify:user:spotify:playlist:37i9dQZF1DX2UgsUIg75Vg	Chilled R&B	463588.0	US	115	127396.68181818182	0	0	1	1
21750	UY	rnb	5	spotify:user:spotify:playlist:37i9dQZF1DWXnexX7CktaI	Gold Edition	191752.0	US	58	127396.68181818182	0	0	1	1
42349	UY	rnb	1	spotify:user:spotify:playlist:37i9dQZF1DX2MJVTOdWtbm	R&B en Español	4111.0	MX	18	127396.68181818182	0	1	0	1
53866	UY	rnb	7	spotify:user:spotify:playlist:37i9dQZF1DWYmmr74INQlb	I Love My '00s R&B	564792.0	US	58	127396.68181818182	0	0	1	1
53966	UY	rnb	9	spotify:user:spotify:playlist:37i9dQZF1DX6VDO8a6cQME	I Love My '90s R&B	256977.0	US	115	127396.68181818182	0	0	1	1
451	UY	rnb	14	spotify:user:spotify:playlist:37i9dQZF1DWSIO2QWRavWZ	Queen	7148.0	US	53	127396.68181818182	0	0	0	0
4275	UY	rnb	4	spotify:user:spotify:playlist:37i9dQZF1DX4y8h9WqDPAE	Channel X	120649.0	US	58	127396.68181818182	0	0	0	0
4962	UY	rnb	19	spotify:user:spotify:playlist:37i9dQZF1DX0SlHbqMm3vJ	Ginger Me	917.0	US	114	127396.68181818182	0	0	0	0
11271	UY	rnb	18	spotify:user:spotify:playlist:37i9dQZF1DX2TExIcUe1gg	Shuga Cane	2996.0	US	114	127396.68181818182	0	0	0	0
35615	UY	reggae	28	spotify:user:spotify:playlist:37i9dQZF1DWTMlvEhEJDRB	Nação Reggae	99444.0	BR	19	27282.11111111111	0	1	1	2
3581	UY	reggae	22	spotify:user:spotify:playlist:37i9dQZF1DWSiyIBdVQrkk	One Love	47167.0	US	58	27282.11111111111	0	0	1	1
22632	UY	reggae	30	spotify:user:spotify:playlist:37i9dQZF1DX4PIkNyX0QtV	La Isla Irie	18015.0	MX	18	27282.11111111111	0	1	0	1
42418	UY	reggae	26	spotify:user:spotify:playlist:37i9dQZF1DXbSbnqxMTGx9	Reggae Classics	125136.0	US	58	27282.11111111111	0	0	1	1
53414	UY	reggae	34	spotify:user:spotify:playlist:37i9dQZF1DXan38dNVDdl4	Dancehall Official	37176.0	US	112	27282.11111111111	0	0	1	1
55058	UY	reggae	21	spotify:user:spotify:playlist:37i9dQZF1DWVYs6zNzJ0ci	Reggae en Español	87948.0	MX	20	27282.11111111111	0	0	1	1
55510	UY	reggae	24	spotify:user:spotify:playlist:37i9dQZF1DX41OUjeNL9Uu	This Is Los Cafres			3	27282.11111111111	0	1	0	1
55564	UY	reggae	25	spotify:user:spotify:playlist:37i9dQZF1DX98ieLd5QbC6	This is: Onda Vaga			17	27282.11111111111	0	1	0	1
61640	UY	reggae	23	spotify:user:spotify:playlist:37i9dQZF1DWXPkHOSaSEjs	This Is: Los Pericos	7448.0	AR	3	27282.11111111111	0	1	0	1
70477	UY	reggae	31	spotify:user:spotify:playlist:37i9dQZF1DX2XILmQPL8fy	This Is Cultura Profética	4827.0	CL	17	27282.11111111111	0	1	0	1
13985	UY	punk	16	spotify:user:spotify:playlist:37i9dQZF1DX9wa6XirBPv8	Emo Forever	88779.0	US	115	19696.0	0	0	1	1
20265	UY	punk	1	spotify:user:spotify:playlist:37i9dQZF1DX3LDIBRoaCDQ	Classic Punk	21987.0	US	58	19696.0	0	0	1	1
29759	UY	punk	10	spotify:user:spotify:playlist:37i9dQZF1DXasneILDRM7B	Pure Pop Punk	27906.0	US	58	19696.0	0	0	1	1
40207	UY	punk	23	spotify:user:spotify:playlist:37i9dQZF1DXaDPSVSkBhhM	Escena Pop Punk	1285.0	MX	17	19696.0	0	1	0	1
42208	UY	punk	12	spotify:user:spotify:playlist:37i9dQZF1DXd6tJtr4qeot	Punk Essentials	32086.0	US	58	19696.0	0	0	1	1
42595	UY	punk	5	spotify:user:spotify:playlist:37i9dQZF1DX3MU5XUozve7	Skatepark Punks	31782.0	US	58	19696.0	0	0	1	1
61381	UY	punk	2	spotify:user:spotify:playlist:37i9dQZF1DXa9wYJr1oMFq	Pop Punk Powerhouses	185378.0	US	58	19696.0	0	0	1	1
2161	UY	punk	26	spotify:user:spotify:playlist:37i9dQZF1DX0KQrbsfHQvG	Rise Up	6374.0	US	109	19696.0	0	0	0	0
7197	UY	punk	25	spotify:user:spotify:playlist:37i9dQZF1DX1aYJMdIFYsC	Steampunk			58	19696.0	0	0	0	0
7529	UY	punk	24	spotify:user:spotify:playlist:37i9dQZF1DWZkHEX2YHpDV	The Scene	3752.0	US	115	19696.0	0	0	0	0
21239	UY	pride	5	spotify:user:spotify:playlist:37i9dQZF1DWVA4ETicgIky	Fiesta 80era	95248.0	MX	39	15672.2	0	0	1	1
21283	UY	pride	6	spotify:user:spotify:playlist:37i9dQZF1DWW7hJS3Xj96I	Fiesta 90era	149112.0	MX	81	15672.2	0	0	1	1
65390	UY	pride	1	spotify:user:spotify:playlist:37i9dQZF1DWUmxBdWX3Pp4	Turn it UP! - Miranda!			9	15672.2	0	1	0	1
74974	UY	pride	13	spotify:user:spotify:playlist:37i9dQZF1DX01KKredzGsC	Turn it UP! - (Me Llamo) Sebastian	576.0	CL	12	15672.2	0	1	0	1
1042	UY	pride	15	spotify:user:spotify:playlist:37i9dQZF1DWZZCoBbLu26P	Fierce	2504.0	US	58	15672.2	0	0	0	0
2013	UY	pride	7	spotify:user:spotify:playlist:37i9dQZF1DX3LyU0mhfqgP	Out Now	8914.0	US	110	15672.2	0	0	0	0
7688	UY	pride	10	spotify:user:spotify:playlist:37i9dQZF1DWViyN2b86Qnu	Transcend			62	15672.2	0	0	0	0
13828	UY	pride	11	spotify:user:spotify:playlist:37i9dQZF1DX2GKumqRIZ7g	Disco Fever	15657.0	US	102	15672.2	0	0	0	0
16157	UY	pride	12	spotify:user:spotify:playlist:37i9dQZF1DX2lenzaqw2vs	Latin Pride	906.0	PE	58	15672.2	0	0	0	0
29829	UY	pride	18	spotify:user:spotify:playlist:37i9dQZF1DX5TMFhaZc9ov	Queer As Folk	1020.0	US	58	15672.2	0	0	0	0
49226	UY	popculture	3	spotify:user:spotify:playlist:37i9dQZF1DX4ICTqceOnSJ	Canción del Día	19760.0	MX	17	11602.416666666666	0	1	1	2
66962	UY	popculture	4	spotify:user:spotify:playlist:37i9dQZF1DWX9UWDWb55Kk	Élite - The Soundtrack	22616.0	MX	17	11602.416666666666	0	1	1	2
76049	UY	popculture	8	spotify:user:spotify:playlist:37i9dQZF1DX6mrK1Il4p3Y	La Casa de las Flores - The Soundtrack	22402.0	MX	17	11602.416666666666	0	1	1	2
15628	UY	popculture	7	spotify:user:spotify:playlist:37i9dQZF1DX7KFN2ISLJzx	Indie Games			3	11602.416666666666	0	1	0	1
16679	UY	popculture	5	spotify:user:spotify:playlist:37i9dQZF1DX7G4CqN9FLiF	Nuevo Noise	470.0	US	16	11602.416666666666	0	1	0	1
43185	UY	popculture	2	spotify:user:spotify:playlist:37i9dQZF1DX5y71ufjoyXC	Viral Noviembre	40597.0	MX	32	11602.416666666666	0	0	1	1
44503	UY	popculture	1	spotify:user:spotify:playlist:37i9dQZF1DWY5LGZYBBHHz	Calma Es Fútbol			6	11602.416666666666	0	1	0	1
58033	UY	popculture	6	spotify:user:spotify:playlist:37i9dQZF1DXbLRILp4Jb3D	Leche con Chocolate	3345.0	MX	18	11602.416666666666	0	1	0	1
58542	UY	popculture	14	spotify:user:spotify:playlist:37i9dQZF1DWTuiUeP9DRnI	Premios Pulsar 2018	2155.0	CL	11	11602.416666666666	0	1	0	1
64142	UY	popculture	13	spotify:user:spotify:playlist:37i9dQZF1DX3PsJxMtn1AP	Editors' Picks México	5751.0	MX	17	11602.416666666666	0	1	0	1
10549	UY	pop	11	spotify:user:spotify:playlist:37i9dQZF1DWVLcZxJO5zyf	Pop Brasil	635121.0	BR	18	269445.2	0	1	1	2
43344	UY	pop	5	spotify:user:spotify:playlist:37i9dQZF1DX7kV7MLy24Ug	Éxitos Uruguay	6881.0	UY	2	269445.2	1	1	0	2
52363	UY	pop	4	spotify:user:spotify:playlist:37i9dQZF1DXbbu94YBG7Ye	Éxitos Argentina	468334.0	AR	6	269445.2	0	1	1	2
1081	UY	pop	7	spotify:user:spotify:playlist:37i9dQZF1DX92MLsP3K1fI	Pop Up	307340.0	MX	28	269445.2	0	0	1	1
6131	UY	pop	2	spotify:user:spotify:playlist:37i9dQZF1DWYPTWocTjneQ	Pop Chile	98026.0	CL	11	269445.2	0	1	0	1
9625	UY	pop	8	spotify:user:spotify:playlist:37i9dQZF1DX0s5kDXi1oC5	Hit Rewind	517533.0	US	57	269445.2	0	0	1	1
10611	UY	pop	17	spotify:user:spotify:playlist:37i9dQZF1DWUa8ZRTfalHk	Pop Rising	513472.0	US	58	269445.2	0	0	1	1
13212	UY	pop	18	spotify:user:spotify:playlist:37i9dQZF1DX8oh7peUXg5S	Cantautores	15659.0	ES	17	269445.2	0	1	0	1
16704	UY	pop	3	spotify:user:spotify:playlist:37i9dQZF1DX1JKB9ugFP7X	POP a Fondo	29238.0	AR	7	269445.2	0	1	0	1
18080	UY	pop	12	spotify:user:spotify:playlist:37i9dQZF1DX5drguwUcl5X	Teen Spirit	38633.0	MX	17	269445.2	0	1	0	1
21971	UY	mood	12	spotify:user:spotify:playlist:37i9dQZF1DX9Dh2wgiAwVX	Hits Alegres	250283.0	ES	17	88382.48717948717	0	1	1	2
49248	UY	mood	13	spotify:user:spotify:playlist:37i9dQZF1DX8CTD7HWYPDn	Canta en la Ducha	203988.0	MX	17	88382.48717948717	0	1	1	2
5439	UY	mood	1	spotify:user:spotify:playlist:37i9dQZF1DWZU4CGLgiKls	La Previa	88727.0	AR	43	88382.48717948717	0	0	1	1
7752	UY	mood	4	spotify:user:spotify:playlist:37i9dQZF1DWY6EXEYiMtLu	Videoteca	6580.0	AR	7	88382.48717948717	0	1	0	1
8507	UY	mood	33	spotify:user:spotify:playlist:37i9dQZF1DX1s9knjP51Oa	Calm Vibes	90550.0	US	55	88382.48717948717	0	0	1	1
9370	UY	mood	32	spotify:user:spotify:playlist:37i9dQZF1DWYBO1MoTDhZI	Good Vibes	157613.0	US	54	88382.48717948717	0	0	1	1
9997	UY	mood	27	spotify:user:spotify:playlist:37i9dQZF1DX9c9fpd0lxJ5	Madrugando	9139.0	PE	17	88382.48717948717	0	1	0	1
12680	UY	mood	16	spotify:user:spotify:playlist:37i9dQZF1DWX83CujKHHOn	Alone Again	114239.0	BR	53	88382.48717948717	0	0	1	1
15251	UY	mood	15	spotify:user:spotify:playlist:37i9dQZF1DXdPec7aLTmlC	Happy Hits!	630051.0	US	51	88382.48717948717	0	0	1	1
21083	UY	mood	28	spotify:user:spotify:playlist:37i9dQZF1DX9XIFQuFvzM4	Feelin' Good	115146.0	US	57	88382.48717948717	0	0	1	1
6495	UY	metal	4	spotify:user:spotify:playlist:37i9dQZF1DWWJOmJ7nRx0C	Rock Hard	47249.0	US	81	23368.0	0	0	1	1
7579	UY	metal	9	spotify:user:spotify:playlist:37i9dQZF1DWZdFtcHGe8ED	Thrashers	28380.0	US	58	23368.0	0	0	1	1
28636	UY	metal	1	spotify:user:spotify:playlist:37i9dQZF1DWTcqUzwhNmKv	Kickass Metal	102903.0	US	58	23368.0	0	0	1	1
29163	UY	metal	5	spotify:user:spotify:playlist:37i9dQZF1DX1kydukZhLms	Metal Ballads	32774.0	US	58	23368.0	0	0	1	1
46149	UY	metal	2	spotify:user:spotify:playlist:37i9dQZF1DWWOaP4H0w5b0	Metal Essentials	36024.0	US	58	23368.0	0	0	1	1
46315	UY	metal	3	spotify:user:spotify:playlist:37i9dQZF1DX5J7FIl4q56G	New Metal Tracks	24770.0	US	58	23368.0	0	0	1	1
46473	UY	metal	6	spotify:user:spotify:playlist:37i9dQZF1DX2LTcinqsO68	Old School Metal	89851.0	US	58	23368.0	0	0	1	1
52663	UY	metal	7	spotify:user:spotify:playlist:37i9dQZF1DXe6bgV3TmZOL	Adrenaline Workout	89415.0	US	116	23368.0	0	0	1	1
58407	UY	metal	8	spotify:user:spotify:playlist:37i9dQZF1DXcfZ6moR6J0G	Nu Metal Generation	46656.0	US	58	23368.0	0	0	1	1
3514	UY	metal	23	spotify:user:spotify:playlist:37i9dQZF1DWXIcbzpLauPS	New Core	13423.0	US	58	23368.0	0	0	0	0
18305	UY	kpop	5	spotify:user:spotify:playlist:37i9dQZF1DX08mhnhv6g9b	This Is BTS	50149.0	US	35	12687.136363636364	0	0	1	1
22472	UY	kpop	2	spotify:user:spotify:playlist:37i9dQZF1DX9tPFwDMOaN1	K-Pop Daebak	107473.0	US	55	12687.136363636364	0	0	1	1
22547	UY	kpop	10	spotify:user:spotify:playlist:37i9dQZF1DX4FcAKI5Nhzq	K-Pop Rising	41295.0	US	50	12687.136363636364	0	0	1	1
40276	UY	kpop	14	spotify:user:spotify:playlist:37i9dQZF1DX14fiWYoe7Oh	Essential K-Pop	15659.0	US	50	12687.136363636364	0	0	1	1
51433	UY	kpop	7	spotify:user:spotify:playlist:37i9dQZF1DXbirtHQBuwCo	Sexiest K-Grooves	20978.0	US	52	12687.136363636364	0	0	1	1
13565	UY	kpop	22	spotify:user:spotify:playlist:37i9dQZF1DX5g856aiKiDS	Dalkom Cafe	1144.0	US	86	12687.136363636364	0	0	0	0
15901	UY	kpop	19	spotify:user:spotify:playlist:37i9dQZF1DWZYjbSZYSpu6	K-Pop Duets			108	12687.136363636364	0	0	0	0
16023	UY	kpop	3	spotify:user:spotify:playlist:37i9dQZF1DX2ohL85TE8TI	Korean OSTs	4635.0	TW	86	12687.136363636364	0	0	0	0
19383	UY	kpop	26	spotify:user:spotify:playlist:37i9dQZF1DX1lU51fgoMhF	Autumn K-Pop	854.0	US	50	12687.136363636364	0	0	0	0
24888	UY	kpop	1	spotify:user:spotify:playlist:37i9dQZF1DX5JcPJgYjGcf	This Is: EXO			36	12687.136363636364	0	0	0	0
7770	UY	kids	1	spotify:user:spotify:playlist:37i9dQZF1DX65UPfEwverz	31 Minutos	4874.0	MX	16	38019.21428571428	0	1	0	1
10539	UY	kids	9	spotify:user:spotify:playlist:37i9dQZF1DWZhxU4AiByxO	Pop 4 Kids	56873.0	US	45	38019.21428571428	0	0	1	1
23138	UY	kids	6	spotify:user:spotify:playlist:37i9dQZF1DXbADqT0j1Cxt	Lullaby Baby	40166.0	US	38	38019.21428571428	0	0	1	1
36957	UY	kids	4	spotify:user:spotify:playlist:37i9dQZF1DWVs8I62NcHks	This Is Disney	349615.0	US	45	38019.21428571428	0	0	1	1
58026	UY	kids	2	spotify:user:spotify:playlist:37i9dQZF1DXbLRILp4Jb3D	Leche con Chocolate	3345.0	MX	18	38019.21428571428	0	1	0	1
62190	UY	kids	3	spotify:user:spotify:playlist:37i9dQZF1DX838PEqviQni	Divertido para niños	3976.0	ES	16	38019.21428571428	0	1	0	1
