,index,territory,category_id,Position,playlist_uri,playlist_name_x,owner_id,count_appearance,listeners,country_owner,playlist_owner,same_as_country,local,mean_listeners_cat_terr,popular,score
59609,59623,UY,workout,7,spotify:user:spotify:playlist:37i9dQZF1DWSJHnPb1f0X3,Cardio,spotify,58,81385.0,US,spotify,0,0,81223.34042553192,1,1
59922,59936,UY,workout,9,spotify:user:spotify:playlist:37i9dQZF1DWUVpAXiEPK8P,Power Workout,spotify,58,424747.0,US,spotify,0,0,81223.34042553192,1,1
60792,60806,UY,workout,20,spotify:user:spotify:playlist:37i9dQZF1DX0HRj9P7NxeE,Workout Twerkout,spotify,58,146224.0,US,spotify,0,0,81223.34042553192,1,1
61296,61310,UY,workout,8,spotify:user:spotify:playlist:37i9dQZF1DX4eRPd9frC1m,Hype,spotify,58,370971.0,US,spotify,0,0,81223.34042553192,1,1
61484,61498,UY,workout,6,spotify:user:spotify:playlist:37i9dQZF1DX70RN3TfWWJh,Workout,spotify,58,459585.0,US,spotify,0,0,81223.34042553192,1,1
61537,61551,UY,workout,2,spotify:user:spotify:playlist:37i9dQZF1DX76Wlfdnj7AP,Beast Mode,spotify,58,1225461.0,US,spotify,0,0,81223.34042553192,1,1
61914,61928,UY,workout,1,spotify:user:spotify:playlist:37i9dQZF1DX9ZKyQHcEFXZ,Para Entrenar,spotify,17,64842.0,MX,spotify,0,1,81223.34042553192,0,1
62007,62021,UY,workout,34,spotify:user:spotify:playlist:37i9dQZF1DXadOVCgGhS7j,Fun Run 150–165 BPM,spotify,58,97318.0,US,spotify,0,0,81223.34042553192,1,1
62478,62492,UY,workout,3,spotify:user:spotify:playlist:37i9dQZF1DXdxcBWuJkbcy,Motivation Mix,spotify,58,192936.0,US,spotify,0,0,81223.34042553192,1,1
62535,62549,UY,workout,11,spotify:user:spotify:playlist:37i9dQZF1DXe6bgV3TmZOL,Adrenaline Workout,spotify,116,87627.0,US,spotify,0,0,81223.34042553192,1,1
50938,50952,UY,travel,7,spotify:user:spotify:playlist:37i9dQZF1DWU13kKnk03AP,Daily Lift,spotify,58,488813.0,US,spotify,0,0,114719.41666666667,1,1
51117,51131,UY,travel,4,spotify:user:spotify:playlist:37i9dQZF1DWWMOmoXKqHTD,Songs to Sing in the Car,spotify,110,1461873.0,US,spotify,0,0,114719.41666666667,1,1
51154,51168,UY,travel,6,spotify:user:spotify:playlist:37i9dQZF1DWWiDhnQ2IIru,70s Road Trip,spotify,58,190254.0,US,spotify,0,0,114719.41666666667,1,1
51804,51818,UY,travel,5,spotify:user:spotify:playlist:37i9dQZF1DX9wC1KY45plY,Classic Road Trip Songs,spotify,58,276760.0,US,spotify,0,0,114719.41666666667,1,1
52056,52070,UY,travel,16,spotify:user:spotify:playlist:37i9dQZF1DXdcAnM28dnna,Afrobeat Latino,spotify,17,,,,0,1,114719.41666666667,0,1
64989,65003,UY,toplists,15,spotify:user:spotify:playlist:37i9dQZF1DX7kV7MLy24Ug,Éxitos Uruguay,spotify,2,5323.0,UY,spotify,1,1,202476.18181818182,0,2
65043,65057,UY,toplists,1,spotify:user:spotify:playlist:37i9dQZF1DXbbu94YBG7Ye,Éxitos Argentina,spotify,6,455835.0,AR,spotify,0,1,202476.18181818182,1,2
64606,64620,UY,toplists,5,spotify:user:spotify:playlist:37i9dQZF1DWV8ttjhONFA1,Indie Argentina,spotify,15,,,,0,1,202476.18181818182,0,1
64677,64691,UY,toplists,8,spotify:user:spotify:playlist:37i9dQZF1DWY7IeIP1cdjF,Baila Reggaeton,spotify,80,710598.0,MX,spotify,0,0,202476.18181818182,1,1
64728,64742,UY,toplists,10,spotify:user:spotify:playlist:37i9dQZF1DX09mi3a4Zmox,Baladas Románticas,spotify,50,309841.0,MX,spotify,0,0,202476.18181818182,1,1
64992,65006,UY,toplists,3,spotify:user:spotify:playlist:37i9dQZF1DX8DBcbHcgPJw,¡Dame Más Cumbia!,spotify,3,59783.0,AR,spotify,0,1,202476.18181818182,0,1
65007,65021,UY,toplists,2,spotify:user:spotify:playlist:37i9dQZF1DX8O2z77nfMgH,Novedades Viernes Sudamérica,spotify,17,66340.0,AR,spotify,0,1,202476.18181818182,0,1
65020,65034,UY,toplists,16,spotify:user:spotify:playlist:37i9dQZF1DX92MLsP3K1fI,Pop Up,spotify,28,308458.0,MX,spotify,0,0,202476.18181818182,1,1
22009,22078,UY,soul,5,spotify:user:spotify:playlist:37i9dQZF1DWULEW2RfoSCi,35 Soul Classics 1970–1975,spotify,58,109691.0,US,spotify,0,0,82951.24,1,1
22097,22166,UY,soul,12,spotify:user:spotify:playlist:37i9dQZF1DWVEvzGeX3eRs,'90s Baby Makers,spotify,174,113495.0,US,spotify,0,0,82951.24,1,1
22112,22181,UY,soul,15,spotify:user:spotify:playlist:37i9dQZF1DWVJE8hP95f7v,Soul Brasil,spotify,19,8405.0,BR,spotify,0,1,82951.24,0,1
22405,22474,UY,soul,9,spotify:user:spotify:playlist:37i9dQZF1DX1RiaoenusUk,Nota Funk,spotify,10,937.0,AR,spotify,0,1,82951.24,0,1
22581,22650,UY,soul,6,spotify:user:spotify:playlist:37i9dQZF1DX2UgsUIg75Vg,Chilled R&B,spotify,116,459637.0,US,spotify,0,0,82951.24,1,1
22758,22827,UY,soul,3,spotify:user:spotify:playlist:37i9dQZF1DX4SBhb3fqCJd,Are & Be,spotify,147,765794.0,US,spotify,0,0,82951.24,1,1
22935,23004,UY,soul,10,spotify:user:spotify:playlist:37i9dQZF1DX6VDO8a6cQME,I Love My '90s R&B,spotify,116,244516.0,US,spotify,0,0,82951.24,1,1
41902,41971,UY,sleep,1,spotify:user:spotify:playlist:37i9dQZF1DWTmhGAhbrFb3,Bajo Las Estrellas,spotify,17,,,,0,1,77962.4,0,1
42413,42482,UY,sleep,5,spotify:user:spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Sleep,spotify,58,173111.0,US,spotify,0,0,77962.4,1,1
42658,42727,UY,sleep,3,spotify:user:spotify:playlist:37i9dQZF1DX4sWSpwq3LiO,Peaceful Piano,spotify,116,445133.0,US,spotify,0,0,77962.4,1,1
42823,42892,UY,sleep,2,spotify:user:spotify:playlist:37i9dQZF1DX7aAuYd7Jogj,Sueño Profundo,spotify,17,,,,0,1,77962.4,0,1
36103,36172,UY,roots,10,spotify:user:spotify:playlist:37i9dQZF1DWSkMjlBZAZ07,Happy Folk,spotify,113,91941.0,US,spotify,0,0,31420.36842105263,1,1
36153,36222,UY,roots,7,spotify:user:spotify:playlist:37i9dQZF1DWSlw12ofHcMM,Swagger,spotify,132,117711.0,US,spotify,0,0,31420.36842105263,1,1
36213,36282,UY,roots,18,spotify:user:spotify:playlist:37i9dQZF1DWSlwBojgQEcN,Acoustic Love,spotify,116,42878.0,US,spotify,0,0,31420.36842105263,1,1
36445,36514,UY,roots,13,spotify:user:spotify:playlist:37i9dQZF1DWU0ScTcjJBdj,Relax & Unwind,spotify,113,217713.0,US,spotify,0,0,31420.36842105263,1,1
36645,36714,UY,roots,9,spotify:user:spotify:playlist:37i9dQZF1DWUNIrSzKgQbP,Autumn Acoustic,spotify,92,171325.0,US,spotify,0,0,31420.36842105263,1,1
36737,36806,UY,roots,56,spotify:user:spotify:playlist:37i9dQZF1DWUgBy0IJPlHq,Back Porch,spotify,116,32967.0,US,spotify,0,0,31420.36842105263,1,1
36889,36958,UY,roots,6,spotify:user:spotify:playlist:37i9dQZF1DWVl5gPCRkquk,Chill as Folk,spotify,105,98691.0,US,spotify,0,0,31420.36842105263,1,1
37302,37371,UY,roots,4,spotify:user:spotify:playlist:37i9dQZF1DWXJyjYpHunCf,Folk Pop,spotify,57,38708.0,US,spotify,0,0,31420.36842105263,1,1
37356,37425,UY,roots,30,spotify:user:spotify:playlist:37i9dQZF1DWXmlLSKkfdAk,Acoustic Covers,spotify,103,295884.0,US,spotify,0,0,31420.36842105263,1,1
37451,37520,UY,roots,1,spotify:user:spotify:playlist:37i9dQZF1DWYV7OOaGhoH0,Roots Rising,spotify,58,48131.0,US,spotify,0,0,31420.36842105263,1,1
37538,37607,UY,roots,21,spotify:user:spotify:playlist:37i9dQZF1DWZ0OzPeadl0h,Evening Chill,spotify,107,57376.0,US,spotify,0,0,31420.36842105263,1,1
37699,37768,UY,roots,25,spotify:user:spotify:playlist:37i9dQZF1DX0IyMQV27EGn,Femme Fatale,spotify,113,31671.0,US,spotify,0,0,31420.36842105263,1,1
37761,37830,UY,roots,79,spotify:user:spotify:playlist:37i9dQZF1DX0JKUIfwQSJh,70s & 80s Acoustic,spotify,78,77460.0,US,spotify,0,0,31420.36842105263,1,1
39014,39083,UY,roots,74,spotify:user:spotify:playlist:37i9dQZF1DX504r1DvyvxG,Classic Acoustic,spotify,109,104249.0,US,spotify,0,0,31420.36842105263,1,1
39452,39521,UY,roots,19,spotify:user:spotify:playlist:37i9dQZF1DX5Q5wA1hY6bS,Stay Wild,spotify,102,50735.0,US,spotify,0,0,31420.36842105263,1,1
39673,39742,UY,roots,2,spotify:user:spotify:playlist:37i9dQZF1DX6z20IXmBjWI,Infinite Acoustic,spotify,110,94589.0,US,spotify,0,0,31420.36842105263,1,1
39745,39814,UY,roots,12,spotify:user:spotify:playlist:37i9dQZF1DX6ziVCJnEm59,Your Favorite Coffeehouse,spotify,165,220059.0,US,spotify,0,0,31420.36842105263,1,1
40533,40602,UY,roots,77,spotify:user:spotify:playlist:37i9dQZF1DXa19sXUAHiO1,Good Times: Great Oldies,spotify,79,88514.0,US,spotify,0,0,31420.36842105263,1,1
40648,40717,UY,roots,29,spotify:user:spotify:playlist:37i9dQZF1DXa2PsvJSPnPf,Front Porch,spotify,113,35397.0,US,spotify,0,0,31420.36842105263,1,1
40979,41048,UY,roots,78,spotify:user:spotify:playlist:37i9dQZF1DXb9LIXaj5WhL,90s Acoustic,spotify,115,150963.0,US,spotify,0,0,31420.36842105263,1,1
41306,41375,UY,roots,16,spotify:user:spotify:playlist:37i9dQZF1DXcWBRiUaG3o5,Evening Acoustic,spotify,106,51612.0,US,spotify,0,0,31420.36842105263,1,1
41578,41647,UY,roots,14,spotify:user:spotify:playlist:37i9dQZF1DXdd3gw5QVjt9,Morning Acoustic,spotify,101,75427.0,US,spotify,0,0,31420.36842105263,1,1
41643,41712,UY,roots,83,spotify:user:spotify:playlist:37i9dQZF1DXdxZQJxjFMLO,This Is The Lumineers,spotify,58,68427.0,US,spotify,0,0,31420.36842105263,1,1
41719,41788,UY,roots,98,spotify:user:spotify:playlist:37i9dQZF1DXe1eE6Gj3EKS,This Is: Jack Johnson,spotify,58,107961.0,US,spotify,0,0,31420.36842105263,1,1
58631,58645,UY,romance,14,spotify:user:spotify:playlist:37i9dQZF1DX3llIQ4rouPW,Más Que Amigos,spotify,18,144737.0,MX,spotify,0,1,69719.57142857143,1,2
57676,57690,UY,romance,12,spotify:user:spotify:playlist:37i9dQZF1DWUoGbRYcteyC,Amor Amor,spotify,102,198204.0,MX,spotify,0,0,69719.57142857143,1,1
57775,57789,UY,romance,38,spotify:user:spotify:playlist:37i9dQZF1DWVEvzGeX3eRs,'90s Baby Makers,spotify,174,113495.0,US,spotify,0,0,69719.57142857143,1,1
57968,57982,UY,romance,15,spotify:user:spotify:playlist:37i9dQZF1DWXqpDKK4ed9O,90s Love Songs,spotify,58,190807.0,US,spotify,0,0,69719.57142857143,1,1
58106,58120,UY,romance,32,spotify:user:spotify:playlist:37i9dQZF1DWZB2nLSKnBNU,This Is Paquita la del Barrio,spotify,17,,,,0,1,69719.57142857143,0,1
58240,58254,UY,romance,1,spotify:user:spotify:playlist:37i9dQZF1DX09mi3a4Zmox,Baladas Románticas,spotify,50,309841.0,MX,spotify,0,0,69719.57142857143,1,1
58803,58817,UY,romance,2,spotify:user:spotify:playlist:37i9dQZF1DX4yeSNLFx6qI,Sin Ti,spotify,37,89163.0,MX,spotify,0,0,69719.57142857143,1,1
58823,58837,UY,romance,4,spotify:user:spotify:playlist:37i9dQZF1DX50QitC6Oqtn,Love Pop,spotify,23,331888.0,US,spotify,0,0,69719.57142857143,1,1
58893,58907,UY,romance,18,spotify:user:spotify:playlist:37i9dQZF1DX5IDTimEWoTd,Warm Fuzzy Feeling,spotify,58,103025.0,US,spotify,0,0,69719.57142857143,1,1
58982,58996,UY,romance,17,spotify:user:spotify:playlist:37i9dQZF1DX6rXTaz81RRT,Te Quiero,spotify,17,42045.0,MX,spotify,0,1,69719.57142857143,0,1
58988,59002,UY,romance,5,spotify:user:spotify:playlist:37i9dQZF1DX6u8WqH658VS,Bandas Sonoras,spotify,7,16108.0,ES,spotify,0,1,69719.57142857143,0,1
59135,59149,UY,romance,34,spotify:user:spotify:playlist:37i9dQZF1DX7dzyLVHGCZl,This Is José José,spotify,17,,,,0,1,69719.57142857143,0,1
59188,59202,UY,romance,28,spotify:user:spotify:playlist:37i9dQZF1DX7rOY2tZUw1k,Timeless Love Songs,spotify,58,79136.0,GB,spotify,0,0,69719.57142857143,1,1
59200,59214,UY,romance,3,spotify:user:spotify:playlist:37i9dQZF1DX7x2mm8ITS7h,Sólo para dos,spotify,17,13309.0,MX,spotify,0,1,69719.57142857143,0,1
59275,59289,UY,romance,29,spotify:user:spotify:playlist:37i9dQZF1DX8WMG8VPSOJC,Country Kind of Love,spotify,116,355703.0,US,spotify,0,0,69719.57142857143,1,1
59470,59484,UY,romance,10,spotify:user:spotify:playlist:37i9dQZF1DXbrUpGvoi3TS,Broken Heart,spotify,56,326763.0,US,spotify,0,0,69719.57142857143,1,1
59533,59547,UY,romance,16,spotify:user:spotify:playlist:37i9dQZF1DXc3KygMa1OE7,80s Love Songs,spotify,113,100672.0,PH,spotify,0,0,69719.57142857143,1,1
18198,18267,UY,rock,1,spotify:user:spotify:playlist:37i9dQZF1DWTMU14XJYy0g,Rock Argentino,spotify,3,132099.0,AR,spotify,0,1,69427.0945945946,1,2
18403,18472,UY,rock,6,spotify:user:spotify:playlist:37i9dQZF1DWWFNSpryCCH5,Grandes Unplugged,spotify,17,138548.0,MX,spotify,0,1,69427.0945945946,1,2
19126,19195,UY,rock,50,spotify:user:spotify:playlist:37i9dQZF1DWYMHB55fgZrY,Iconos del Rock Mexicano,spotify,17,134271.0,MX,spotify,0,1,69427.0945945946,1,2
18208,18277,UY,rock,33,spotify:user:spotify:playlist:37i9dQZF1DWTphHAHFWZlz,Rockeando,spotify,11,1877.0,AR,spotify,0,1,69427.0945945946,0,1
18241,18310,UY,rock,36,spotify:user:spotify:playlist:37i9dQZF1DWUNNEvaozpW5,Rock Español,spotify,17,23226.0,ES,spotify,0,1,69427.0945945946,0,1
18254,18323,UY,rock,63,spotify:user:spotify:playlist:37i9dQZF1DWVuraZzTY0LP,Rockin',spotify,17,20197.0,MX,spotify,0,1,69427.0945945946,0,1
18389,18458,UY,rock,3,spotify:user:spotify:playlist:37i9dQZF1DWW6E2JpQb9U9,Vivo de Rock,spotify,12,28841.0,AR,spotify,0,1,69427.0945945946,0,1
18693,18762,UY,rock,18,spotify:user:spotify:playlist:37i9dQZF1DWWwzidNQX6jx,70s Rock Anthems,spotify,114,144063.0,US,spotify,0,0,69427.0945945946,1,1
18758,18827,UY,rock,65,spotify:user:spotify:playlist:37i9dQZF1DWXMg4uP5o3dm,Alternative Beats,spotify,115,99336.0,US,spotify,0,0,69427.0945945946,1,1
18856,18925,UY,rock,5,spotify:user:spotify:playlist:37i9dQZF1DWXRqgorJj26U,Rock Classics,spotify,57,496037.0,US,spotify,0,0,69427.0945945946,1,1
19137,19206,UY,rock,4,spotify:user:spotify:playlist:37i9dQZF1DWYN0zdqzbEwl,Rock en Español,spotify,45,617280.0,MX,spotify,0,0,69427.0945945946,1,1
19148,19217,UY,rock,8,spotify:user:spotify:playlist:37i9dQZF1DWYZ2zzgvJZul,Rock Del Día,spotify,5,34082.0,AR,spotify,0,1,69427.0945945946,0,1
19160,19229,UY,rock,2,spotify:user:spotify:playlist:37i9dQZF1DWZU5DGR2xCSH,Iconos del Rock Argentino,spotify,20,124879.0,AR,spotify,0,0,69427.0945945946,1,1
19634,19703,UY,rock,69,spotify:user:spotify:playlist:37i9dQZF1DX1GOiyrJfjtU,Alex Lora - 50 Años de El Tri,spotify,18,,,,0,1,69427.0945945946,0,1
19865,19934,UY,rock,7,spotify:user:spotify:playlist:37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,spotify,114,570374.0,US,spotify,0,0,69427.0945945946,1,1
19910,19979,UY,rock,11,spotify:user:spotify:playlist:37i9dQZF1DX1spT6G94GFC,80s Rock Anthems,spotify,114,176197.0,US,spotify,0,0,69427.0945945946,1,1
19939,20008,UY,rock,12,spotify:user:spotify:playlist:37i9dQZF1DX1te6miphixI,Radio Rock,spotify,17,26788.0,MX,spotify,0,1,69427.0945945946,0,1
20048,20117,UY,rock,25,spotify:user:spotify:playlist:37i9dQZF1DX2S9rTKTX6JP,Rock Covers,spotify,57,77953.0,US,spotify,0,0,69427.0945945946,1,1
20105,20174,UY,rock,35,spotify:user:spotify:playlist:37i9dQZF1DX2aneNMeYHQ8,Rockin' Vibes,spotify,117,78397.0,US,spotify,0,0,69427.0945945946,1,1
20128,20197,UY,rock,61,spotify:user:spotify:playlist:37i9dQZF1DX2nd8BSnFnzT,Pátria Rock,spotify,19,10685.0,BR,spotify,0,1,69427.0945945946,0,1
20229,20298,UY,rock,27,spotify:user:spotify:playlist:37i9dQZF1DX3YMp9n8fkNx,'90s Pop Rock Essentials,spotify,114,111340.0,US,spotify,0,0,69427.0945945946,1,1
20353,20422,UY,rock,10,spotify:user:spotify:playlist:37i9dQZF1DX3oM43CtKnRV,00s Rock Anthems,spotify,114,237491.0,US,spotify,0,0,69427.0945945946,1,1
20570,20639,UY,rock,53,spotify:user:spotify:playlist:37i9dQZF1DX5inPtxPHiuS,Rock Colombia,spotify,17,706.0,CO,spotify,0,1,69427.0945945946,0,1
20733,20802,UY,rock,9,spotify:user:spotify:playlist:37i9dQZF1DX6xOPeSOGone,Soft Rock,spotify,57,93953.0,US,spotify,0,0,69427.0945945946,1,1
20925,20994,UY,rock,46,spotify:user:spotify:playlist:37i9dQZF1DX82GYcclJ3Ug,The New Alt,spotify,58,168311.0,US,spotify,0,0,69427.0945945946,1,1
21046,21115,UY,rock,14,spotify:user:spotify:playlist:37i9dQZF1DX8FwnYE6PRvL,Rock Party,spotify,109,121032.0,US,spotify,0,0,69427.0945945946,1,1
21247,21316,UY,rock,58,spotify:user:spotify:playlist:37i9dQZF1DX9wa6XirBPv8,Emo Forever,spotify,115,90263.0,US,spotify,0,0,69427.0945945946,1,1
21457,21526,UY,rock,39,spotify:user:spotify:playlist:37i9dQZF1DXb3m918yXHxA,Yacht Rock,spotify,116,78868.0,US,spotify,0,0,69427.0945945946,1,1
21506,21575,UY,rock,43,spotify:user:spotify:playlist:37i9dQZF1DXbDjX0hus3Iu,Southern Rock 101,spotify,115,90363.0,US,spotify,0,0,69427.0945945946,1,1
21686,21755,UY,rock,22,spotify:user:spotify:playlist:37i9dQZF1DXcF6B6QPhFDv,Rock This,spotify,88,323985.0,US,spotify,0,0,69427.0945945946,1,1
2543,2612,UY,rnb,5,spotify:user:spotify:playlist:37i9dQZF1DWXnexX7CktaI,Gold Edition,spotify,58,189150.0,US,spotify,0,0,128334.27272727272,1,1
2690,2759,UY,rnb,8,spotify:user:spotify:playlist:37i9dQZF1DWYmmr74INQlb,I Love My '00s R&B,spotify,58,554816.0,US,spotify,0,0,128334.27272727272,1,1
2817,2886,UY,rnb,1,spotify:user:spotify:playlist:37i9dQZF1DX2MJVTOdWtbm,R&B en Español,spotify,18,3787.0,MX,spotify,0,1,128334.27272727272,0,1
2995,3064,UY,rnb,7,spotify:user:spotify:playlist:37i9dQZF1DX2UgsUIg75Vg,Chilled R&B,spotify,116,459637.0,US,spotify,0,0,128334.27272727272,1,1
3043,3112,UY,rnb,2,spotify:user:spotify:playlist:37i9dQZF1DX4SBhb3fqCJd,Are & Be,spotify,147,765794.0,US,spotify,0,0,128334.27272727272,1,1
3107,3176,UY,rnb,4,spotify:user:spotify:playlist:37i9dQZF1DX4y8h9WqDPAE,Channel X,spotify,58,142663.0,US,spotify,0,0,128334.27272727272,1,1
3262,3331,UY,rnb,12,spotify:user:spotify:playlist:37i9dQZF1DX6VDO8a6cQME,I Love My '90s R&B,spotify,116,244516.0,US,spotify,0,0,128334.27272727272,1,1
49848,49862,UY,reggae,27,spotify:user:spotify:playlist:37i9dQZF1DWTMlvEhEJDRB,Nação Reggae,spotify,19,99850.0,BR,spotify,0,1,28444.333333333332,1,2
49771,49785,UY,reggae,22,spotify:user:spotify:playlist:37i9dQZF1DWSiyIBdVQrkk,One Love,spotify,58,47957.0,US,spotify,0,0,28444.333333333332,1,1
49868,49882,UY,reggae,21,spotify:user:spotify:playlist:37i9dQZF1DWVYs6zNzJ0ci,Reggae en Español,spotify,20,97423.0,MX,spotify,0,0,28444.333333333332,1,1
49997,50011,UY,reggae,23,spotify:user:spotify:playlist:37i9dQZF1DWXPkHOSaSEjs,This Is: Los Pericos,spotify,3,8906.0,AR,spotify,0,1,28444.333333333332,0,1
50199,50213,UY,reggae,28,spotify:user:spotify:playlist:37i9dQZF1DX2XILmQPL8fy,This Is Cultura Profética,spotify,17,5195.0,CL,spotify,0,1,28444.333333333332,0,1
50261,50275,UY,reggae,24,spotify:user:spotify:playlist:37i9dQZF1DX41OUjeNL9Uu,This Is Los Cafres,spotify,4,,,,0,1,28444.333333333332,0,1
50364,50378,UY,reggae,25,spotify:user:spotify:playlist:37i9dQZF1DX98ieLd5QbC6,This is: Onda Vaga,spotify,17,,,,0,1,28444.333333333332,0,1
50486,50500,UY,reggae,33,spotify:user:spotify:playlist:37i9dQZF1DXan38dNVDdl4,Dancehall Official,spotify,112,44065.0,US,spotify,0,0,28444.333333333332,1,1
50551,50565,UY,reggae,26,spotify:user:spotify:playlist:37i9dQZF1DXbSbnqxMTGx9,Reggae Classics,spotify,58,125446.0,US,spotify,0,0,28444.333333333332,1,1
17009,17078,UY,punk,1,spotify:user:spotify:playlist:37i9dQZF1DX3LDIBRoaCDQ,Classic Punk,spotify,58,22021.0,US,spotify,0,0,19385.5,1,1
17092,17161,UY,punk,5,spotify:user:spotify:playlist:37i9dQZF1DX3MU5XUozve7,Skatepark Punks,spotify,58,32964.0,US,spotify,0,0,19385.5,1,1
17407,17476,UY,punk,14,spotify:user:spotify:playlist:37i9dQZF1DX9wa6XirBPv8,Emo Forever,spotify,115,90263.0,US,spotify,0,0,19385.5,1,1
17434,17503,UY,punk,2,spotify:user:spotify:playlist:37i9dQZF1DXa9wYJr1oMFq,Pop Punk Powerhouses,spotify,58,172394.0,US,spotify,0,0,19385.5,1,1
17486,17555,UY,punk,26,spotify:user:spotify:playlist:37i9dQZF1DXaDPSVSkBhhM,Escena Pop Punk,spotify,17,1228.0,MX,spotify,0,1,19385.5,0,1
17654,17723,UY,punk,10,spotify:user:spotify:playlist:37i9dQZF1DXasneILDRM7B,Pure Pop Punk,spotify,58,30639.0,US,spotify,0,0,19385.5,1,1
17882,17951,UY,punk,12,spotify:user:spotify:playlist:37i9dQZF1DXd6tJtr4qeot,Punk Essentials,spotify,58,32110.0,US,spotify,0,0,19385.5,1,1
77087,77101,UY,popculture,4,spotify:user:spotify:playlist:37i9dQZF1DWX9UWDWb55Kk,Élite - The Soundtrack,spotify,17,29599.0,MX,spotify,0,1,12924.333333333334,1,2
77502,77516,UY,popculture,3,spotify:user:spotify:playlist:37i9dQZF1DX4ICTqceOnSJ,Canción del Día,spotify,17,22544.0,MX,spotify,0,1,12924.333333333334,1,2
77592,77606,UY,popculture,8,spotify:user:spotify:playlist:37i9dQZF1DX6mrK1Il4p3Y,La Casa de las Flores - The Soundtrack,spotify,17,24486.0,MX,spotify,0,1,12924.333333333334,1,2
76982,76996,UY,popculture,12,spotify:user:spotify:playlist:37i9dQZF1DWTuiUeP9DRnI,Premios Pulsar 2018,spotify,11,2234.0,CL,spotify,0,1,12924.333333333334,0,1
77172,77186,UY,popculture,1,spotify:user:spotify:playlist:37i9dQZF1DWY5LGZYBBHHz,Calma Es Fútbol,spotify,6,,,,0,1,12924.333333333334,0,1
77462,77476,UY,popculture,15,spotify:user:spotify:playlist:37i9dQZF1DX3PsJxMtn1AP,Editors' Picks México,spotify,17,5902.0,MX,spotify,0,1,12924.333333333334,0,1
77560,77574,UY,popculture,2,spotify:user:spotify:playlist:37i9dQZF1DX5y71ufjoyXC,Viral Noviembre,spotify,32,43814.0,MX,spotify,0,0,12924.333333333334,1,1
77620,77634,UY,popculture,5,spotify:user:spotify:playlist:37i9dQZF1DX7G4CqN9FLiF,Nuevo Noise,spotify,16,330.0,US,spotify,0,1,12924.333333333334,0,1
77624,77638,UY,popculture,7,spotify:user:spotify:playlist:37i9dQZF1DX7KFN2ISLJzx,Indie Games,spotify,3,,,,0,1,12924.333333333334,0,1
364,433,UY,pop,11,spotify:user:spotify:playlist:37i9dQZF1DWVLcZxJO5zyf,Pop Brasil,spotify,18,632709.0,BR,spotify,0,1,260153.86486486485,1,2
1630,1699,UY,pop,6,spotify:user:spotify:playlist:37i9dQZF1DX7kV7MLy24Ug,Éxitos Uruguay,spotify,2,5323.0,UY,spotify,1,1,260153.86486486485,0,2
1930,1999,UY,pop,4,spotify:user:spotify:playlist:37i9dQZF1DXbbu94YBG7Ye,Éxitos Argentina,spotify,6,455835.0,AR,spotify,0,1,260153.86486486485,1,2
157,226,UY,pop,34,spotify:user:spotify:playlist:37i9dQZF1DWTW5gx88L7pA,This is: Kudai,spotify,15,5402.0,CL,spotify,0,1,260153.86486486485,0,1
199,268,UY,pop,9,spotify:user:spotify:playlist:37i9dQZF1DWTwnEm1IYyoj,Soft Pop Hits,spotify,56,279723.0,US,spotify,0,0,260153.86486486485,1,1
287,356,UY,pop,17,spotify:user:spotify:playlist:37i9dQZF1DWUa8ZRTfalHk,Pop Rising,spotify,58,548428.0,US,spotify,0,0,260153.86486486485,1,1
542,611,UY,pop,18,spotify:user:spotify:playlist:37i9dQZF1DWXUzcqE1yPou,This Is: Miranda!,spotify,17,,,,0,1,260153.86486486485,0,1
646,715,UY,pop,2,spotify:user:spotify:playlist:37i9dQZF1DWYPTWocTjneQ,Pop Chile,spotify,12,100413.0,CL,spotify,0,1,260153.86486486485,0,1
826,895,UY,pop,13,spotify:user:spotify:playlist:37i9dQZF1DWYvt11OgSeSY,This Is Julieta Venegas,spotify,17,16782.0,MX,spotify,0,1,260153.86486486485,0,1
936,1005,UY,pop,8,spotify:user:spotify:playlist:37i9dQZF1DX0s5kDXi1oC5,Hit Rewind,spotify,57,493147.0,US,spotify,0,0,260153.86486486485,1,1
976,1045,UY,pop,3,spotify:user:spotify:playlist:37i9dQZF1DX1JKB9ugFP7X,POP a Fondo,spotify,7,23791.0,AR,spotify,0,1,260153.86486486485,0,1
1060,1129,UY,pop,29,spotify:user:spotify:playlist:37i9dQZF1DX2PwzGmt7ovW,This Is Emmanuel,spotify,16,43982.0,MX,spotify,0,1,260153.86486486485,0,1
1215,1284,UY,pop,10,spotify:user:spotify:playlist:37i9dQZF1DX3WvGXE8FqYX,Women of Pop,spotify,52,266373.0,US,spotify,0,0,260153.86486486485,1,1
1263,1332,UY,pop,25,spotify:user:spotify:playlist:37i9dQZF1DX3hXmsXxRAC2,Cancionero: Juan Gabriel,spotify,16,44068.0,MX,spotify,0,1,260153.86486486485,0,1
1412,1481,UY,pop,15,spotify:user:spotify:playlist:37i9dQZF1DX4pUKG1kS0Ac,Guilty Pleasures,spotify,58,375519.0,US,spotify,0,0,260153.86486486485,1,1
1543,1612,UY,pop,14,spotify:user:spotify:playlist:37i9dQZF1DX5drguwUcl5X,Teen Spirit,spotify,17,39864.0,MX,spotify,0,1,260153.86486486485,0,1
