,index,territory,category_id,Position,playlist_uri,playlist_name_x,owner_id,count_appearance,listeners,country_owner,playlist_owner,same_as_country,local,mean_listeners_cat_terr,popular,score
31264,31333,MY,latin,8,spotify:user:spotify:playlist:37i9dQZF1DX3omIq8ziEt6,Esenciales,spotify,55,407208.0,MX,spotify,0,0,111337.08108108108,1,1
31278,31347,MY,latin,36,spotify:user:spotify:playlist:37i9dQZF1DX4OjfOteYnH8,Flow Selecto,spotify,18,14055.0,MX,spotify,0,1,111337.08108108108,0,1
31380,31449,MY,latin,28,spotify:user:spotify:playlist:37i9dQZF1DX4qKWGR9z0LI,Salsa Nation,spotify,62,121487.0,MX,spotify,0,0,111337.08108108108,1,1
31538,31607,MY,latin,22,spotify:user:spotify:playlist:37i9dQZF1DX6ThddIjWuGT,Latin Pop Classics,spotify,52,234958.0,MX,spotify,0,0,111337.08108108108,1,1
31574,31643,MY,latin,39,spotify:user:spotify:playlist:37i9dQZF1DX7JVsTTEkyUT,This Is: Karol G,spotify,13,64361.0,US,spotify,0,1,111337.08108108108,0,1
31695,31764,MY,latin,38,spotify:user:spotify:playlist:37i9dQZF1DX82VmYBD0zVC,Latin Urban Queens,spotify,10,3596.0,PE,spotify,0,1,111337.08108108108,0,1
31747,31816,MY,latin,33,spotify:user:spotify:playlist:37i9dQZF1DX8SfyqmSFDwe,Reggaeton Classics,spotify,49,149958.0,MX,spotify,0,0,111337.08108108108,1,1
31808,31877,MY,latin,9,spotify:user:spotify:playlist:37i9dQZF1DX8sljIJzI0oo,Fuego,spotify,55,170561.0,US,spotify,0,0,111337.08108108108,1,1
31820,31889,MY,latin,30,spotify:user:spotify:playlist:37i9dQZF1DX8womvTyUjrN,Latin Pop Rising,spotify,18,20373.0,MX,spotify,0,1,111337.08108108108,0,1
31940,32009,MY,latin,14,spotify:user:spotify:playlist:37i9dQZF1DXbqgzgKwCf4q,This Is: CNCO,spotify,13,,,,0,1,111337.08108108108,0,1
32057,32126,MY,latin,16,spotify:user:spotify:playlist:37i9dQZF1DXde9tuMHuIsj,Trap Land,spotify,52,114401.0,US,spotify,0,0,111337.08108108108,1,1
10396,10465,MY,kpop,22,spotify:user:spotify:playlist:37i9dQZF1DWXaehqeJpkro,Sing Along K-Pop,spotify,13,3485.0,ID,spotify,0,1,8129.25,0,1
10500,10569,MY,kpop,5,spotify:user:spotify:playlist:37i9dQZF1DX14fiWYoe7Oh,Essential K-Pop,spotify,50,12086.0,US,spotify,0,0,8129.25,1,1
10878,10947,MY,kpop,4,spotify:user:spotify:playlist:37i9dQZF1DX4FcAKI5Nhzq,K-Pop Rising,spotify,50,29568.0,US,spotify,0,0,8129.25,1,1
10979,11048,MY,kpop,26,spotify:user:spotify:playlist:37i9dQZF1DX4OyEPaWHBdk,2018 Mnet Asian Music Awards (MAMA),spotify,15,1457.0,ID,spotify,0,1,8129.25,0,1
11440,11509,MY,kpop,2,spotify:user:spotify:playlist:37i9dQZF1DX9tPFwDMOaN1,K-Pop Daebak,spotify,55,87120.0,US,spotify,0,0,8129.25,1,1
11504,11573,MY,kpop,7,spotify:user:spotify:playlist:37i9dQZF1DXbirtHQBuwCo,Sexiest K-Grooves,spotify,52,16083.0,US,spotify,0,0,8129.25,1,1
8888,8957,MY,jazz,5,spotify:user:spotify:playlist:37i9dQZF1DWTR4ZOXTfd9K,Jazz Classics Blue Note Edition,spotify,58,41315.0,US,spotify,0,0,35698.857142857145,1,1
8923,8992,MY,jazz,3,spotify:user:spotify:playlist:37i9dQZF1DWTbzY5gOVvKd,Jazzy Romance,spotify,116,38839.0,US,spotify,0,0,35698.857142857145,1,1
9004,9073,MY,jazz,1,spotify:user:spotify:playlist:37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,spotify,62,186729.0,US,spotify,0,0,35698.857142857145,1,1
9067,9136,MY,jazz,9,spotify:user:spotify:playlist:37i9dQZF1DWVzZlRWgqAGH,Butter,spotify,56,40159.0,US,spotify,0,0,35698.857142857145,1,1
9240,9309,MY,jazz,4,spotify:user:spotify:playlist:37i9dQZF1DWZrhFFq3bnGV,Jazz Anak Negeri,spotify,1,4202.0,ID,spotify,0,1,35698.857142857145,0,1
9537,9606,MY,jazz,2,spotify:user:spotify:playlist:37i9dQZF1DX4wta20PHgwo,Late Night Jazz,spotify,58,82168.0,US,spotify,0,0,35698.857142857145,1,1
9963,10032,MY,jazz,16,spotify:user:spotify:playlist:37i9dQZF1DX7YCknf2jT6s,State of Jazz,spotify,58,111149.0,US,spotify,0,0,35698.857142857145,1,1
10141,10210,MY,jazz,7,spotify:user:spotify:playlist:37i9dQZF1DXbITWG1ZJKYt,Jazz Classics,spotify,58,140184.0,US,spotify,0,0,35698.857142857145,1,1
78049,78063,MY,inspirational,9,spotify:user:spotify:playlist:37i9dQZF1DWUileP28ODwg,Top Christian Contemporary,spotify,30,67142.0,US,spotify,0,0,27896.82051282051,1,1
78097,78111,MY,inspirational,11,spotify:user:spotify:playlist:37i9dQZF1DWVOgN22Evu7E,Sang On Sunday (AUS),spotify,7,4224.0,US,spotify,0,1,27896.82051282051,0,1
78121,78135,MY,inspirational,2,spotify:user:spotify:playlist:37i9dQZF1DWVYgpMbMPJMz,WorshipNow,spotify,47,142631.0,US,spotify,0,0,27896.82051282051,1,1
78192,78206,MY,inspirational,3,spotify:user:spotify:playlist:37i9dQZF1DWVlWpJblBvap,Songs of Glory,spotify,58,42074.0,US,spotify,0,0,27896.82051282051,1,1
78282,78296,MY,inspirational,19,spotify:user:spotify:playlist:37i9dQZF1DWVtgG63SDdt8,New Music Friday Christian,spotify,56,64503.0,US,spotify,0,0,27896.82051282051,1,1
78621,78635,MY,inspirational,6,spotify:user:spotify:playlist:37i9dQZF1DWZ4eoHSGpAXu,Worship Wednesdays,spotify,58,63117.0,US,spotify,0,0,27896.82051282051,1,1
79499,79513,MY,inspirational,5,spotify:user:spotify:playlist:37i9dQZF1DX5SzTPIoCKiv,Christian Mix,spotify,58,96874.0,US,spotify,0,0,27896.82051282051,1,1
79783,79797,MY,inspirational,23,spotify:user:spotify:playlist:37i9dQZF1DX7OIddoQVdRt,Spread the Gospel,spotify,116,28564.0,US,spotify,0,0,27896.82051282051,1,1
79798,79812,MY,inspirational,14,spotify:user:spotify:playlist:37i9dQZF1DX7fPhUztqfIX,Current Christian,spotify,14,12701.0,US,spotify,0,1,27896.82051282051,0,1
80415,80429,MY,inspirational,4,spotify:user:spotify:playlist:37i9dQZF1DXcb6CQIjdqKy,Top Christian,spotify,57,318997.0,US,spotify,0,0,27896.82051282051,1,1
80552,80566,MY,inspirational,1,spotify:user:spotify:playlist:37i9dQZF1DXdrxKdrXE2Vk,Best of Live Worship,spotify,58,85301.0,US,spotify,0,0,27896.82051282051,1,1
76330,76344,MY,indie_alt,1,spotify:user:spotify:playlist:37i9dQZF1DXa8LbKi2hqz1,Made in Malaysia,spotify,1,2213.0,MY,spotify,1,1,37436.41379310345,0,2
74859,74873,MY,indie_alt,21,spotify:user:spotify:playlist:37i9dQZF1DWTSKFpOdYF1r,Alternative 80s,spotify,115,42702.0,US,spotify,0,0,37436.41379310345,1,1
74997,75011,MY,indie_alt,12,spotify:user:spotify:playlist:37i9dQZF1DWVbu3wLXA48X,Indie Shuffle,spotify,5,8858.0,PH,spotify,0,1,37436.41379310345,0,1
75036,75050,MY,indie_alt,4,spotify:user:spotify:playlist:37i9dQZF1DWWEcRhUVtL8n,Indie Pop,spotify,58,65328.0,US,spotify,0,0,37436.41379310345,1,1
75144,75158,MY,indie_alt,14,spotify:user:spotify:playlist:37i9dQZF1DWXMg4uP5o3dm,Alternative Beats,spotify,115,99336.0,US,spotify,0,0,37436.41379310345,1,1
75366,75380,MY,indie_alt,7,spotify:user:spotify:playlist:37i9dQZF1DX0YKekzl0blG,Alternative 00s,spotify,115,58410.0,US,spotify,0,0,37436.41379310345,1,1
75534,75548,MY,indie_alt,10,spotify:user:spotify:playlist:37i9dQZF1DX2Nc3B70tvx0,Ultimate Indie,spotify,58,271626.0,US,spotify,0,0,37436.41379310345,1,1
76083,76097,MY,indie_alt,18,spotify:user:spotify:playlist:37i9dQZF1DX873GaRGUmPl,Alternative 10s,spotify,115,43506.0,US,spotify,0,0,37436.41379310345,1,1
76362,76376,MY,indie_alt,6,spotify:user:spotify:playlist:37i9dQZF1DXaLI8a395lse,Alternative 90s,spotify,115,174690.0,US,spotify,0,0,37436.41379310345,1,1
76647,76661,MY,indie_alt,27,spotify:user:spotify:playlist:37i9dQZF1DXbKxnYoweJNI,獨立最前線,spotify,4,2001.0,TW,spotify,0,1,37436.41379310345,0,1
76817,76831,MY,indie_alt,17,spotify:user:spotify:playlist:37i9dQZF1DXdTCdwCKzXwo,Early Alternative,spotify,115,49057.0,US,spotify,0,0,37436.41379310345,1,1
76845,76859,MY,indie_alt,2,spotify:user:spotify:playlist:37i9dQZF1DXdbXrPNafg9d,All New Indie,spotify,59,87257.0,US,spotify,0,0,37436.41379310345,1,1
62906,62920,MY,holidays,1,spotify:user:spotify:playlist:37i9dQZF1DWWvHBEQLnV1N,Christmas is Coming,spotify,58,530545.0,GB,spotify,0,0,139576.10344827586,1,1
63051,63065,MY,holidays,14,spotify:user:spotify:playlist:37i9dQZF1DWY05RKMQ0nno,Festive Hangs,spotify,4,973.0,AU,spotify,0,1,139576.10344827586,0,1
63167,63181,MY,holidays,16,spotify:user:spotify:playlist:37i9dQZF1DWYTNedJ22GVG,Kids' Christmas Party Classics,spotify,11,8027.0,US,spotify,0,1,139576.10344827586,0,1
63217,63231,MY,holidays,5,spotify:user:spotify:playlist:37i9dQZF1DX0A8zVl7p82B,Christmas Pop,spotify,58,945162.0,US,spotify,0,0,139576.10344827586,1,1
63253,63267,MY,holidays,6,spotify:user:spotify:playlist:37i9dQZF1DX0HWhBzpBj05,Happy Holidays,spotify,9,28164.0,US,spotify,0,1,139576.10344827586,0,1
63347,63361,MY,holidays,8,spotify:user:spotify:playlist:37i9dQZF1DX1lqIeZWgikv,浪漫聖誕,spotify,4,710.0,TW,spotify,0,1,139576.10344827586,0,1
63845,63859,MY,holidays,7,spotify:user:spotify:playlist:37i9dQZF1DX6Q1z7sTe5Yj,白色戀人,spotify,4,830.0,TW,spotify,0,1,139576.10344827586,0,1
63883,63897,MY,holidays,4,spotify:user:spotify:playlist:37i9dQZF1DX6R7QUWePReA,Christmas Classics,spotify,55,1939256.0,US,spotify,0,0,139576.10344827586,1,1
63974,63988,MY,holidays,15,spotify:user:spotify:playlist:37i9dQZF1DX7QvugUIZpeA,Christmas Chill Out,spotify,8,,,,0,1,139576.10344827586,0,1
64006,64020,MY,holidays,10,spotify:user:spotify:playlist:37i9dQZF1DX8bPpooSiXy2,Tropical Christmas,spotify,8,3304.0,ID,spotify,0,1,139576.10344827586,0,1
48238,48252,MY,hiphop,7,spotify:user:spotify:playlist:37i9dQZF1DWY4xHQp97fN6,Get Turnt,spotify,55,2494123.0,US,spotify,0,0,291808.4193548387,1,1
48279,48293,MY,hiphop,12,spotify:user:spotify:playlist:37i9dQZF1DWZpPFNaZ4EUh,嘻哈華語精選,spotify,4,7188.0,TW,spotify,0,1,291808.4193548387,0,1
48440,48454,MY,hiphop,2,spotify:user:spotify:playlist:37i9dQZF1DX0XUsuxWHRQd,RapCaviar,spotify,88,3139847.0,US,spotify,0,0,291808.4193548387,1,1
48512,48526,MY,hiphop,8,spotify:user:spotify:playlist:37i9dQZF1DX186v583rmzp,I Love My '90s Hip-Hop,spotify,58,1030601.0,US,spotify,0,0,291808.4193548387,1,1
48659,48673,MY,hiphop,4,spotify:user:spotify:playlist:37i9dQZF1DX2RxBh64BHjQ,Most Necessary,spotify,58,967888.0,US,spotify,0,0,291808.4193548387,1,1
45981,45995,MY,gaming,9,spotify:user:spotify:playlist:37i9dQZF1DWT5MrZnPU1zD,Hip Hop Controller,spotify,28,508324.0,US,spotify,0,0,60272.8,1,1
46027,46041,MY,gaming,5,spotify:user:spotify:playlist:37i9dQZF1DWTyiBJ6yEqeu,Top Gaming Tracks,spotify,58,172311.0,US,spotify,0,0,60272.8,1,1
46580,46594,MY,gaming,7,spotify:user:spotify:playlist:37i9dQZF1DX0hvSv9Rf41p,Bass Arcade,spotify,116,61799.0,US,spotify,0,0,60272.8,1,1
46850,46864,MY,gaming,38,spotify:user:spotify:playlist:37i9dQZF1DX5UxcpV1WOCX,Game On,spotify,2,7744.0,ID,spotify,0,1,60272.8,0,1
47032,47046,MY,gaming,1,spotify:user:spotify:playlist:37i9dQZF1DX6taq20FeuKj,Power Gaming,spotify,50,316612.0,US,spotify,0,0,60272.8,1,1
7973,8042,MY,funk,12,spotify:user:spotify:playlist:37i9dQZF1DWWvhKV4FBciw,Funk & Soul Classics,spotify,102,59952.0,GB,spotify,0,0,17547.78947368421,1,1
8238,8307,MY,funk,11,spotify:user:spotify:playlist:37i9dQZF1DX1MUPbVKMgJE,Disco Forever,spotify,57,70870.0,US,spotify,0,0,17547.78947368421,1,1
8285,8354,MY,funk,3,spotify:user:spotify:playlist:37i9dQZF1DX23YPJntYMnh,Funk Rock,spotify,108,23998.0,US,spotify,0,0,17547.78947368421,1,1
8516,8585,MY,funk,14,spotify:user:spotify:playlist:37i9dQZF1DX6drTZKzZwSo,Funky Jams,spotify,58,45067.0,US,spotify,0,0,17547.78947368421,1,1
8565,8634,MY,funk,5,spotify:user:spotify:playlist:37i9dQZF1DX70TzPK5buVf,Funk Outta Here,spotify,168,46722.0,US,spotify,0,0,17547.78947368421,1,1
28715,28784,MY,focus,10,spotify:user:spotify:playlist:37i9dQZF1DWXLeA8Omikj7,Brain Food,spotify,114,92710.0,US,spotify,0,0,49301.769230769234,1,1
28931,29000,MY,focus,4,spotify:user:spotify:playlist:37i9dQZF1DWZeKCadgRdKQ,Deep Focus,spotify,58,70119.0,US,spotify,0,0,49301.769230769234,1,1
29040,29109,MY,focus,24,spotify:user:spotify:playlist:37i9dQZF1DX0dU0Z2LOkZN,Gold Instrumental Beats,spotify,7,18172.0,US,spotify,0,1,49301.769230769234,0,1
29049,29118,MY,focus,3,spotify:user:spotify:playlist:37i9dQZF1DX0jgyAiPl8Af,Peaceful Guitar,spotify,58,73969.0,US,spotify,0,0,49301.769230769234,1,1
29275,29344,MY,focus,9,spotify:user:spotify:playlist:37i9dQZF1DX3qCx5yEZkcJ,Mellow Beats,spotify,114,115520.0,US,spotify,0,0,49301.769230769234,1,1
29460,29529,MY,focus,2,spotify:user:spotify:playlist:37i9dQZF1DX4sWSpwq3LiO,Peaceful Piano,spotify,116,445133.0,US,spotify,0,0,49301.769230769234,1,1
29588,29657,MY,focus,8,spotify:user:spotify:playlist:37i9dQZF1DX6T5dWVv97mp,Productive Morning,spotify,8,43160.0,US,spotify,0,1,49301.769230769234,0,1
29712,29781,MY,focus,12,spotify:user:spotify:playlist:37i9dQZF1DX8NTLI2TtZa6,Intense Studying,spotify,55,88945.0,US,spotify,0,0,49301.769230769234,1,1
29866,29935,MY,focus,5,spotify:user:spotify:playlist:37i9dQZF1DXaImRpG7HXqp,Acoustic Calm,spotify,40,69868.0,US,spotify,0,0,49301.769230769234,1,1
29933,30002,MY,focus,14,spotify:user:spotify:playlist:37i9dQZF1DXcCnTAt8CfNe,Musical Therapy,spotify,14,31687.0,US,spotify,0,1,49301.769230769234,0,1
44876,44945,MY,family,3,spotify:user:spotify:playlist:37i9dQZF1DWVs8I62NcHks,This Is Disney,spotify,58,332995.0,US,spotify,0,0,34566.8125,1,1
45092,45106,MY,family,7,spotify:user:spotify:playlist:37i9dQZF1DWWi0hHcPHnic,This Is: Kidz Bop Kids,spotify,43,53899.0,US,spotify,0,0,34566.8125,1,1
45264,45278,MY,family,1,spotify:user:spotify:playlist:37i9dQZF1DWZhxU4AiByxO,Pop 4 Kids,spotify,58,63844.0,US,spotify,0,0,34566.8125,1,1
45867,45881,MY,family,2,spotify:user:spotify:playlist:37i9dQZF1DXbADqT0j1Cxt,Lullaby Baby,spotify,51,38661.0,US,spotify,0,0,34566.8125,1,1
72114,72128,MY,edm_dance,9,spotify:user:spotify:playlist:37i9dQZF1DWYtg7TV07mgz,Massive Dance Classics,spotify,7,206260.0,GB,spotify,0,1,53728.194444444445,1,2
72029,72043,MY,edm_dance,1,spotify:user:spotify:playlist:37i9dQZF1DWW668oFRU96k,Electro Mix,spotify,5,11671.0,ID,spotify,0,1,53728.194444444445,0,1
72366,72380,MY,edm_dance,5,spotify:user:spotify:playlist:37i9dQZF1DX0BcQWzuB7ZO,Dance Rewind,spotify,55,113263.0,US,spotify,0,0,53728.194444444445,1,1
72442,72456,MY,edm_dance,17,spotify:user:spotify:playlist:37i9dQZF1DX0hvSv9Rf41p,Bass Arcade,spotify,116,61799.0,US,spotify,0,0,53728.194444444445,1,1
73179,73193,MY,edm_dance,2,spotify:user:spotify:playlist:37i9dQZF1DX4dyzvuaRJ0n,mint,spotify,93,330434.0,US,spotify,0,0,53728.194444444445,1,1
73699,73713,MY,edm_dance,7,spotify:user:spotify:playlist:37i9dQZF1DX6VdMW310YC7,Chill Tracks,spotify,114,327562.0,US,spotify,0,0,53728.194444444445,1,1
74114,74128,MY,edm_dance,3,spotify:user:spotify:playlist:37i9dQZF1DX8tZsk68tuDw,Dance Rising,spotify,58,109727.0,US,spotify,0,0,53728.194444444445,1,1
74337,74351,MY,edm_dance,8,spotify:user:spotify:playlist:37i9dQZF1DXa8NOEUWPn9W,Housewerk,spotify,58,99041.0,US,spotify,0,0,53728.194444444445,1,1
74422,74436,MY,edm_dance,6,spotify:user:spotify:playlist:37i9dQZF1DXaXB8fQg7xif,Dance Party,spotify,112,223982.0,US,spotify,0,0,53728.194444444445,1,1
74532,74546,MY,edm_dance,4,spotify:user:spotify:playlist:37i9dQZF1DXcZDD7cfEKhW,Dance Pop,spotify,55,129011.0,US,spotify,0,0,53728.194444444445,1,1
74574,74588,MY,edm_dance,41,spotify:user:spotify:playlist:37i9dQZF1DXclL3JmsVL3y,華語有電音,spotify,4,,,,0,1,53728.194444444445,0,1
44382,44451,MY,dinner,1,spotify:user:spotify:playlist:37i9dQZF1DX4xuWVBs4FgJ,Dinner with Friends,spotify,5,74894.0,SE,spotify,0,1,25967.555555555555,1,2
43809,43878,MY,dinner,8,spotify:user:spotify:playlist:37i9dQZF1DWTALrdBtcXjw,Jazzy Dinner,spotify,58,30380.0,US,spotify,0,0,25967.555555555555,1,1
43959,44028,MY,dinner,3,spotify:user:spotify:playlist:37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,spotify,62,186729.0,US,spotify,0,0,25967.555555555555,1,1
44548,44617,MY,dinner,2,spotify:user:spotify:playlist:37i9dQZF1DXatMjChPKgBk,Dinner Music,spotify,55,49603.0,US,spotify,0,0,25967.555555555555,1,1
44635,44704,MY,dinner,7,spotify:user:spotify:playlist:37i9dQZF1DXbm6HfkbMtFZ,Feel Good Dinner,spotify,56,64080.0,US,spotify,0,0,25967.555555555555,1,1
6603,6672,MY,desi,9,spotify:user:spotify:playlist:37i9dQZF1DWTwzVdyRpXm1,Bollywood Party,spotify,20,13342.0,US,spotify,0,0,8035.21875,1,1
6653,6722,MY,desi,6,spotify:user:spotify:playlist:37i9dQZF1DWUxHPh2rEiHr,Global X,spotify,78,179928.0,US,spotify,0,0,8035.21875,1,1
55317,55331,MY,decades,9,spotify:user:spotify:playlist:37i9dQZF1DX1f6gLgna0bj,Hits 90-an,spotify,2,11962.0,MY,spotify,1,1,180147.96363636362,0,2
55790,55804,MY,decades,14,spotify:user:spotify:playlist:37i9dQZF1DX4c2Xv3xdQrA,Hits 2000-an,spotify,2,7573.0,MY,spotify,1,1,180147.96363636362,0,2
54450,54464,MY,decades,15,spotify:user:spotify:playlist:37i9dQZF1DWTJ7xPn4vNaz,All Out 70s,spotify,56,473161.0,US,spotify,0,0,180147.96363636362,1,1
54585,54599,MY,decades,1,spotify:user:spotify:playlist:37i9dQZF1DWUaThf8nMdW6,Best of '00s Pop,spotify,3,126509.0,PH,spotify,0,1,180147.96363636362,0,1
54641,54655,MY,decades,6,spotify:user:spotify:playlist:37i9dQZF1DWVUmQhB7PvFH,2000年代華語金曲,spotify,4,33747.0,TW,spotify,0,1,180147.96363636362,0,1
54785,54799,MY,decades,33,spotify:user:spotify:playlist:37i9dQZF1DWWwaxRea1LWS,#ThrowbackThursday,spotify,47,406759.0,US,spotify,0,0,180147.96363636362,1,1
54922,54936,MY,decades,16,spotify:user:spotify:playlist:37i9dQZF1DWY8uwfoLg221,2000年代 流行精選,spotify,4,16790.0,HK,spotify,0,1,180147.96363636362,0,1
55363,55377,MY,decades,10,spotify:user:spotify:playlist:37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,spotify,114,570374.0,US,spotify,0,0,180147.96363636362,1,1
55379,55393,MY,decades,38,spotify:user:spotify:playlist:37i9dQZF1DX1sUunABTZ4W,80年代華語經典,spotify,4,2262.0,TW,spotify,0,1,180147.96363636362,0,1
55663,55677,MY,decades,11,spotify:user:spotify:playlist:37i9dQZF1DX3oM43CtKnRV,00s Rock Anthems,spotify,114,237491.0,US,spotify,0,0,180147.96363636362,1,1
55781,55795,MY,decades,8,spotify:user:spotify:playlist:37i9dQZF1DX4UtSsGT1Sbe,All Out 80s,spotify,56,887566.0,US,spotify,0,0,180147.96363636362,1,1
55825,55839,MY,decades,3,spotify:user:spotify:playlist:37i9dQZF1DX4o1oenSJRJd,All Out 00s,spotify,56,2303898.0,US,spotify,0,0,180147.96363636362,1,1
55864,55878,MY,decades,4,spotify:user:spotify:playlist:37i9dQZF1DX5Ejj0EkURtP,All Out 10s,spotify,57,1173427.0,US,spotify,0,0,180147.96363636362,1,1
55912,55926,MY,decades,23,spotify:user:spotify:playlist:37i9dQZF1DX5RENKHfXV7R,90年代 經典金曲,spotify,4,5791.0,HK,spotify,0,1,180147.96363636362,0,1
56268,56282,MY,decades,20,spotify:user:spotify:playlist:37i9dQZF1DX7zXqDWRZPD1,90年代華語精選,spotify,4,6577.0,TW,spotify,0,1,180147.96363636362,0,1
56281,56295,MY,decades,32,spotify:user:spotify:playlist:37i9dQZF1DX84kJlLdo9vT,Happy Days,spotify,5,70958.0,US,spotify,0,1,180147.96363636362,0,1
56487,56501,MY,decades,31,spotify:user:spotify:playlist:37i9dQZF1DX9s7H7lpM6Rx,2010年代 勁歌精選,spotify,4,5566.0,HK,spotify,0,1,180147.96363636362,0,1
56607,56621,MY,decades,18,spotify:user:spotify:playlist:37i9dQZF1DXaKIA8E7WcJj,All Out 60s,spotify,57,180207.0,US,spotify,0,0,180147.96363636362,1,1
56989,57003,MY,decades,2,spotify:user:spotify:playlist:37i9dQZF1DXbFfPgPEAqA9,Blast from the Past,spotify,3,21001.0,PH,spotify,0,1,180147.96363636362,0,1
57020,57034,MY,decades,5,spotify:user:spotify:playlist:37i9dQZF1DXbTxeAdrVG2l,All Out 90s,spotify,56,1193307.0,US,spotify,0,0,180147.96363636362,1,1
57051,57065,MY,decades,19,spotify:user:spotify:playlist:37i9dQZF1DXbiYu6UfbH5d,80年代 回顧經典,spotify,4,8501.0,HK,spotify,0,1,180147.96363636362,0,1
57119,57133,MY,decades,7,spotify:user:spotify:playlist:37i9dQZF1DXc7aGdJ1YSSD,Sing-along: 90's to Now,spotify,3,69326.0,PH,spotify,0,1,180147.96363636362,0,1
52276,52290,MY,country,7,spotify:user:spotify:playlist:37i9dQZF1DWTkxQvqMy4WW,Chillin' on a Dirt Road,spotify,109,481184.0,US,spotify,0,0,110656.44444444444,1,1
52820,52834,MY,country,4,spotify:user:spotify:playlist:37i9dQZF1DWYnwbYQ5HnZU,Country Gold,spotify,58,273394.0,US,spotify,0,0,110656.44444444444,1,1
53027,53041,MY,country,1,spotify:user:spotify:playlist:37i9dQZF1DX1lVhptIYRda,Hot Country,spotify,82,1220495.0,US,spotify,0,0,110656.44444444444,1,1
53638,53652,MY,country,8,spotify:user:spotify:playlist:37i9dQZF1DX7aUUBCKwo4Y,Nashville's Worldwide Hot 50,spotify,58,300707.0,US,spotify,0,0,110656.44444444444,1,1
53696,53710,MY,country,2,spotify:user:spotify:playlist:37i9dQZF1DX8S0uQvJ4gaa,New Boots,spotify,58,229483.0,US,spotify,0,0,110656.44444444444,1,1
53759,53773,MY,country,5,spotify:user:spotify:playlist:37i9dQZF1DX8WMG8VPSOJC,Country Kind of Love,spotify,116,355703.0,US,spotify,0,0,110656.44444444444,1,1
53986,54000,MY,country,10,spotify:user:spotify:playlist:37i9dQZF1DXaiEFNvQPZrM,Country's Greatest Hits:  The '90s,spotify,115,166563.0,US,spotify,0,0,110656.44444444444,1,1
54246,54260,MY,country,24,spotify:user:spotify:playlist:37i9dQZF1DXdgnLr18vPvu,Tailgate Party,spotify,95,187409.0,US,spotify,0,0,110656.44444444444,1,1
43362,43431,MY,comedy,11,spotify:user:spotify:playlist:0GhKoiJHUKgggBXUxiKyow,Comedy Goes Country,spotify,5,,,,0,1,3505.714285714286,0,1
43367,43436,MY,comedy,10,spotify:user:spotify:playlist:23aBoyL0oNVuFc9B0SHBAW,Dating Issues,spotify,5,,,,0,1,3505.714285714286,0,1
43371,43440,MY,comedy,17,spotify:user:spotify:playlist:2g1xDZGflQHIDyxQGQoUI7,Louis CK | Collected,spotify,5,,,,0,1,3505.714285714286,0,1
43425,43494,MY,comedy,16,spotify:user:spotify:playlist:37i9dQZF1DWTP03QjjyI75,"Lights, Camera, Comedy!",spotify,7,1530.0,US,spotify,0,1,3505.714285714286,0,1
43435,43504,MY,comedy,15,spotify:user:spotify:playlist:37i9dQZF1DWUcFkiMvUA36,The Interwebs,spotify,7,,,,0,1,3505.714285714286,0,1
43484,43553,MY,comedy,19,spotify:user:spotify:playlist:37i9dQZF1DWWLjhuT1Auom,Have A Laugh,spotify,48,5703.0,US,spotify,0,0,3505.714285714286,1,1
43514,43583,MY,comedy,2,spotify:user:spotify:playlist:37i9dQZF1DWWfTJcFZsvJO,The Laugh List,spotify,48,14145.0,US,spotify,0,0,3505.714285714286,1,1
43653,43722,MY,comedy,7,spotify:user:spotify:playlist:37i9dQZF1DX4b3CsyjLN6p,20 Questions,spotify,7,,,,0,1,3505.714285714286,0,1
43666,43735,MY,comedy,12,spotify:user:spotify:playlist:37i9dQZF1DX8NZFqAdV1lo,Unsolicited Advice,spotify,7,895.0,US,spotify,0,1,3505.714285714286,0,1
43672,43741,MY,comedy,6,spotify:user:spotify:playlist:37i9dQZF1DX9O8pzsnCkf6,Women of Comedy,spotify,6,1359.0,US,spotify,0,1,3505.714285714286,0,1
43677,43746,MY,comedy,5,spotify:user:spotify:playlist:37i9dQZF1DXb85CZUwGLzX,A Monty Python Emporium,spotify,7,300.0,US,spotify,0,1,3505.714285714286,0,1
43685,43754,MY,comedy,3,spotify:user:spotify:playlist:37i9dQZF1DXd8uPBZf1XUj,British Humour,spotify,5,,,,0,1,3505.714285714286,0,1
43694,43763,MY,comedy,13,spotify:user:spotify:playlist:37i9dQZF1DXdEXmWwCHnI5,Office Offensive,spotify,7,,,,0,1,3505.714285714286,0,1
43698,43767,MY,comedy,9,spotify:user:spotify:playlist:37i9dQZF1DXdWZwKY7xcB3,Music Jokes,spotify,7,,,,0,1,3505.714285714286,0,1
43705,43774,MY,comedy,14,spotify:user:spotify:playlist:51kEQ0ZG3REksX08cf3lzu,Love & Marriage,spotify,5,,,,0,1,3505.714285714286,0,1
65557,65571,MY,classical,18,spotify:user:spotify:playlist:37i9dQZF1DWUPafHP1BJw1,Pop Goes Classical,spotify,58,21130.0,US,spotify,0,0,8330.367816091954,1,1
65674,65688,MY,classical,7,spotify:user:spotify:playlist:37i9dQZF1DWUqIzZNMSCv3,Gentle Piano Concertos,spotify,58,29874.0,US,spotify,0,0,8330.367816091954,1,1
