,scores,isrc,artist,title,seed_playlist_uri
240,0.7470264220340528,USWD10628417,Disney Channel Stars,A Dream Is A Wish Your Heart Makes,malaysia_top_test
241,0.74617192781154,USWD10220413,Pearl Bailey,Best Of Friends,malaysia_top_test
242,0.7457710831341611,USWD11782620,Idina Menzel,When We're Together,malaysia_top_test
243,0.7455100543710389,USQ4E1602399,Nick Kroll,"Shake It Off - From ""Sing"" Original Motion Picture Soundtrack",malaysia_top_test
244,0.7451556108525265,USWD11783601,Benjamin Bratt,Remember Me (Ernesto de la Cruz),malaysia_top_test
245,0.7439278418792954,USWD10423421,Chorus - Pocahontas,"The Virginia Company - From ""Pocahontas""/Soundtrack Version",malaysia_top_test
246,0.7438473378411327,USWD10220028,Billy Joel,Why Should I Worry,malaysia_top_test
247,0.7437262207089308,USWD10110116,Riders In The Sky,Woody's Roundup,malaysia_top_test
248,0.7436222596234353,USWD11779702,Dove Cameron,"Ways to Be Wicked - From ""Descendants 2""",malaysia_top_test
249,0.743494695561898,USWD11676133,Bill Murray,The Bare Necessities,malaysia_top_test
250,0.7416866414661474,USWD11778844,Alan Menken,Main Title: Prologue Pt. 1,malaysia_top_test
251,0.7416297563396629,USWD10321170,Randy Newman,"Monsters, Inc.",malaysia_top_test
252,0.7410947204255853,USWD10321897,Adriana Caselotti,"Whistle While You Work - From ""Snow White and the Seven Dwarfs""",malaysia_top_test
253,0.7407423020680359,USWD10423430,David Ogden Stiers,Savages - Part 1,malaysia_top_test
254,0.740425799575196,USWD10110150,98º,"True To Your Heart - From ""Mulan""/Soundtrack Version",malaysia_top_test
255,0.7391071516926971,USWD10321853,Oliver Wallace,What A Dog/He's A Tramp,malaysia_top_test
256,0.7387290436601771,USWD10835044,US5,The Boys Are Back,malaysia_top_test
257,0.7376342518839523,USWD10323057,Ilene Woods,So This Is Love,malaysia_top_test
