,isrc,track_artist,track_title,country_name,region,saves,saves_perc,skips,skips_perc,streams,users,recommendation_scores,current_playlist_position,major_label,label_studio,content_provider_name
410,USWD11570628,Kuana Torres Kahele,Lava,,Belgium,2399835.0,0.08245232124396124,13805370.0,0.47431794358018164,29105730,295815,0.7626997047,,Other,Now! Music,nowthatswhaticallmusicllp
411,USWD11366380,Maia Wilson,Fixer Upper,,Belgium,353864.0,0.012214180162540023,7527660.0,0.259829187038936,28971572,139972,0.7623978821,,UMG,Walt Disney Records,UMI
413,USWD11677864,Auli'i Cravalho,Know Who You Are,,Belgium,801470.0,0.027719711579698797,17189830.0,0.5945289651565919,28913360,213270,0.7601062703,,UMG,Walt Disney Records,UMI
416,USWD10110147,Christina Aguilera,Reflection - Pop Version,,Belgium,1150038.0,0.04030498722339076,22319256.0,0.7822153075946947,28533392,842828,0.7572254563,,UMG,Walt Disney Records,UMI
417,USWD10423200,Brad Kane,One Jump Ahead,,Belgium,897493.0,0.03146237046604425,11437317.0,0.4009447478605246,28525918,1008330,0.7551888161,13.0,UMG,EMI TV,umgglobal
421,USWD11055017,Grace Potter,Something That I Want,,Belgium,999250.0,0.035184239714089544,17354420.0,0.6110603686554814,28400500,270180,0.7496456648,,UMG,Walt Disney Records,umgglobal
422,USWD10322458,Phil Collins,On My Way,,Belgium,1070829.0,0.037729017088125275,10634029.0,0.37467369846784104,28382107,1235648,0.7489927575,,UMG,EMI Marketing,umgglobal
423,USWD11778853,Emma Watson,How Does A Moment Last Forever (Montmartre),,Belgium,1047396.0,0.03694447366198873,22746906.0,0.8023445474383456,28350546,570150,0.7487660719,,UMG,Walt Disney Records,umgglobal
424,USWD11366379,Kristen Bell,For the First Time in Forever (Reprise),,Belgium,0.0,0.0,21432784.0,0.7561703672217358,28343856,229424,0.7477613333,,UMG,Walt Disney Records,UMI
426,USWD10936993,Jenifer Lewis featuring the Pinnacle Gospel Choir,Dig a Little Deeper,,Belgium,709398.0,0.025349117723864358,25664884.0,0.9170904991067395,27985116,822382,0.7467143915,,UMG,Walt Disney Records,UMI
428,USWD10834896,High School Musical Cast,We're All In This Together (Graduation Mix) - Original Version,,Belgium,1166662.0,0.04184152309109003,17529883.0,0.6286970899271653,27882876,160797,0.7460502307,,UMG,Walt Disney Records,umgglobal
429,USWD10321113,Robby Benson,Something There,,Belgium,787421.0,0.02827045711901782,15052963.0,0.5404404314917456,27853140,1003553,0.7455331381,,UMG,Walt Disney Records,UMI
430,USWD11677874,Lin-Manuel Miranda,We Know The Way - Finale,,Belgium,624312.0,0.0225013007469726,16442064.0,0.5926008581686261,27745596,572184,0.7446801793,,UMG,Walt Disney Records,UMI
431,USWD10220442,Judy Kuhn,"Just Around The Riverbend - From ""Pocahantas""",,Belgium,0.0,0.0,19239264.0,0.6969817506967548,27603684,284778,0.7446436079,59.0,UMG,EMI Gold,umgglobal
432,USWD11778851,Adam Mitchell,Days In The Sun,,Belgium,872186.0,0.031623344189332964,16572395.0,0.6008747573643474,27580448,202734,0.7414486865,,UMG,Walt Disney Records,umgglobal
433,USHR10924540,Miley Cyrus,When I Look At You,,Belgium,1446767.0,0.05252333399067657,17734913.0,0.6438471148392186,27545224,88466,0.7414360402,,UMG,Hollywood Records,UMI
434,GBQCP1400109,Oasis,Wonderwall - Remastered,,Belgium,735198.0,0.026711279566055336,13450512.0,0.4886852063506458,27523878,148248,0.7411665766,,,,
435,USWD10110145,Elton John,Circle of Life,,Belgium,735198.0,0.026711279566055336,13450512.0,0.4886852063506458,27523878,148248,0.7404733023,,UMG,EMI Catalogue,umgglobal
437,USWD11778850,Josh Gad,Gaston,,Belgium,922104.0,0.033650473345262215,16150572.0,0.5893851372477923,27402408,327780,0.7348926017,,UMG,Walt Disney Records,UMI
438,USWD11048341,Hannah Montana,I'll Always Remember You,,Belgium,1910910.0,0.07034634783655466,12484470.0,0.4595909117514857,27164310,256395,0.7338105565,,UMG,EMI Catalogue,umgglobal
439,USWD10628673,Hannah Montana,The Best of Both Worlds,,Belgium,1032129.0,0.038344675548739576,9805161.0,0.3642720214703345,26917140,2128887,0.7330956254,,UMG,EMI TV,umgglobal
441,USWD11569822,Lily James,A Dream Is a Wish Your Heart Makes,,Belgium,0.0,0.0,13869870.0,0.5159205958399374,26883730,205100,0.7304108298,,UMG,Walt Disney Records,umgglobal
442,USWD10423475,Lillias White,The Gospel Truth I / Main Titles - Hercules,,Belgium,979068.0,0.036811194397808056,12209300.0,0.4590477022649682,26597018,889179,0.7287687748,31.0,UMG,Walt Disney Records,umgglobal
443,USWD10834890,High School Musical Cast,"Right Here, Right Now",,Belgium,1331424.0,0.050148431256983136,11506848.0,0.4334084227958591,26549664,90416,0.7284946913,,UMG,Universal Music Asia Pacific,UMI
445,USWD11778852,Emma Watson,Something There,,Belgium,920381.0,0.03493075510397484,19502153.0,0.7401553600555077,26348729,159269,0.7269023058,,UMG,Walt Disney Records,UMI
446,USWD10110149,Vanessa Williams,"Colors Of The Wind - From ""Pocahontas""/Soundtrack Version",,Belgium,1216512.0,0.04623426834203459,15185808.0,0.577145742962351,26311912,854656,0.7256258406,,UMG,Walt Disney Records,Universal
447,USWD10732099,Troy,Bet On It,,Belgium,1179216.0,0.04486402185584783,15351024.0,0.5840394603241853,26284224,138576,0.7253446002,,UMG,EMI Catalogue,umgglobal
448,USWD10423197,Bruce Adler,Arabian Nights,,Belgium,771075.0,0.029349754909610785,13638455.0,0.5191262997707821,26271940,70855,0.7246512678,1.0,UMG,Walt Disney Records,UMI
449,USWD10322240,Lea Salonga,Honor To Us All,,Belgium,1076454.0,0.04116133850233242,16797861.0,0.6423148994161646,26152065,105102,0.7244430782,45.0,UMG,EMI Marketing,umgglobal
453,USWD10110094,Bill Shirley,Once Upon A Dream - From ''Walt Disney's Sleeping Beauty'',,Belgium,1038544.0,0.039894665642702144,12393144.0,0.47607066830279726,26032152,69416,0.7193774864,,UMG,Walt Disney Records,UMI
454,NZSO01600013,Vai Mahina,An Innocent Warrior,,Belgium,647396.0,0.024873724915957487,11540296.0,0.44339190874321827,26027304,84732,0.7178186918,,UMG,Walt Disney Records,UMI
456,USWD10834892,High School Musical Cast,Just Wanna Be With You,,Belgium,844800.0,0.03252324229931008,13247950.0,0.5100216475131923,25975270,156320,0.7153914357,,UMG,Walt Disney Records,umgglobal
457,USWD11054838,Donna Murphy,"Mother Knows Best - From ""Tangled""/Soundtrack Version",,Belgium,483082.0,0.018642952431261246,9522904.0,0.3675049914496244,25912312,643162,0.7132579921,,UMG,Walt Disney Records,Universal
459,NZSO01100005,Olivia Foa'i,Logo Te Pate,,Belgium,1257930.0,0.048922887909987764,12116250.0,0.4712201319941406,25712505,482130,0.712103579,,UMG,Walt Disney Records,UMI
460,USWD10935873,Miley Cyrus,Hoedown Throwdown,,Belgium,757638.0,0.029561469633902528,13975752.0,0.5453049719773196,25629240,574518,0.709741991,,UMG,Walt Disney Records,UMI
461,USWD11038143,Demi Lovato,Wouldn't Change a Thing,,Belgium,787950.0,0.030744965797176636,13309218.0,0.5193114438697476,25628586,95202,0.7070482019,,UMG,Walt Disney Records,umgglobal
464,USWD10423140,Phil Collins,Two Worlds,,Belgium,899325.0,0.035184239714089544,15618978.0,0.6110603686554814,25560450,243162,0.7045591143,,UMG,Walt Disney Records,umgglobal
465,USWD10936372,Hannah Montana,He Could Be the One,,Belgium,1402035.0,0.05495661397313465,10797855.0,0.42325159427038683,25511670,261540,0.704447612,,UMG,Walt Disney Records,Universal
466,USWD10527743,High School Musical Cast,We're All In This Together,,Belgium,761256.0,0.029900045671591564,14973120.0,0.5881030452912306,25460028,645228,0.7031245682,,UMG,Walt Disney Records,Universal
467,USWD11569823,Helena Bonham Carter,Bibbidi-Bobbidi-Boo (The Magic Song),,Belgium,1038270.0,0.04083770251295021,13164150.0,0.5177782672482625,25424300,88460,0.7025644841,8.0,UMG,Walt Disney Records,UMI
468,USWD10220406,Julie Andrews,"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version",,Belgium,1927095.0,0.07628449110223083,10938300.0,0.43299507757714667,25261950,242760,0.7000188603,,UMG,Walt Disney Records,umgglobal
470,USWD10732973,Amy Adams,Happy Working Song - From ''Disney's Enchanted'',,Belgium,461274.0,0.018275112481674335,11431510.0,0.4529024637967563,25240556,710210,0.6996238529,,UMG,Walt Disney Records,Universal
471,USWD10732093,Sharpay Evans,"Fabulous - From ""High School Musical 2""/Soundtrack Version",,Belgium,1309130.0,0.051880626646224004,23069704.0,0.9142489287258717,25233504,1271000,0.6986423754,,UMG,Walt Disney Records,Universal
472,USWD11366377,Jonathan Groff,"Reindeer(s) Are Better Than People - From ""Frozen"" / Soundtrack Version",,Belgium,1612740.0,0.06411638702167348,13291485.0,0.5284187137125437,25153320,247275,0.6986358651,,UMG,Walt Disney Records,UMI
474,USWD11262963,Julie Fowlis,"Into The Open Air - From ""Brave""/Soundtrack",,Belgium,1219635.0,0.04880625003001282,20663935.0,0.8269106562323425,24989320,53890,0.6983494714,52.0,UMG,Walt Disney Records,UMI
477,USWD11366363,Cast - Frozen,Frozen Heart,,Belgium,853902.0,0.03430395749999096,13239378.0,0.5318678961266227,24892230,184458,0.6951699655,,UMG,Walt Disney Records,UMI
479,USCJY0803263,Taylor Swift,Crazier,,Belgium,1233842.0,0.04962531108778253,13806999.0,0.5553195794629315,24863159,1399607,0.6945892569,,UMG,Universal Music Asia Pacific,UMI
482,USWD11778848,Kevin Kline,How Does A Moment Last Forever (Music Box) - ミュージックボックス・バージョン / 『美女と野獣』より,,Belgium,1029336.0,0.04202168983092709,19260329.0,0.7862851112558098,24495350,298089,0.6924597253,,UMG,Walt Disney Records,Universal
483,USWD10527740,Gabriella Montez,When There Was Me And You,,Belgium,1029336.0,0.04202168983092709,19260329.0,0.7862851112558098,24495350,298089,0.6924304295,,UMG,Parlophone Catalogue,umgglobal
485,USWD10730751,Rob Thomas,Little Wonders,,Belgium,735077.0,0.030106425098903582,14081823.0,0.5767468570034401,24415951,97412,0.6918331845,,UMG,Walt Disney Records,umgglobal
488,USWD11570416,Randy Newman,You've Got a Friend in Me - Remastered 2015,,Belgium,1193250.0,0.04892005669437922,12729849.0,0.521889742125193,24391836,1925712,0.6892877629,,UMG,Walt Disney Records,UMI
489,USWD10527109,Jodi Benson,Part Of Your World - From ''Disney's The Little Mermaid'',,Belgium,1853565.0,0.0760267091105187,9229335.0,0.3785548212922283,24380445,259245,0.689065231,,UMG,EMI TV,umgglobal
496,USWD10527738,Troy,"What I've Been Looking For (Reprise) - From ""High School Musical""/Soundtrack Version",,Belgium,677570.0,0.028258752531034496,13316750.0,0.555388731448638,23977350,53115,0.6871306031,,UMG,Walt Disney Records,umgglobal
497,USWD11677853,Olivia Foa'i,Tulou Tagaloa,,Belgium,533820.0,0.022282925869804047,12143444.0,0.5068964490954193,23956459,279992,0.6864614403,,UMG,Walt Disney Records,Universal
498,USWD10527739,High School Musical Cast,Stick to the Status Quo - 『ハイスクール・ミュージカル』より,,Belgium,999996.0,0.04184152309109003,15025614.0,0.6286970899271653,23899608,137826,0.686388562,,UMG,Universal Music Mexico,UMI
501,USL2S0920651,Rascal Flatts,Bless the Broken Road - Acoustic,,Belgium,815204.0,0.034244267547402056,14253603.0,0.5987509809157616,23805561,172042,0.6833651894,,UMG,Universal Music Asia Pacific,UMI
502,USWD10321765,Dick Van Dyke,Chim Chim Cher-ee,,Belgium,0.0,0.0,14855976.0,0.6275659021299763,23672376,689508,0.6830950621,44.0,UMG,Walt Disney Records,UMI
503,USWD11778849,Emma Watson,Belle (Reprise),,Belgium,1649445.0,0.0697813142719709,11659680.0,0.4932736735026713,23637345,278025,0.6830270164,,UMG,Walt Disney Records,UMI
504,USWD11778857,Audra McDonald,Beauty and the Beast (Finale),,Belgium,672600.0,0.02847407893593815,16711488.0,0.7074698609113635,23621484,1758450,0.6829078697,,UMG,Walt Disney Records,UMI
507,USWD10321079,Jodi Benson,"Part Of Your World (Reprise) (from ""The Little Mermaid"") - From ""The Little Mermaid""/ Soundtrack Version",,Belgium,557264.0,0.023773233832815377,15328588.0,0.6539272352976108,23440816,964192,0.6797971909,,UMG,Parlophone Catalogue,umgglobal
508,USHR11132695,Selena Gomez & The Scene,Who Says,,Belgium,562284.0,0.024003122757247117,9448092.0,0.40332592088297803,23425452,498780,0.6796734287,,UMG,Hollywood Records,Universal
510,USWD10220401,Jesse Corti,Gaston,,Belgium,760320.0,0.03252324229931008,11923155.0,0.5100216475131923,23377743,140688,0.6788156681,,UMG,Walt Disney Records,Universal
511,USWD11054901,Mandy Moore,"Healing Incantation - From ""Tangled""/Soundtrack Version",,Belgium,1074458.0,0.04623670572820516,15182332.0,0.653334999555043,23238204,227744,0.678505075,,UMG,Walt Disney Records,Universal
515,USWD10321112,Ilene Woods,A Dream Is A Wish Your Heart Makes - Soundtrack,,Belgium,1031611.0,0.044638857278208884,17058497.0,0.7381385163242292,23110157,295613,0.6763139153,,UMG,Universal Music Asia Pacific,UMI
517,USWD10732972,Amy Adams,"True Love's Kiss - From ""Enchanted""/ Soundtrack Version",,Belgium,0.0,0.0,19335348.0,0.837117634406591,23097528,1472832,0.6741491507,,UMG,EMI Catalogue,umgglobal
518,USWD10732976,Carrie Underwood,"Ever Ever After - From ""Enchanted"" / Soundtrack Version",,Belgium,695934.0,0.030288169650726005,14682996.0,0.6390276575493241,22977090,240696,0.6739025777,,UMG,Walt Disney Records,umgglobal
519,USWD10731999,Zac Efron,"What Time Is It - From ""High School Musical 2""/Soundtrack Version",,Belgium,1007384.0,0.043844857248208836,16621640.0,0.7234316139933907,22976104,98000,0.6733105206,,UMG,Walt Disney Records,UMI
520,USWD10321346,Jeremy Irons,"Be Prepared - From ""The Lion King"" / Soundtrack Version",,Belgium,317324.0,0.01382202962961156,7006216.0,0.30517743739351133,22957844,136556,0.6726901994,,UMG,Walt Disney Records,Universal
521,USWD10527741,High School Musical Cast,Bop To The Top,,Belgium,612665.0,0.026711279566055336,11208760.0,0.4886852063506458,22936565,123540,0.6705243312,,UMG,EMI TV,umgglobal
525,USWD10834899,High School Musical Cast,Walk Away - 『ハイスクール・ミュージカル: ザ・ムービー』より,,Belgium,878820.0,0.038603698912760435,11857920.0,0.5208797858624067,22765176,194100,0.6668570716,,UMG,Walt Disney Records,umgglobal
526,USWD10936990,Leon-Wooley,When We're Human (feat. Terence Blanchard),,Belgium,593160.0,0.026080735079599973,12503808.0,0.5497816844260954,22743224,149288,0.6649065035,,UMG,Parlophone Catalogue,umgglobal
527,USHR10824091,Plain White T's,"1, 2, 3, 4",,Belgium,1254362.0,0.05520218456589234,17448715.0,0.7678861332435567,22723050,173298,0.6649033155,,UMG,Universal Music Mexico,UMI
528,USWD11778856,Luke Evans,The Mob Song,,Belgium,646624.0,0.028719851049616964,8815552.0,0.3915433704288009,22514880,266624,0.6639090255,,UMG,Walt Disney Records,UMI
529,USWD10935869,Hannah Montana,You'll Always Find Your Way Back Home,,Belgium,779798.0,0.034927756511615636,17704447.0,0.7929958963588056,22326026,332082,0.6632960902,,UMG,Walt Disney Records,Universal
530,USWD10423481,Cheryl Freeman,A Star Is Born,,Belgium,1126190.0,0.05045245890946279,16869996.0,0.7557630417538795,22321806,433394,0.6629308111,33.0,UMG,EMI Gold,umgglobal
532,USWD10936984,Ne-Yo,"Never Knew I Needed - From ""The Princess and the Frog""/Soundtrack Version",,Belgium,969192.0,0.04360337641924156,13291560.0,0.5979794446084309,22227453,231930,0.6605656474,,UMG,Walt Disney Records,UMI
534,USWD10220402,Pat Carroll,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",,Belgium,471753.0,0.021255325455824144,9681708.0,0.43621949305729113,22194579,1781490,0.6598831621,,UMG,Walt Disney Records,umgglobal
535,USWD10527737,High School Musical Cast,What I've Been Looking For,,Belgium,672166.0,0.030296074143228352,12314885.0,0.5550603110322907,22186571,167299,0.6586629784,,UMG,Universal Music Mexico,UMI
538,USWD10628831,Sheryl Crow,Real Gone,,Belgium,559335.0,0.02551978537894031,13185557.0,0.601594008495417,21917700,593292,0.6569294044,,UMG,Walt Disney Records,Universal
539,USWD10321248,Lebo M.,"The Lion Sleeps Tonight - From ""The Lion King""/Original Broadway Cast Recording",,Belgium,773433.0,0.03533278486253488,12347766.0,0.5640837145698759,21889953,155565,0.6561306458,,UMG,Walt Disney Records,Universal
541,USHR11132837,Demi Lovato,Skyscraper,,Belgium,423952.0,0.019403263778792396,7612768.0,0.3484180888184271,21849520,159360,0.6555756346,,UMG,Hollywood Records,UMI
542,USWD10423776,Chorus - The Lion King 2: Simba's Pride,One of Us,,Belgium,1239992.0,0.05681338971945917,15587130.0,0.7141640359759366,21825700,494208,0.6542984345,,UMG,Walt Disney Records,Universal
544,USWD10321764,Louis Prima,I Wan'na Be Like You (The Monkey Song) - 『ジャングル・ブック』より,,Belgium,1089110.0,0.0499694661882195,9861665.0,0.4524631449321443,21795510,1445620,0.6529045175,34.0,UMG,Walt Disney Records,Universal
545,USWD10321898,The Dwarf Chorus,Heigh-Ho,,Belgium,1287726.0,0.05919886887712996,18123039.0,0.833145723093354,21752544,413886,0.6523918443,,UMG,EMI Gold,umgglobal
548,USWD11676303,Sabrina Carpenter,A Dream is a Wish Your Heart Makes/So This is Love,,Belgium,729306.0,0.033763352282104676,10772500.0,0.49871482266561995,21600521,251162,0.6510083896,,UMG,Walt Disney Records,UMI
549,USWD11155812,Adam Hicks,"Determinate - From ""Lemonade Mouth""",,Belgium,1396962.0,0.06474853755633206,9218594.0,0.42727753498346943,21575190,189924,0.6485457369,,UMG,Walt Disney Records,Universal
550,USWD10834840,High School Musical Cast,A Night To Remember,,Belgium,403515.0,0.018722510599516583,4874998.0,0.22619283478339627,21552398,776774,0.6474882185,,UMG,Walt Disney Records,umgglobal
552,USWD10936985,Dr. John,"Down in New Orleans - From ""The Princess and the Frog""/Soundtrack Version",,Belgium,677730.0,0.03154885009368807,20093984.0,0.9353903309591822,21481924,787988,0.6465912081,,UMG,Walt Disney Records,umgglobal
553,USWD10833810,Joe Jonas,Gotta Find You,,Belgium,800701.0,0.0372781933968097,9923231.0,0.461995332014344,21479072,874903,0.6465375105,,UMG,Walt Disney Records,umgglobal
556,USWD10220404,Scatman Crothers,Ev'rybody Wants To Be A Cat,,Belgium,389363.0,0.018240426133846948,5698864.0,0.26697376956423585,21346157,855281,0.645582383,,UMG,EMI TV,umgglobal
557,USWD10732097,CHAD,"I Don't Dance - From ""High School Musical 2""/Soundtrack Version",,Belgium,738640.0,0.03463444771503798,8782948.0,0.41182789083978316,21326744,22880,0.6454968172,,UMG,Walt Disney Records,umgglobal
558,USWD10220295,Bill Lee,"Cruella De Vil - From ""101 Dalmatians""/ Soundtrack Version",,Belgium,466840.0,0.022016008813194515,12658800.0,0.5969845179600435,21204570,120840,0.6452424903,,UMG,Walt Disney Records,Universal
559,USWD10423141,Rosie O'Donnell,Trashin' The Camp,,Belgium,491007.0,0.023264540924421123,10725231.0,0.5081751900143381,21105381,156992,0.6447438293,56.0,UMG,Walt Disney Records,umgglobal
563,USWD11677918,Marcy Harriell,More - Reprise - Outtake,,Belgium,773550.0,0.036900226424426016,13751658.0,0.6559877110868974,20963286,199206,0.6410330988,,UMG,Walt Disney Records,UMI
564,USWD11263937,Owl City,When Can I See You Again?,,Belgium,1699245.0,0.08121569681193816,13706910.0,0.6551240384926972,20922618,70287,0.6407685583,,UMG,EMI Catalogue,umgglobal
565,USWD10937504,Christopher Wilde,Hero,,Belgium,288316.0,0.013788735204594728,7245924.0,0.3465368808828433,20909532,143612,0.6407138622,,UMG,EMI TV,umgglobal
568,USWD10220003,Cliff Edwards,When You Wish Upon a Star,,Belgium,907224.0,0.043799265628566564,13993032.0,0.67556030871872,20713224,153708,0.6397917882,,UMG,Walt Disney Records,Universal
570,USWD10423203,Robin Williams,Friend Like Me - 『アラジン』より,,Belgium,0.0,0.0,13525511.0,0.6546710454316795,20660011,542222,0.6391358415,,UMG,Walt Disney Records,UMI
571,USWD10730703,Hannah Montana,Nobody's Perfect,,Belgium,435168.0,0.02108071815351883,6767244.0,0.3278236530261678,20642940,449388,0.6391296315,,UMG,Universal Music Mexico,UMI
574,USWD10220458,Adriana Caselotti,"Some Day My Prince Will Come - From ""Snow White and the Seven Dwarfs"" / Soundtrack Version",,Belgium,402597.0,0.019532172361983628,9556246.0,0.4636255213166432,20611993,258912,0.6373755994,,UMG,EMI Gold,umgglobal
575,USWD10833809,Jonas Brothers,Play My Music,,Belgium,593168.0,0.028832650197921642,10865272.0,0.5281380433220816,20572788,117420,0.6347679609,,UMG,Walt Disney Records,umgglobal
577,USHR10924483,Demi Lovato,Gift of a Friend,,Belgium,456036.0,0.02219293245939014,9420535.0,0.4584491070580412,20548704,856318,0.6346703639,,UMG,Walt Disney Records,Universal
578,USWD11054837,Mandy Moore,"When Will My Life Begin - Reprise 1/From ""Tangled""/Soundtrack Version",,Belgium,736813.0,0.035967931308321155,11394194.0,0.5562138386614854,20485276,62643,0.6338831289,,UMG,Walt Disney Records,umgglobal
579,USWD10732094,High School Musical Cast,Work This Out,,Belgium,466494.0,0.022795616031471157,18008942.0,0.8800218801635911,20464198,717866,0.6338802294,,UMG,Walt Disney Records,umgglobal
590,USWD10834897,High School Musical Cast,High School Musical,,Belgium,983301.0,0.04900301418315128,11449179.0,0.5705722672126213,20066133,29733,0.6299283778,,UMG,Walt Disney Records,umgglobal
591,USWD10527744,High School Musical Cast,I Can't Take My Eyes Off Of You,,Belgium,622554.0,0.03108915100720861,10045746.0,0.5016652601606638,20024799,1957962,0.6294831427,,UMG,EMI TV,umgglobal
593,USWD10834644,High School Musical Cast,Now Or Never,,Belgium,487158.0,0.024391013239574044,6363042.0,0.31858461046717024,19972848,446754,0.6288471987,,UMG,Walt Disney Records,umgglobal
595,USWD11048367,Hannah Montana,Wherever I Go,,Belgium,1179234.0,0.05946816058966185,11648854.0,0.5874456811434583,19829670,116270,0.6280967398,,UMG,Walt Disney Records,Universal
597,USWD10423480,Danny DeVito,One Last Hope,,Belgium,1288320.0,0.0649745209823644,17118348.0,0.8633386591137417,19828080,123384,0.627695144,,UMG,Walt Disney Records,UMI
599,USWD10732101,High School Musical Cast,"All For One - From ""High School Musical 2""/Soundtrack Version",,Belgium,1168427.0,0.05920151046498307,13839411.0,0.7012111455364365,19736439,194956,0.6273976846,,UMG,Walt Disney Records,umgglobal
603,USWD10220698,Ed Motta,No Meu Coração Você Vai Sempre Estar (You Will Be In My Heart),,Belgium,705001.0,0.03603995204494999,13219613.0,0.6757922592631747,19561652,462550,0.6256654099,,,,
605,USWD10210157,Billy Crystal,If I Didn't Have You - 『モンスターズ・インク』より,,Belgium,383760.0,0.0197339069618484,12618396.0,0.6488697432555763,19446732,510012,0.6253616133,,UMG,Walt Disney Records,UMI
607,USWD10423205,Robin Williams,Prince Ali,,Belgium,438016.0,0.02261362207223663,6975718.0,0.36013810119835427,19369564,514634,0.6242523334,,UMG,Walt Disney Records,UMI
609,USWD10936655,Ilene Woods,"A Dream Is a Wish Your Heart Makes - From ""Cinderella""/Soundtrack Version",,Belgium,641250.0,0.03339190520854358,14336526.0,0.7465480190437745,19203756,1940622,0.6233593738,,UMG,Walt Disney Records,UMI
610,USWD10527736,Troy,Get'cha Head In The Game,,Belgium,560154.0,0.02930820162308148,11217150.0,0.5869001985817265,19112534,114205,0.6233579093,,UMG,Walt Disney Records,Universal
612,USWD10423207,Jonathan Freeman,"Prince Ali (Reprise) - From ""Aladdin""/Soundtrack Version",,Belgium,736498.0,0.03857832741727532,7574292.0,0.3967471965029764,19090978,887282,0.6224918163,,UMG,Walt Disney Records,Universal
613,USWD10220229,Paige O'Hara,Something There,,Belgium,420156.0,0.022016008813194515,11392920.0,0.5969845179600435,19084113,108756,0.6224389594,,UMG,Parlophone Catalogue,umgglobal
614,USWD11778845,Audra McDonald,Aria,,Belgium,1072734.0,0.05622373391329943,15659904.0,0.8207610419766814,19079736,346086,0.6218983423,,UMG,Walt Disney Records,umgglobal
616,USWD11054900,Mandy Moore,When Will My Life Begin (Reprise 2),,Belgium,559748.0,0.029512387707533855,10381916.0,0.5473804821795684,18966544,99184,0.6215428847,,UMG,Walt Disney Records,umgglobal
617,USWD10110113,Lyle Lovett,"You've Got A Friend In Me - From ""Toy Story""/Duet",,Belgium,775882.0,0.040989462838034875,13339540.0,0.7047213095631549,18928816,512026,0.6205382277,,UMG,EMI Marketing,umgglobal
618,USWD10834894,High School Musical Cast,Scream,,Belgium,451486.0,0.023915757561599818,6820604.0,0.36129561423317214,18878181,617057,0.6203172813,,UMG,Walt Disney Records,umgglobal
620,USWD11467130,Lana Del Rey,"Once Upon a Dream - From ""Maleficent"" / Pop Version",,Belgium,0.0,0.0,14345625.0,0.7629689362049074,18802371,821772,0.6193481616,,UMG,Walt Disney Records,Universal
623,USWD10423445,Jon Secada,"If I Never Knew You - End Title / From ""Pocahontas"" / Soundtrack Version",,Belgium,0.0,0.0,10353648.0,0.5531312545917759,18718248,316512,0.6186342503,,UMG,Walt Disney Records,umgglobal
624,USWD10210262,A*Teens,"Can't Help Falling In Love - From ""Lilo & Stitch""/Soundtrack Version",,Belgium,1001800.0,0.053620892900803595,13156984.0,0.7042216310257402,18683016,145192,0.6186129532,,UMG,Walt Disney Records,UMI
626,USWD10834839,High School Musical Cast,I Want It All,,Belgium,1397985.0,0.07557572371424609,13553445.0,0.7327055831759498,18497805,186645,0.6175874443,,UMG,Walt Disney Records,umgglobal
630,USWD10732103,Sharpay Evans,You Are The Music In Me,,Belgium,848480.0,0.04636555431886876,16211440.0,0.8858811072825309,18299792,212432,0.6160413227,,UMG,Walt Disney Records,umgglobal
631,USWD10732073,Hannah Montana,One In A Million,,Belgium,715905.0,0.03916665066420081,12493845.0,0.6835293266113129,18278433,286929,0.6158499642,,UMG,EMI Catalogue,umgglobal
632,USWD10732096,Sharpay Evans,HUMUHUMUNUKUNUKUAPUA'A - 『ハイスクール・ミュージカル2』より,,Belgium,558684.0,0.030603816849507845,13313706.0,0.7293035419167072,18255370,284368,0.6150064258,,UMG,Walt Disney Records,umgglobal
633,USWD10423913,Judy Kuhn,"Like Other Girls - From ""Mulan II""/Soundtrack Version",,Belgium,531730.0,0.029186058446765757,7822080.0,0.4293451263898548,18218630,134990,0.6144445746,,UMG,EMI TV,umgglobal
634,USWD11038149,Demi Lovato,"This is Our Song - From ""Camp Rock 2: The Final Jam""",,Belgium,1812540.0,0.0995615816676705,10156620.0,0.5578961852414267,18205215,258465,0.6138199628,,UMG,Walt Disney Records,UMI
636,USWD10936988,Keith David,Friends on the Other Side - 『プリンセスと魔法のキス』より,,Belgium,1586928.0,0.08750854032771699,7824012.0,0.43144230212494933,18134550,210336,0.6135267577,,UMG,Walt Disney Records,Universal
637,USWD10423291,Phil Harris,Thomas O'Malley Cat,,Belgium,1465866.0,0.08087319700006941,8994774.0,0.49625008675629445,18125486,399119,0.613343419,,UMG,EMI Gold,umgglobal
639,USWD11778859,"Ariana Grande, John Legend",Beauty and the Beast,Brazil,Brazil,2618734.0,0.04393832627,46155664.0,0.774421008,"59,600,222","529,092",top1,3.0,,,
640,USWD11677601,Alessia Cara,How Far I'll Go - Alessia Cara Version,Brazil,Brazil,2014836.0,0.04917303023,29202886.0,0.712710313,"40,974,412","567,378",top2,,,,
641,USDW10500001,Lifehouse,You And Me,Brazil,Brazil,1023500.0,0.03525296369,16158320.0,0.5565497492,"29,033,020","183,440",top3,,,,
642,GBAMB7100001,Elton John,Tiny Dancer,Brazil,Brazil,689784.0,0.03093886888,12505041.0,0.5608883707,"22,295,062","302,539",top4,,,,
