,isrc,track_artist,track_title,country_name,region,saves,saves_perc,skips,skips_perc,streams,users,recommendation_scores,current_playlist_position,major_label,label_studio,content_provider_name
0,GBAMB7100001,Elton John,Tiny Dancer,New Zealand,AuNz,2927687.0,0.0329383578,41199260.0,0.4635181175,"88,883,818","590,728",top1,,,,
1,USWD11677601,Alessia Cara,How Far I'll Go - Alessia Cara Version,New Zealand,AuNz,1805570.0,0.03416010889,35672310.0,0.6760252640000001,"56,672,364","761,862",top2,,,,
2,USWD11366376,Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",New Zealand,AuNz,872498.0,0.030802216969999997,17298028.0,0.5457688992999999,"33,695,486","441,386",top3,8.0,,,
3,USDW10500001,Lifehouse,You And Me,New Zealand,AuNz,685100.0,0.02731438834,12791880.0,0.4951773094,"26,919,440","215,760",top4,,,,
4,USWD11778859,"Ariana Grande, John Legend",Beauty and the Beast,New Zealand,AuNz,794190.0,0.03301016297,19673326.0,0.7767290572,"25,328,428","447,442",top5,11.0,,,
5,USWD10423000,"Lea Salonga, Brad Kane","A Whole New World - From ""Aladdin"" / Soundtrack Version",New Zealand,AuNz,586600.0,0.029923604500000003,12896350.0,0.625247126,"22,468,850","515,525",top6,6.0,,,
6,USWD11677860,Dwayne Johnson,You're Welcome,New Zealand,AuNz,531730.0,0.03629444986,7822080.0,0.4996748672,"18,218,630","134,990",top7,3.0,UMG,Walt Disney Records,umgglobal
7,USWD11677855,Auli'i Cravalho,"How Far I'll Go - From ""Moana""",New Zealand,AuNz,463970.0,0.035584651989999994,7914340.0,0.5477733548,"16,549,220","160,870",top8,1.0,UMG,Walt Disney Records,umgglobal
8,USWD10220463,Samuel E. Wright,"Under the Sea - From ""The Little Mermaid""",New Zealand,AuNz,435636.0,0.032705760619999996,8101890.0,0.5957217086,"15,011,604","337,464",top9,16.0,UMG,Walt Disney Records,umgglobal
9,USWD10321345,"Jason Weaver, Rowan Atkinson, Laura Williams","I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",New Zealand,AuNz,352464.0,0.0324655577,5866284.0,0.5344250818999999,"12,433,464","186,672",top10,12.0,UMG,Walt Disney Records,umgglobal
10,USWD11054842,"Mandy Moore, Zachary Levi","I See the Light - From ""Tangled""",New Zealand,AuNz,333127.0,0.029828142489999997,7237993.0,0.6014604418,"12,034,030","253,745",top11,10.0,UMG,Walt Disney Records,UMI
11,NZSO01600013,"Vai Mahina, Sulata Foai-Amiatu, Matthew Ineleo",An Innocent Warrior,New Zealand,AuNz,608724.0,0.06724611762999999,5283452.0,0.5257005352,"11,683,971","351,500",top12,,UMG,Walt Disney Records,UMI
12,USWD10220403,Jodi Benson,"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",Australia,AuNz,290840.0,0.02529373397,6345660.0,0.5518685046,"11,498,500","236,860",top13,20.0,UMG,Universal Music Asia Pacific,UMI
13,USWD11366344,Demi Lovato,"Let It Go - From ""Frozen / Single Version",New Zealand,AuNz,576432.0,0.05839446892999999,7552944.0,0.7034372052,"11,045,556","593,208",top14,45.0,UMG,Walt Disney Records,UMI
14,USWD11366375,"Kristen Bell, Santino Fontana","Love Is an Open Door - From ""Frozen""/Soundtrack Version",Australia,AuNz,313573.0,0.028395519530000003,5353946.0,0.4848251547,"11,043,045","154,427",top15,32.0,UMG,Walt Disney Records,Universal
15,NZSO01100005,"Olivia Foa'i, Opetaia Foa'i, Talaga Steve Sale",Logo Te Pate,New Zealand,AuNz,189736.0,0.07246110585,1238020.0,0.47280588960000003,"2,618,453","218,411",top16,,UMG,Walt Disney Records,UMI
16,USWD11677853,Olivia Foa'i,Tulou Tagaloa,New Zealand,AuNz,187997.0,0.08297948785,1508083.0,0.6656486804,"2,265,584","243,275",top17,,UMG,Walt Disney Records,Universal
17,USWD11677600,Jordan Fisher,You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,New Zealand,AuNz,171435.0,0.08744466327,1067946.0,0.5447322796,"1,960,497","199,419",top18,,UMG,Walt Disney Records,UMI
18,USWD11038146,Nick Jonas,Introducing Me,New Zealand,AuNz,83307.0,0.043842974289999996,1254498.0,0.6602197122,"1,900,122","125,811",top19,,UMG,Walt Disney Records,umgglobal
19,USWD10110146,Phil Collins,You'll Be In My Heart,,AuNz,8649294.0,0.03129010706214223,193003140.0,0.6982175555518897,276422640,5191332,1.086564412,,UMG,Walt Disney Records,umgglobal
20,USWD11677859,Opetaia Foa'i,We Know The Way,,AuNz,9826068.0,0.03594870064456094,183083964.0,0.6698132574144176,273335832,597030,1.007159472,,UMG,Walt Disney Records,UMI
21,USWD11677863,Rachel House,I Am Moana (Song of the Ancestors),,AuNz,10129482.0,0.037874024746336124,238322628.0,0.8910857544821994,267451956,1935360,0.9972263227,,UMG,Walt Disney Records,Universal
22,USWD10210160,Joseph Williams,Can You Feel The Love Tonight,,AuNz,11879340.0,0.05077350444328108,132473880.0,0.5662068039805818,233967305,3878380,0.9856003756,38.0,UMG,Walt Disney Records,umgglobal
23,USWD11677864,Auli'i Cravalho,Know Who You Are,,AuNz,6963291.0,0.03008316214556329,122224275.0,0.5280394978393002,231468054,5003910,0.9781677154,,UMG,Walt Disney Records,UMI
24,USWD11677856,Auli'i Cravalho,How far I'll Go - リプライズ,,AuNz,7446138.0,0.03237307384921692,147400173.0,0.6408418277926557,230010225,5001846,0.9751056164,,UMG,Walt Disney Records,Universal
25,USWD10321347,Nathan Lane,Hakuna Matata,,AuNz,12499155.0,0.05633387949341512,122229660.0,0.5508909151827545,221876340,344535,0.9745536146,4.0,UMG,Walt Disney Records,umgglobal
26,USWD10935758,Miley Cyrus,The Climb,,AuNz,0.0,0.0,146707632.0,0.6716573845423334,218426292,1157400,0.9676069352,,UMG,Hollywood Records,UMI
27,USWD11054836,Mandy Moore,"When Will My Life Begin - From ""Tangled"" / Soundtrack Version",,AuNz,0.0,0.0,187301198.0,0.8577511480442542,218363098,1674344,0.9637970215,21.0,UMG,Walt Disney Records,umgglobal
28,USWD11677854,Christopher Jackson,Where You Are,,AuNz,8970660.0,0.04144004452689282,141215010.0,0.6523440083857392,216473223,4205787,0.9616848451,49.0,UMG,Walt Disney Records,UMI
29,USWD11677861,Jemaine Clement,Shiny,,AuNz,5922612.0,0.02761913004906389,192075236.0,0.8957113723283981,214438760,1764070,0.960092405,,UMG,Walt Disney Records,umgglobal
30,USWD11677874,Lin-Manuel Miranda,We Know The Way - Finale,,AuNz,9639891.0,0.04526198541417906,113264434.0,0.5318082081688731,212979853,2012512,0.9591290586,,UMG,Walt Disney Records,UMI
31,USWD10110108,Randy Newman,"You've Got A Friend In Me - From ""Toy Story""/ Soundtrack",,AuNz,0.0,0.0,146143212.0,0.6932804216494449,210799566,4700904,0.9561290561,26.0,UMG,EMI Gold,umgglobal
32,USWD11366364,Kristen Bell,Do You Want To Build A Snowman?,,AuNz,7503860.0,0.03570968867232898,114578170.0,0.5452594770351771,210135128,1388219,0.9478555323,29.0,UMG,Walt Disney Records,UMI
33,USWD10628832,Rascal Flatts,Life is a Highway,,AuNz,0.0,0.0,128426452.0,0.6122777558185062,209751948,1628809,0.9383367971,54.0,UMG,Walt Disney Records,Universal
34,USWD11575402,Shakira,Try Everything - 『ズートピア』より,,AuNz,7835886.0,0.03744088461311206,148072914.0,0.7075116824570018,209286882,1634634,0.9322820395,59.0,UMG,Walt Disney Records,umgglobal
35,USWD10210253,Mark Keali'i Ho'omalu,"Hawaiian Roller Coaster Ride - From ""Lilo & Stitch""/Soundtrack Version",,AuNz,8833960.0,0.04266608091098146,117622720.0,0.5680918284087451,207048780,592580,0.9294030842,30.0,UMG,EMI Marketing,umgglobal
36,USWD10423004,Donny Osmond,"I'll Make a Man Out of You - From ""Mulan""/Soundtrack",,AuNz,7443252.0,0.03697580192299851,150430608.0,0.7472933019820147,201300624,1079316,0.9283636038,23.0,UMG,EMI Marketing,umgglobal
38,USWD10110093,Samuel E. Wright,"Kiss the Girl - From ""The Little Mermaid""/Soundtrack Version",,AuNz,8981496.0,0.046405945378501325,137092041.0,0.708332527952277,193541925,4181148,0.9190188031,28.0,UMG,Walt Disney Records,Universal
39,USWD10220440,Carmen Twillie,Circle of Life,,AuNz,6772032.0,0.035745140296426316,158778684.0,0.8380891194344533,189453222,1433646,0.9162496289,14.0,UMG,Walt Disney Records,Universal
40,USWD10110087,Susan Egan,"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",,AuNz,0.0,0.0,97353937.0,0.5291080974890643,183996309,2432896,0.9155058579,19.0,UMG,Walt Disney Records,umgglobal
41,USWD11366365,Kristen Bell,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",,AuNz,9287484.0,0.05077350444328108,103570488.0,0.5662068039805818,182919893,3032188,0.9117637274,,UMG,Walt Disney Records,UMI
42,USWD11366378,Josh Gad,In Summer,,AuNz,7633052.0,0.04185926706474652,105575506.0,0.5789706792446518,182350350,1601311,0.9089136882,,UMG,Walt Disney Records,Universal
43,USWD10423005,Judy Kuhn,"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",,AuNz,7764120.0,0.042993143712910575,107501895.0,0.5952824558540083,180589725,998055,0.906928221,17.0,UMG,Walt Disney Records,umgglobal
44,USWD10423003,Glenn Close,You'll Be In My Heart,,AuNz,4885617.0,0.027339026888585867,84495774.0,0.47282303081839505,178704861,4130451,0.904568962,,UMG,Walt Disney Records,Universal
45,USWD10220438,Roger Bart,"Go the Distance - From ""Hercules""/Soundtrack",,AuNz,0.0,0.0,105267196.0,0.6012015121234741,175094696,462799,0.8969182275,22.0,UMG,EMI Gold,umgglobal
46,USWD10220465,Angela Lansbury,Beauty and the Beast,,AuNz,3258266.0,0.018837201738158303,51446348.0,0.29742974820579315,172969746,916052,0.8953618104,24.0,UMG,Walt Disney Records,Universal
47,USWD10110091,Lea Salonga,"Reflection - From ""Mulan"" / Soundtrack Version",,AuNz,0.0,0.0,96043072.0,0.5602515521341611,171428480,462528,0.8920637501,,UMG,Walt Disney Records,Universal
48,USWD11570628,Kuana Torres Kahele,Lava,,AuNz,8675990.0,0.050721764940793876,95211707.0,0.556628790727714,171050633,2664466,0.8884534551,,Other,Now! Music,nowthatswhaticallmusicllp
49,USWD10210259,Mark Keali'i Ho'omalu,He Mele No Lilo - 『リロ・アンド・スティッチ』より,,AuNz,13360695.0,0.07862903403783283,78725610.0,0.46330813392111364,169920630,382320,0.8871795559,46.0,UMG,EMI Gold,umgglobal
50,USWD10423006,Angela Lansbury,"Be Our Guest - From ""Beauty and the Beast""/Soundtrack",,AuNz,4463287.0,0.02704988702049939,101512817.0,0.6152215241777259,165002057,471696,0.878275351,31.0,UMG,EMI Catalogue,umgglobal
51,USWD10320942,Julie Andrews,Supercalifragilisticexpialidocious,,AuNz,5003694.0,0.03046938658743265,112495392.0,0.6850270196684246,164220372,1362042,0.8722496732,57.0,UMG,Walt Disney Records,UMI
53,USWD11054841,Mandy Moore,"I've Got a Dream - From ""Tangled""/Soundtrack Version",,AuNz,3005165.0,0.018537674205784928,37275392.0,0.2299371491378749,162111221,1178032,0.8596628068,44.0,UMG,Walt Disney Records,UMI
54,USWD10423008,Bruce Reitherman,The Bare Necessities,,AuNz,0.0,0.0,80220063.0,0.49697356532031234,161417163,2091507,0.8578918393,43.0,UMG,Walt Disney Records,umgglobal
55,USWD11778936,Josh Groban,Evermore,,AuNz,0.0,0.0,141808818.0,0.8833555661806337,160534244,3006504,0.8577657772,27.0,UMG,Walt Disney Records,UMI
56,USWD10110151,Phil Collins,Strangers Like Me,,AuNz,6868638.0,0.044380376711755216,112256982.0,0.7253267896320529,154767456,1309662,0.857623973,,UMG,Walt Disney Records,Universal
57,USWD10220758,Elton John,Can You Feel the Love Tonight,,AuNz,6038742.0,0.03947767271275066,143586838.0,0.938684612858564,152966008,826114,0.8564614177,5.0,UMG,Walt Disney Records,Universal
58,USWD10322246,Chorus - Hercules,Zero To Hero - 『ヘラクレス』より,,AuNz,6223477.0,0.040693085280637774,103169872.0,0.6745908114850402,152936966,238771,0.8525573407,35.0,UMG,EMI TV,umgglobal
59,USWD11778847,Emma Watson,Belle,,AuNz,6608801.0,0.04323312471168872,79401504.0,0.5194247980424362,152864292,1572031,0.8519509722,13.0,UMG,Walt Disney Records,UMI
60,USWD11366380,Maia Wilson,Fixer Upper,,AuNz,4969032.0,0.032561721823928545,94193070.0,0.6172406503081143,152603478,3885234,0.847719896,,UMG,Walt Disney Records,UMI
61,USWD11366379,Kristen Bell,For the First Time in Forever (Reprise),,AuNz,0.0,0.0,76881915.0,0.5055661525841921,152070930,415665,0.8471793436,,UMG,Walt Disney Records,UMI
62,USWD10423390,Harvey Fierstein,"A Girl Worth Fighting For - From ""Mulan""/Soundtrack",,AuNz,0.0,0.0,95341635.0,0.6273376340163557,151978185,1111275,0.8449832432,50.0,UMG,Walt Disney Records,Universal
64,USWD11677918,Marcy Harriell,More - Reprise - Outtake,,AuNz,5000685.0,0.03384726340531498,77809962.0,0.5266587036319123,147742668,4209528,0.83857647,,UMG,Walt Disney Records,UMI
66,USWD11262921,Julie Fowlis,Touch The Sky,,AuNz,0.0,0.0,65941005.0,0.451222382424027,146138595,413835,0.8251519364,,UMG,EMI Catalogue,umgglobal
67,USWD10210158,Phil Collins,Son Of Man,,AuNz,4554360.0,0.031259752457155905,84230748.0,0.578134432008247,145694052,956052,0.816594666,56.0,UMG,Walt Disney Records,UMI
69,USWD10527742,High School Musical Cast,Breaking Free,,AuNz,3927354.0,0.027708519777506883,110400390.0,0.778903910816156,141738138,1487642,0.8128284732,,UMG,EMI TV,umgglobal
70,USWD11778705,Ewan McGregor,Be Our Guest,,AuNz,5299560.0,0.037455751719838816,84017250.0,0.5938095344110884,141488550,741915,0.8113956399,,UMG,Walt Disney Records,UMI
71,USWD10936987,Anika Noni Rose,"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",,AuNz,3731625.0,0.026489945264015904,75364751.0,0.5349969862529562,140869487,308512,0.8090120806,33.0,UMG,EMI TV,umgglobal
72,USWD11366377,Jonathan Groff,"Reindeer(s) Are Better Than People - From ""Frozen"" / Soundtrack Version",,AuNz,5871572.0,0.04212930392846583,100176727.0,0.7187812358158853,139370259,1453683,0.8082657419,,UMG,Walt Disney Records,UMI
73,USWD10423277,Peabo Bryson,Beauty and the Beast - デュエット・バージョン / 『美女と野獣』より,,AuNz,3555470.0,0.02609459703341817,64959100.0,0.47675315447845557,136253110,193980,0.8072325192,,UMG,Walt Disney Records,UMI
74,USWD11366363,Cast - Frozen,Frozen Heart,,AuNz,4814982.0,0.03629218643264111,86293458.0,0.6504236704630019,132672690,358992,0.8061820759,,UMG,Walt Disney Records,UMI
76,USWD10423200,Brad Kane,One Jump Ahead,,AuNz,4882213.0,0.03776112677380124,74314821.0,0.5747826604356152,129292037,900032,0.8040069093,,UMG,EMI TV,umgglobal
77,USWD10833742,Demi Lovato,"This Is Me - From ""Camp Rock""",,AuNz,6572496.0,0.051594891907124525,104887074.0,0.8233762706716856,127386564,1219416,0.8039597386,,UMG,Walt Disney Records,umgglobal
78,USWD11055017,Grace Potter,Something That I Want,,AuNz,4195360.0,0.03306830096706589,83897152.0,0.6612868198713993,126869536,594016,0.8039493201,,UMG,Walt Disney Records,umgglobal
79,USWD11054838,Donna Murphy,"Mother Knows Best - From ""Tangled""/Soundtrack Version",,AuNz,5441958.0,0.043079778618576155,85513320.0,0.6769429118231821,126322794,1171314,0.8016617973,55.0,UMG,Walt Disney Records,Universal
80,USWD10936993,Jenifer Lewis featuring the Pinnacle Gospel Choir,Dig a Little Deeper,,AuNz,6440870.0,0.05110936622122777,104493064.0,0.8291697046445886,126021324,1762908,0.8000619486,,UMG,Walt Disney Records,UMI
81,USWD11778858,Céline Dion,How Does A Moment Last Forever,,AuNz,3142660.0,0.025048666064041457,54395350.0,0.43355977343608837,125462170,159980,0.797384313,7.0,UMG,Walt Disney Records,UMI
82,USWD10732098,Zac Efron,Gotta Go My Own Way,,AuNz,3199923.0,0.02609459703341817,58463190.0,0.47675315447845557,122627799,174582,0.7963022541,,UMG,Walt Disney Records,umgglobal
83,USWD10732975,Jon McLaughlin,So Close - 『魔法にかけられて』より,,AuNz,3435544.0,0.02828412384176123,60116112.0,0.4949235278876325,121465456,182168,0.7937146978,,UMG,Universal Music Ltd.,UMI
84,GBQCP1400109,Oasis,Wonderwall - Remastered,,AuNz,4943532.0,0.04360791149571645,79239142.0,0.6989847524669626,113363191,262854,0.7909834077,,,,
85,USWD10423270,Paige O'Hara,Belle,,AuNz,3296079.0,0.029194903489197167,44778093.0,0.3966203794160562,112899123,3842265,0.7908313444,,UMG,Walt Disney Records,Universal
88,USWD10732974,Amy Adams,That's How You Know - 『魔法にかけられて』より,,AuNz,4008996.0,0.03677099660855321,87847380.0,0.8057468034516085,109026036,825696,0.7850955146,,UMG,Walt Disney Records,UMI
89,USWD11778855,Dan Stevens,Evermore,,AuNz,3624714.0,0.03346183692561802,53485308.0,0.49375389457277263,108323820,660096,0.781010647,,UMG,Walt Disney Records,umgglobal
90,USWD10321113,Robby Benson,Something There,,AuNz,3093248.0,0.028691597384441405,53393664.0,0.4952559608437937,107810240,391584,0.7803351859,9.0,UMG,Walt Disney Records,UMI
91,USWD10220442,Judy Kuhn,"Just Around The Riverbend - From ""Pocahantas""",,AuNz,5777222.0,0.05401509020968157,104981748.0,0.9815441727165856,106955704,2635372,0.7758678173,52.0,UMG,EMI Gold,umgglobal
92,USWD10220705,Phil Collins,You Will Be In My Heart,,AuNz,3862440.0,0.03616967552473673,66182256.0,0.6197612713763996,106786692,747000,0.7752904632,,UMG,Walt Disney Records,umgglobal
94,USWD11778854,Emma Thompson,Beauty and the Beast,,AuNz,3294720.0,0.03176165187736473,50739440.0,0.489136688317197,103732640,639420,0.7714743192,,UMG,Walt Disney Records,UMI
96,USWD10322240,Lea Salonga,Honor To Us All,,AuNz,3364368.0,0.03260846746169511,57043206.0,0.5528799247768885,103174674,3383862,0.768306688,39.0,UMG,EMI Marketing,umgglobal
97,USWD10423475,Lillias White,The Gospel Truth I / Main Titles - Hercules,,AuNz,4360820.0,0.04257819306058114,49167623.0,0.48006304878987655,102419095,1157767,0.7660101816,34.0,UMG,Walt Disney Records,umgglobal
98,USWD10322458,Phil Collins,On My Way,,AuNz,4837489.0,0.047467137947322983,65254849.0,0.6403034547912628,101912380,2548930,0.7658223463,,UMG,EMI Marketing,umgglobal
99,USWD10423197,Bruce Adler,Arabian Nights,,AuNz,0.0,0.0,63957264.0,0.6355179970477555,100638006,791952,0.7653407367,,UMG,Walt Disney Records,UMI
100,USWD10935875,Miley Cyrus,Butterfly Fly Away,,AuNz,3041379.0,0.03027552922690304,57811556.0,0.5754874526754942,100456675,264748,0.7635868818,,UMG,Walt Disney Records,Universal
101,USWD10732973,Amy Adams,Happy Working Song - From ''Disney's Enchanted'',,AuNz,5379540.0,0.05373642534790918,68770476.0,0.6869508451864248,100109748,197964,0.7611212299,,UMG,Walt Disney Records,Universal
102,USWD10527109,Jodi Benson,Part Of Your World - From ''Disney's The Little Mermaid'',,AuNz,3626844.0,0.03652076929924233,65107588.0,0.6556055901434189,99309080,276640,0.7593565928,,UMG,EMI TV,umgglobal
103,USWD11778850,Josh Gad,Gaston,,AuNz,2931726.0,0.029641483886214515,117380690.0,1.186788202986139,98906182,1429990,0.7563280539,,UMG,Walt Disney Records,UMI
104,USWD10110114,Sarah McLachlan,When She Loved Me - 『トイ・ストーリー2』より,,AuNz,0.0,0.0,58571755.0,0.594903877200568,98455830,3054975,0.7550117636,,UMG,EMI Gold,umgglobal
107,USWD10110154,Peabo Bryson,"Whole New World (Aladdin's Theme) - From ""Aladdin""/Soundtrack Version",,AuNz,7929810.0,0.08121569681193816,63965580.0,0.6551240384926972,97638884,328006,0.7536161168,,UMG,Walt Disney Records,umgglobal
108,USWD10834891,High School Musical Cast,Can I Have This Dance,,AuNz,2862464.0,0.029452524546788626,50796640.0,0.5226578522889319,97189088,316192,0.7525189376,,UMG,Walt Disney Records,umgglobal
110,USWD10110145,Elton John,Circle of Life,,AuNz,2266250.0,0.023961582718233027,35346836.0,0.37373023039903674,94578477,1044288,0.7482965939,,UMG,EMI Catalogue,umgglobal
112,USWD10220401,Jesse Corti,Gaston,,AuNz,4471281.0,0.04843707467208071,57544515.0,0.6233757104560568,92311128,161091,0.7475712074,,UMG,Walt Disney Records,Universal
114,USWD10321346,Jeremy Irons,"Be Prepared - From ""The Lion King"" / Soundtrack Version",,AuNz,3306961.0,0.037188242852907824,67206636.0,0.7557684233031408,88924906,1133958,0.7443997208,47.0,UMG,Walt Disney Records,Universal
115,USWD10321765,Dick Van Dyke,Chim Chim Cher-ee,,AuNz,3282532.0,0.037152832938994615,39381936.0,0.44573837788090953,88352132,1219196,0.7437281323,48.0,UMG,Walt Disney Records,UMI
117,USWD11262963,Julie Fowlis,"Into The Open Air - From ""Brave""/Soundtrack",,AuNz,2825748.0,0.032235013796584264,53008884.0,0.6047043498151763,87660828,711432,0.7413411265,25.0,UMG,Walt Disney Records,UMI
118,USWD10220406,Julie Andrews,"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version",,AuNz,3492713.0,0.040169262546861616,53802322.0,0.6187738866745676,86949891,52773,0.7405616238,,UMG,Walt Disney Records,umgglobal
119,USWD10527735,Troy,Start of Something New,,AuNz,0.0,0.0,44936164.0,0.522514993065097,85999760,345548,0.740047377,,UMG,Walt Disney Records,umgglobal
121,USWD11778853,Emma Watson,How Does A Moment Last Forever (Montmartre),,AuNz,5211024.0,0.06163893737516354,47373717.0,0.5603631024135987,84541107,82329,0.7383704802,,UMG,Walt Disney Records,umgglobal
122,USWD11569823,Helena Bonham Carter,Bibbidi-Bobbidi-Boo (The Magic Song),,AuNz,2307795.0,0.027567923668198404,66456374.0,0.793859179735308,83713051,431396,0.7335079245,15.0,UMG,Walt Disney Records,UMI
123,USWD10423140,Phil Collins,Two Worlds,,AuNz,3628674.0,0.04401439697260484,63649014.0,0.772037655934615,82442888,1790436,0.733479895,,UMG,Walt Disney Records,umgglobal
124,USWD10220402,Pat Carroll,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",,AuNz,2372672.0,0.028832650197921642,43461088.0,0.5281380433220816,82291152,469680,0.7308484139,,UMG,Walt Disney Records,umgglobal
126,USWD11569822,Lily James,A Dream Is a Wish Your Heart Makes,,AuNz,1767388.0,0.021835064163699503,45528896.0,0.5624833740312832,80942652,199528,0.7292238238,,UMG,Walt Disney Records,umgglobal
127,USWD11366382,Christophe Beck,Vuelie,,AuNz,3482763.0,0.04317810440702523,41350600.0,0.5126505949710438,80660396,2310222,0.7292100166,,UMG,Walt Disney Records,UMI
128,USWD10110149,Vanessa Williams,"Colors Of The Wind - From ""Pocahontas""/Soundtrack Version",,AuNz,2233464.0,0.027830737542008457,69068372.0,0.8606468398800274,80251700,889836,0.7287552308,,UMG,Walt Disney Records,Universal
130,USWD11054901,Mandy Moore,"Healing Incantation - From ""Tangled""/Soundtrack Version",,AuNz,2471040.0,0.03176165187736473,38054580.0,0.489136688317197,77799480,479565,0.7272148509,,UMG,Walt Disney Records,Universal
131,USWD11778851,Adam Mitchell,Days In The Sun,,AuNz,1965285.0,0.025295406537663358,24131160.0,0.3105949022281249,77693355,717120,0.7254802367,,UMG,Walt Disney Records,umgglobal
132,USWD11778852,Emma Watson,Something There,,AuNz,0.0,0.0,45792463.0,0.594903877200568,76974558,2388435,0.7248866169,,UMG,Walt Disney Records,UMI
135,USWD10936990,Leon-Wooley,When We're Human (feat. Terence Blanchard),,AuNz,3195804.0,0.041821574765229956,62720264.0,0.8207825668191668,76415200,848424,0.7224906333,,UMG,Parlophone Catalogue,umgglobal
139,USWD10110094,Bill Shirley,Once Upon A Dream - From ''Walt Disney's Sleeping Beauty'',,AuNz,1879150.0,0.02551100166104227,41043527.0,0.5571995239720263,73660377,930608,0.7176798377,,UMG,Walt Disney Records,UMI
142,USWD11677917,Marcy Harriell,More - Outtake,,AuNz,3103868.0,0.04291972578936556,33410654.0,0.46199648571503993,72317983,1379128,0.7138596354,,UMG,Walt Disney Records,Universal
145,USWD10628831,Sheryl Crow,Real Gone,,AuNz,3033286.0,0.04283629947796894,43708418.0,0.6172536592844354,70811112,742716,0.7079630457,36.0,UMG,Walt Disney Records,Universal
147,USWD10321248,Lebo M.,"The Lion Sleeps Tonight - From ""The Lion King""/Original Broadway Cast Recording",,AuNz,2668923.0,0.037864316054747334,46211985.0,0.6556147200789394,70486497,451791,0.7051228893,,UMG,Walt Disney Records,Universal
148,USWD10220003,Cliff Edwards,When You Wish Upon a Star,,AuNz,4504262.0,0.06423552393201676,41027826.0,0.5851000450021823,70121044,301098,0.7048417821,,UMG,Walt Disney Records,Universal
151,USWD10321079,Jodi Benson,"Part Of Your World (Reprise) (from ""The Little Mermaid"") - From ""The Little Mermaid""/ Soundtrack Version",,AuNz,3095442.0,0.04486402185584783,40296438.0,0.5840394603241853,68996088,363762,0.6989669192,,UMG,Parlophone Catalogue,umgglobal
152,USWD10110147,Christina Aguilera,Reflection - Pop Version,,AuNz,2408292.0,0.03520888250995327,36570960.0,0.5346621729907339,68400126,1219104,0.6978146419,,UMG,Walt Disney Records,UMI
154,USWD11778849,Emma Watson,Belle (Reprise),,AuNz,2513052.0,0.037017858264985756,50060484.0,0.7374029273523139,67887558,966870,0.6958726608,,UMG,Walt Disney Records,UMI
156,USWD11570416,Randy Newman,You've Got a Friend in Me - Remastered 2015,,AuNz,3205565.0,0.047467137947322983,43241165.0,0.6403034547912628,67532300,1689050,0.6950230127,,UMG,Walt Disney Records,UMI
157,USWD10321764,Louis Prima,I Wan'na Be Like You (The Monkey Song) - 『ジャングル・ブック』より,,AuNz,2340189.0,0.0347641286163528,37342920.0,0.5547389863768155,67316199,2850900,0.69487187,,UMG,Walt Disney Records,Universal
158,USWD10220404,Scatman Crothers,Ev'rybody Wants To Be A Cat,,AuNz,1811398.0,0.02693397979714352,48499136.0,0.7211417640976284,67253262,1071144,0.6940476516,,UMG,EMI TV,umgglobal
159,USWD11263937,Owl City,When Can I See You Again?,,AuNz,3294258.0,0.0492796578374728,46460928.0,0.6950210440868504,66848232,2574804,0.6935981954,58.0,UMG,EMI Catalogue,umgglobal
160,USWD10732972,Amy Adams,"True Love's Kiss - From ""Enchanted""/ Soundtrack Version",,AuNz,2215103.0,0.03346183692561802,32685466.0,0.49375389457277263,66197890,403392,0.6920274092,,UMG,EMI Catalogue,umgglobal
161,USWD10423481,Cheryl Freeman,A Star Is Born,,AuNz,1991040.0,0.03018798122499942,35307593.0,0.5353307590926958,65954725,1254587,0.6919925899,,UMG,EMI Gold,umgglobal
163,USWD10321112,Ilene Woods,A Dream Is A Wish Your Heart Makes - Soundtrack,,AuNz,1618490.0,0.024873724915957487,28850740.0,0.44339190874321827,65068260,211830,0.6909757181,,UMG,Universal Music Asia Pacific,UMI
164,USWD11778848,Kevin Kline,How Does A Moment Last Forever (Music Box) - ミュージックボックス・バージョン / 『美女と野獣』より,,AuNz,1804441.0,0.02786281184477981,28515609.0,0.44031644603858466,64761626,1301191,0.6899002064,,UMG,Walt Disney Records,Universal
165,USWD10220295,Bill Lee,"Cruella De Vil - From ""101 Dalmatians""/ Soundtrack Version",,AuNz,3573735.0,0.055818184785792764,38296940.0,0.5981600968315833,64024565,3294390,0.6898113881,,UMG,Walt Disney Records,Universal
166,USWD10732976,Carrie Underwood,"Ever Ever After - From ""Enchanted"" / Soundtrack Version",,AuNz,0.0,0.0,41453648.0,0.6489314565768589,63879856,400752,0.6895104918,,UMG,Walt Disney Records,umgglobal
