,track_artist,country_name,isrc,region,saves,saves_perc,skips,skips_perc,streams,track_title,users,days_on_playlist,playlist_uri,scores,artist,title,seed_playlist_uri
0,Alessia Cara,Belgium,USWD11677601,Belgium,329954.0,0.05126797154075517,3512834.0,0.5458211554925753,6435870.0,How Far I'll Go - Alessia Cara Version,497496.0,50.0,Belgium,,,,
1,Elton John,Belgium,GBAMB7100001,Belgium,113693.0,0.03267196078893418,1314009.0,0.3776068053820958,3479834.0,Tiny Dancer,182491.0,50.0,Belgium,,,,
2,"Ariana Grande, John Legend",Belgium,USWD11778859,Belgium,156630.0,0.06190683975128177,1971054.0,0.7790443983855132,2530092.0,Beauty and the Beast,280554.0,50.0,Belgium,,,,
3,Idina Menzel,Belgium,USWD11366376,Belgium,124608.0,0.050230578219226676,1461262.0,0.5890475345867329,2480720.0,"Let It Go - From ""Frozen""/Soundtrack Version",183326.0,50.0,Belgium,,,,
4,Idina Menzel,Belgium,USWD11366376,Belgium,84960.0,0.050230578219226676,996315.0,0.5890475345867329,1691400.0,"Let It Go - From ""Frozen""",124995.0,50.0,Belgium,,,,
5,Demi Lovato,Belgium,USWD11366344,Belgium,154224.0,0.09007190614355999,1330776.0,0.7772171060930996,1712232.0,"Let It Go - From ""Frozen / Single Version",430056.0,50.0,Belgium,,,,
6,"Lea Salonga, Brad Kane",Belgium,USWD10423000,Belgium,82400.0,0.049828412475244534,1020850.0,0.6173220251863274,1653675.0,"A Whole New World - From ""Aladdin""",214225.0,50.0,Belgium,,,,
7,"Lea Salonga, Brad Kane",Belgium,USWD10423000,Belgium,56032.0,0.049828412475244534,694178.0,0.6173220251863274,1124499.0,"A Whole New World - From ""Aladdin"" / Soundtrack Version",145673.0,50.0,Belgium,,,,
8,"Lea Salonga, Brad Kane",Belgium,USWD10423000,Belgium,42848.0,0.049828412475244534,530842.0,0.6173220251863274,859911.0,A Whole New World,111397.0,50.0,Belgium,,,,
9,Lifehouse,Belgium,USDW10500001,Belgium,30820.0,0.02391965727058239,482060.0,0.3741307587234571,1288480.0,You And Me,89180.0,50.0,Belgium,,,,
10,"Demi Lovato, Joe Jonas",Belgium,USWD10833742,Belgium,67284.0,0.0642509074137205,835779.0,0.7981029538572603,1047207.0,This Is Me,226821.0,50.0,Belgium,,,,
11,"Demi Lovato, Joe Jonas",Belgium,USWD10833742,Belgium,51264.0,0.0642509074137205,636784.0,0.7981029538572603,797872.0,"This Is Me - From ""Camp Rock""",172816.0,50.0,Belgium,,,,
12,Auli'i Cravalho,Belgium,USWD11677855,Belgium,47320.0,0.045339567683581175,519110.0,0.4973842557105626,1043680.0,How Far I'll Go,58880.0,50.0,Belgium,,,,
13,Samuel E. Wright,Belgium,USWD10220463,Belgium,50994.0,0.04917207623147152,665190.0,0.6414239594542993,1037052.0,"Under the Sea - From ""The Little Mermaid""",198360.0,50.0,Belgium,,,,
14,Dwayne Johnson,Belgium,USWD11677860,Belgium,36880.0,0.04034392981381408,460330.0,0.5035661933620671,914140.0,You're Welcome,55910.0,50.0,Belgium,,,,
15,Céline Dion,Belgium,USWD11778858,Belgium,74980.0,0.08257345491388045,535946.0,0.5902228976697061,908040.0,How Does A Moment Last Forever,176640.0,50.0,Belgium,,,,
16,"Jason Weaver, Rowan Atkinson, Laura Williams",Belgium,USWD10321345,Belgium,46392.0,0.052461596916897356,499152.0,0.5644574716387125,884304.0,"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",90804.0,50.0,Belgium,,,,
17,Josh Groban,Belgium,USWD11778936,Belgium,61870.0,0.07328901482127288,516442.0,0.6117589363557105,844192.0,Evermore,167348.0,50.0,Belgium,,,,
18,"Mandy Moore, Zachary Levi",Belgium,USWD11054842,Belgium,33820.0,0.040215082915367587,526851.0,0.62647417649451,840978.0,"I See the Light - From ""Tangled""",88065.0,50.0,Belgium,,,,
19,Nick Jonas,Belgium,USWD11038146,Belgium,38703.0,0.04888464496962945,520107.0,0.6569321768653351,791721.0,Introducing Me,149394.0,50.0,Belgium,,,,
20,"Ariana Grande, John Legend",Brazil,USWD11778859,Brazil,2618734.0,0.04393832626999275,46155664.0,0.7744210080291312,59600222.0,Beauty and the Beast,529092.0,50.0,Brazil,,,,
21,Alessia Cara,Brazil,USWD11677601,Brazil,2014836.0,0.049173030231647985,29202886.0,0.7127103129631244,40974412.0,How Far I'll Go - Alessia Cara Version,567378.0,50.0,Brazil,,,,
22,Lifehouse,Brazil,USDW10500001,Brazil,1023500.0,0.03525296369444171,16158320.0,0.5565497492165816,29033020.0,You And Me,183440.0,50.0,Brazil,,,,
23,Elton John,Brazil,GBAMB7100001,Brazil,689784.0,0.030938868884957574,12505041.0,0.5608883707073791,22295062.0,Tiny Dancer,302539.0,50.0,Brazil,,,,
24,"Demi Lovato, Joe Jonas",Brazil,USWD10833742,Brazil,790398.0,0.051827127242083,10645803.0,0.6980551401637516,15250662.0,This Is Me,260589.0,50.0,Brazil,,,,
25,"Demi Lovato, Joe Jonas",Brazil,USWD10833742,Brazil,602208.0,0.051827127242083,8111088.0,0.6980551401637516,11619552.0,"This Is Me - From ""Camp Rock""",198544.0,50.0,Brazil,,,,
26,Idina Menzel,Brazil,USWD11366376,Brazil,486662.0,0.04601256344121807,7778804.0,0.7354646809218737,10576720.0,"Let It Go - From ""Frozen""/Soundtrack Version",249634.0,50.0,Brazil,,,,
27,Idina Menzel,Brazil,USWD11366376,Brazil,331815.0,0.04601256344121807,5303730.0,0.7354646809218737,7211400.0,"Let It Go - From ""Frozen""",170205.0,50.0,Brazil,,,,
28,Demi Lovato,Brazil,USWD11366344,Brazil,769068.0,0.07597543236966672,9841392.0,0.9722209379656664,10122588.0,"Let It Go - From ""Frozen / Single Version",353484.0,50.0,Brazil,,,,
29,"High School Musical Cast, Vanessa Hudgens, Zac Efron",Brazil,USWD10834891,Brazil,577218.0,0.06199696168509619,7598099.0,0.816085175068289,9310424.0,Can I Have This Dance - 『ハイスクール・ミュージカル: ザ・ムービー』より,98804.0,50.0,Brazil,,,,
30,"High School Musical Cast, Vanessa Hudgens, Zac Efron",Brazil,USWD10834891,Brazil,271632.0,0.06199696168509619,3575576.0,0.816085175068289,4381376.0,Can I Have This Dance,46496.0,50.0,Brazil,,,,
31,"Lea Salonga, Brad Kane",Brazil,USWD10423000,Brazil,380975.0,0.04114112006220168,7097675.0,0.7664710265437031,9260200.0,"A Whole New World - From ""Aladdin""",242000.0,50.0,Brazil,,,,
32,"Lea Salonga, Brad Kane",Brazil,USWD10423000,Brazil,259063.0,0.04114112006220168,4826419.0,0.7664710265437031,6296936.0,"A Whole New World - From ""Aladdin"" / Soundtrack Version",164560.0,50.0,Brazil,,,,
33,"Lea Salonga, Brad Kane",Brazil,USWD10423000,Brazil,198107.0,0.04114112006220168,3690791.0,0.7664710265437031,4815304.0,A Whole New World,125840.0,50.0,Brazil,,,,
34,Nick Jonas,Brazil,USWD11038146,Brazil,418404.0,0.05045621801219114,6133701.0,0.7396758990774343,8292417.0,Introducing Me,160461.0,50.0,Brazil,,,,
35,Miguel,Brazil,USWD11783640,Brazil,509314.0,0.061754627104698194,6844188.0,0.8298618882937641,8247382.0,Remember Me (Dúo),208520.0,50.0,Brazil,,,,
36,"Demi Lovato, Joe Jonas",Brazil,USWD11038143,Brazil,298870.0,0.05344196128260707,4125682.0,0.7377272316001904,5592422.0,Wouldn't Change a Thing,102872.0,50.0,Brazil,,,,
37,Céline Dion,Brazil,USWD11778858,Brazil,485622.0,0.08823308176416017,4182320.0,0.7598893429949268,5503854.0,How Does A Moment Last Forever,302726.0,50.0,Brazil,,,,
38,Samuel E. Wright,Brazil,USWD10220463,Brazil,249696.0,0.051772205282466795,4421646.0,0.9167882721325058,4822974.0,"Under the Sea - From ""The Little Mermaid""",204570.0,50.0,Brazil,,,,
39,Josh Groban,Brazil,USWD11778936,Brazil,398360.0,0.08712799565366118,3492918.0,0.7639595951465883,4572124.0,Evermore,291502.0,50.0,Brazil,,,,
40,Alessia Cara,Colombia,USWD11677601,Colombia,159106.0,0.0522819504276706,1850334.0,0.6080164824873572,3043230.0,How Far I'll Go - Alessia Cara Version,327066.0,50.0,Colombia,,,,
41,"Ariana Grande, John Legend",Colombia,USWD11778859,Colombia,123418.0,0.04852332121606713,1923260.0,0.7561535818277177,2543478.0,Beauty and the Beast,303922.0,50.0,Colombia,,,,
42,Elton John,Colombia,GBAMB7100001,Colombia,54858.0,0.04871654833424358,616968.0,0.5478973238667395,1126065.0,Tiny Dancer,157194.0,50.0,Colombia,,,,
43,Lifehouse,Colombia,USDW10500001,Colombia,43400.0,0.04046091885441527,472400.0,0.4404087112171838,1072640.0,You And Me,91740.0,50.0,Colombia,,,,
44,Nick Jonas,Colombia,USWD11038146,Colombia,63819.0,0.06535202786976904,555030.0,0.5683626510687713,976542.0,Introducing Me,105714.0,50.0,Colombia,,,,
45,Nick Jonas,Colombia,USWD11038146,Colombia,24312.0,0.06535202786976904,211440.0,0.5683626510687713,372016.0,"Introducing Me - From ""Camp Rock 2: The Final Jam""",40272.0,50.0,Colombia,,,,
46,Miguel,Colombia,USWD11783640,Colombia,90974.0,0.11058087352253335,586612.0,0.7130396308703622,822692.0,Remember Me (Dúo),120302.0,50.0,Colombia,,,,
47,Idina Menzel,Colombia,USWD11366376,Colombia,36102.0,0.045332743998452996,499444.0,0.6271443962540402,796378.0,"Let It Go - From ""Frozen""/Soundtrack Version",143836.0,50.0,Colombia,,,,
48,Idina Menzel,Colombia,USWD11366376,Colombia,24615.0,0.045332743998452996,340530.0,0.6271443962540402,542985.0,"Let It Go - From ""Frozen""",98070.0,50.0,Colombia,,,,
49,"Demi Lovato, Joe Jonas",Colombia,USWD10833742,Colombia,61530.0,0.08034220845101318,532392.0,0.6951657572184595,765849.0,This Is Me,138873.0,50.0,Colombia,,,,
50,"Demi Lovato, Joe Jonas",Colombia,USWD10833742,Colombia,46880.0,0.08034220845101318,405632.0,0.6951657572184595,583504.0,"This Is Me - From ""Camp Rock""",105808.0,50.0,Colombia,,,,
51,"Lea Salonga, Brad Kane",Colombia,USWD10423000,Colombia,26250.0,0.04845632008860584,351825.0,0.6494531358161428,541725.0,"A Whole New World - From ""Aladdin""",118450.0,50.0,Colombia,,,,
52,"Lea Salonga, Brad Kane",Colombia,USWD10423000,Colombia,17850.0,0.04845632008860584,239241.0,0.6494531358161428,368373.0,"A Whole New World - From ""Aladdin"" / Soundtrack Version",80546.0,50.0,Colombia,,,,
53,"High School Musical Cast, Vanessa Hudgens, Zac Efron",Colombia,USWD10834891,Colombia,43469.0,0.09290411655706136,389096.0,0.8315953929440831,467891.0,Can I Have This Dance - 『ハイスクール・ミュージカル: ザ・ムービー』より,60095.0,50.0,Colombia,,,,
54,"Luis Ángel Gómez Jaramillo, Gael Garcia Bernal",Colombia,USWD11783809,Colombia,33715.0,0.07409971538148771,221315.0,0.4864119385927318,454995.0,Un Poco Loco,26045.0,50.0,Colombia,,,,
55,Samuel E. Wright,Colombia,USWD10220463,Colombia,25002.0,0.055553333599968,296802.0,0.6594808622965244,450054.0,"Under the Sea - From ""The Little Mermaid""",129276.0,50.0,Colombia,,,,
56,Demi Lovato,Colombia,USWD11366344,Colombia,42768.0,0.10240496508921644,371196.0,0.8888026894233255,417636.0,"Let It Go - From ""Frozen / Single Version",186984.0,50.0,Colombia,,,,
57,"Angelica Vale, Marco Antonio Solís",Colombia,USWD11783812,Colombia,30545.0,0.07836069779374039,225445.0,0.5783606977937403,389800.0,La Llorona,25045.0,50.0,Colombia,,,,
58,Mexican Institute Of Sound,Colombia,MX3741700770,Colombia,61802.0,0.18632907423375403,354120.0,1.0676491338088892,331682.0,Jálale - Instrumental,83590.0,50.0,Colombia,,,,
59,Shakira,Colombia,USWD11575402,Colombia,14840.0,0.045367834083349635,208536.0,0.6375220113480727,327104.0,Try Everything,38448.0,50.0,Colombia,,,,
60,Alessia Cara,Denmark,USWD11677601,Denmark,336680.0,0.02027849746862097,8357340.0,0.5033690686539289,16602808.0,How Far I'll Go - Alessia Cara Version,551836.0,50.0,Denmark,,,,
61,Elton John,Denmark,GBAMB7100001,Denmark,167485.0,0.024282088319037515,2757906.0,0.39984307291759547,6897471.0,Tiny Dancer,210330.0,50.0,Denmark,,,,
62,"Ariana Grande, John Legend",Denmark,USWD11778859,Denmark,121992.0,0.027832584694177407,2758574.0,0.6293711431090214,4383064.0,Beauty and the Beast,277978.0,50.0,Denmark,,,,
63,Rascal Flatts,Denmark,USWD10628832,Denmark,109200.0,0.026876030617016565,2336710.0,0.5751052152297507,4063100.0,Life is a Highway,108750.0,50.0,Denmark,,,,
64,Idina Menzel,Denmark,USWD11366376,Denmark,70796.0,0.02119126798590761,1725086.0,0.5163675875012347,3340810.0,"Let It Go - From ""Frozen""/Soundtrack Version",211178.0,50.0,Denmark,,,,
65,Idina Menzel,Denmark,USWD11366376,Denmark,48270.0,0.02119126798590761,1176195.0,0.5163675875012347,2277825.0,"Let It Go - From ""Frozen""",143985.0,50.0,Denmark,,,,
66,Demi Lovato,Denmark,USWD11366344,Denmark,97560.0,0.03144106830020999,2034108.0,0.6555404731242677,3102948.0,"Let It Go - From ""Frozen / Single Version",336492.0,50.0,Denmark,,,,
67,"Demi Lovato, Joe Jonas",Denmark,USWD10833742,Denmark,94101.0,0.03785267781719885,1451436.0,0.5838486230782227,2485980.0,This Is Me,227745.0,50.0,Denmark,,,,
68,"Demi Lovato, Joe Jonas",Denmark,USWD10833742,Denmark,71696.0,0.03785267781719885,1105856.0,0.5838486230782227,1894080.0,"This Is Me - From ""Camp Rock""",173520.0,50.0,Denmark,,,,
69,"Lea Salonga, Brad Kane",Denmark,USWD10423000,Denmark,51150.0,0.02160187511877864,1361600.0,0.5750364254492472,2367850.0,"A Whole New World - From ""Aladdin""",219100.0,50.0,Denmark,,,,
70,"Lea Salonga, Brad Kane",Denmark,USWD10423000,Denmark,34782.0,0.02160187511877864,925888.0,0.5750364254492472,1610138.0,"A Whole New World - From ""Aladdin"" / Soundtrack Version",148988.0,50.0,Denmark,,,,
71,Dwayne Johnson,Denmark,USWD11677860,Denmark,44390.0,0.01908615211306363,862960.0,0.3710427084363458,2325770.0,You're Welcome,66320.0,50.0,Denmark,,,,
72,Céline Dion,Denmark,USWD11778858,Denmark,65550.0,0.03508124076809453,844468.0,0.451944854751354,1868520.0,How Does A Moment Last Forever,195960.0,50.0,Denmark,,,,
73,"Olivia Foa'i, Opetaia Foa'i, Talaga Steve Sale",Denmark,NZSO01100005,Denmark,45658.0,0.024471502796176575,736078.0,0.39451870067028916,1865762.0,Logo Te Pate,283827.0,50.0,Denmark,,,,
74,Auli'i Cravalho,Denmark,USWD11677855,Denmark,37890.0,0.02048606417777297,748830.0,0.404871455218837,1849550.0,How Far I'll Go,65850.0,50.0,Denmark,,,,
75,Nick Jonas,Denmark,USWD11038146,Denmark,42042.0,0.022838238649326947,982506.0,0.5337211955281771,1840860.0,Introducing Me,152901.0,50.0,Denmark,,,,
76,Lifehouse,Denmark,USDW10500001,Denmark,29960.0,0.016434809321104138,758900.0,0.41630096107429676,1822960.0,You And Me,97940.0,50.0,Denmark,,,,
77,Elton John,Denmark,USWD10220758,Denmark,50677.0,0.02960644696930749,809105.0,0.47269420595342143,1711688.0,Can You Feel the Love Tonight - エンド・タイトル / 『ライオン・キング』より,134541.0,50.0,Denmark,,,,
78,"Troy, Gabriella",Denmark,USWD10527742,Denmark,73020.0,0.043703405777324504,1083900.0,0.6487280405648046,1670808.0,Breaking Free - 『ハイスクール・ミュージカル』より,147192.0,50.0,Denmark,,,,
79,Olivia Foa'i,Denmark,USWD11677853,Denmark,49802.0,0.03085316095906111,1095718.0,0.6788153853206803,1614162.0,Tulou Tagaloa,289747.0,50.0,Denmark,,,,
80,Alessia Cara,Finland,USWD11677601,Finland,229406.0,0.035434850236838865,4391584.0,0.6783393692514483,6474022.0,How Far I'll Go - Alessia Cara Version,424194.0,50.0,Finland,,,,
81,Idina Menzel,Finland,USWD11366376,Finland,99066.0,0.034553141857413615,1579644.0,0.5509626230615173,2867062.0,"Let It Go - From ""Frozen""/Soundtrack Version",166694.0,50.0,Finland,,,,
82,Idina Menzel,Finland,USWD11366376,Finland,67545.0,0.034553141857413615,1077030.0,0.5509626230615173,1954815.0,"Let It Go - From ""Frozen""",113655.0,50.0,Finland,,,,
83,Elton John,Finland,GBAMB7100001,Finland,81016.0,0.03682513651018469,1074118.0,0.48823123800294455,2200019.0,Tiny Dancer,155308.0,50.0,Finland,,,,
84,"Ariana Grande, John Legend",Finland,USWD11778859,Finland,87676.0,0.04207412639897574,1588518.0,0.7623010529568883,2083846.0,Beauty and the Beast,189704.0,50.0,Finland,,,,
85,Demi Lovato,Finland,USWD11366344,Finland,57276.0,0.04827795478683053,943380.0,0.7951752389622212,1186380.0,"Let It Go - From ""Frozen / Single Version",238104.0,50.0,Finland,,,,
86,"Lea Salonga, Brad Kane",Finland,USWD10423000,Finland,37975.0,0.03407816215731144,744575.0,0.668169785076502,1114350.0,"A Whole New World - From ""Aladdin""",166500.0,50.0,Finland,,,,
87,"Lea Salonga, Brad Kane",Finland,USWD10423000,Finland,25823.0,0.03407816215731144,506311.0,0.668169785076502,757758.0,"A Whole New World - From ""Aladdin"" / Soundtrack Version",113220.0,50.0,Finland,,,,
88,"Lea Salonga, Brad Kane",Finland,USWD10423000,Finland,19747.0,0.03407816215731144,387179.0,0.668169785076502,579462.0,A Whole New World,86580.0,50.0,Finland,,,,
89,Josh Groban,Finland,USWD11778936,Finland,35512.0,0.04109005748350011,489716.0,0.5666382797530338,864248.0,Evermore,138828.0,50.0,Finland,,,,
90,Elton John,Finland,USWD10220758,Finland,39633.0,0.04981886562871602,514250.0,0.6464146456126766,795542.0,Can You Feel the Love Tonight - エンド・タイトル / 『ライオン・キング』より,95139.0,50.0,Finland,,,,
91,Elton John,Finland,USWD10220758,Finland,36030.0,0.04981886562871602,467500.0,0.6464146456126766,723220.0,"Can You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",86490.0,50.0,Finland,,,,
92,Céline Dion,Finland,USWD11778858,Finland,43240.0,0.057201971642426824,407100.0,0.5385504776973163,755918.0,How Does A Moment Last Forever,134274.0,50.0,Finland,,,,
93,Auli'i Cravalho,Finland,USWD11677855,Finland,23790.0,0.032038246582721704,388320.0,0.5229546831863174,742550.0,How Far I'll Go,49840.0,50.0,Finland,,,,
94,Dwayne Johnson,Finland,USWD11677860,Finland,22440.0,0.0309979003204774,360380.0,0.4978174383909824,723920.0,You're Welcome,50570.0,50.0,Finland,,,,
95,Lifehouse,Finland,USDW10500001,Finland,17820.0,0.026259173027614865,370940.0,0.5466092953346497,678620.0,You And Me,72400.0,50.0,Finland,,,,
96,Samuel E. Wright,Finland,USWD10220463,Finland,26910.0,0.040226019103995696,474192.0,0.7088389613884031,668970.0,"Under the Sea - From ""The Little Mermaid""",152748.0,50.0,Finland,,,,
97,"Mandy Moore, Zachary Levi",Finland,USWD11054842,Finland,22420.0,0.03449485500467727,466355.0,0.7175222170252572,649952.0,"I See the Light - From ""Tangled""",67507.0,50.0,Finland,,,,
98,"Mandy Moore, Zachary Levi",Finland,USWD11054842,Finland,18880.0,0.03449485500467727,392720.0,0.7175222170252572,547328.0,"I See the Light - From ""Tangled"" / Soundtrack Version",56848.0,50.0,Finland,,,,
99,Rascal Flatts,Finland,USWD10628832,Finland,21980.0,0.03704577630957999,378150.0,0.6373457830513045,593320.0,Life is a Highway,74030.0,50.0,Finland,,,,
100,Alessia Cara,France,USWD11677601,France,461130.0,0.03848800956570555,7874474.0,0.6572394566324022,11981134.0,How Far I'll Go - Alessia Cara Version,704786.0,50.0,France,,,,
101,Elton John,France,GBAMB7100001,France,195529.0,0.02413669192187587,4014761.0,0.49559425659090106,8100903.0,Tiny Dancer,255184.0,50.0,France,,,,
102,"Ariana Grande, John Legend",France,USWD11778859,France,293250.0,0.037059213356431156,6476156.0,0.8184185743683947,7913012.0,Beauty and the Beast,495190.0,50.0,France,,,,
103,"Olivia Foa'i, Opetaia Foa'i, Talaga Steve Sale",France,NZSO01100005,France,189181.0,0.047691891538956616,1657119.0,0.4177541064649423,3966733.0,Logo Te Pate,399304.0,50.0,France,,,,
104,"Demi Lovato, Joe Jonas",France,USWD10833742,France,139293.0,0.0399578313253012,2240049.0,0.6425843373493976,3486000.0,This Is Me,346353.0,50.0,France,,,,
105,"Demi Lovato, Joe Jonas",France,USWD10833742,France,106128.0,0.0399578313253012,1706704.0,0.6425843373493976,2656000.0,"This Is Me - From ""Camp Rock""",263888.0,50.0,France,,,,
106,"Vai Mahina, Sulata Foai-Amiatu, Matthew Ineleo",France,NZSO01600013,France,196100.0,0.05844213126323218,1833942.0,0.5465552223006351,3355456.0,An Innocent Warrior,386354.0,50.0,France,,,,
107,Olivia Foa'i,France,USWD11677853,France,194472.0,0.05885053352890461,2177154.0,0.6588438154314699,3304507.0,Tulou Tagaloa,416657.0,50.0,France,,,,
108,Demi Lovato,France,USWD11366344,France,230580.0,0.07197033541210181,2539584.0,0.7926737457160514,3203820.0,"Let It Go - From ""Frozen / Single Version",466452.0,50.0,France,,,,
109,Céline Dion,France,USWD11778858,France,144164.0,0.048438200336934516,2192084.0,0.7365264833619264,2976246.0,How Does A Moment Last Forever,302404.0,50.0,France,,,,
110,Lifehouse,France,USDW10500001,France,81400.0,0.030031581122162865,1357700.0,0.5009075883238393,2710480.0,You And Me,126360.0,50.0,France,,,,
111,Idina Menzel,France,USWD11366376,France,64702.0,0.024411906303434767,1963544.0,0.740840347294852,2650428.0,"Let It Go - From ""Frozen""/Soundtrack Version",291258.0,50.0,France,,,,
112,Idina Menzel,France,USWD11366376,France,44115.0,0.024411906303434767,1338780.0,0.740840347294852,1807110.0,"Let It Go - From ""Frozen""",198585.0,50.0,France,,,,
113,Jordan Fisher,France,USWD11677600,France,168168.0,0.07566780999896061,1028148.0,0.4626189733766909,2222451.0,You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,304458.0,50.0,France,,,,
114,"Lea Salonga, Brad Kane",France,USWD10423000,France,133000.0,0.062406156156156155,1683575.0,0.789965746996997,2131200.0,"A Whole New World - From ""Aladdin""",364125.0,50.0,France,,,,
115,"Emmanuel Curtil, Jean-Philippe Puymartin, Michel Elias, Maïdi Roth, Mimi Felinie",France,USWD10524308,France,89308.0,0.04622088810682124,1030484.0,0.5333216023186006,1932200.0,L'amour brille sous les étoiles,70092.0,50.0,France,,,,
116,Nick Jonas,France,USWD11038146,France,67893.0,0.035835420869449554,1249794.0,0.6596688022345873,1894578.0,Introducing Me,245931.0,50.0,France,,,,
117,Miguel,France,USWD11783640,France,113360.0,0.06223414884809729,1316848.0,0.7229438465271633,1821508.0,Remember Me (Dúo),202228.0,50.0,France,,,,
118,Josh Groban,France,USWD11778936,France,101936.0,0.055994946304485156,1235468.0,0.678660770688566,1820450.0,Evermore,271446.0,50.0,France,,,,
119,Cerise Calixte,France,USWD11677976,France,59920.0,0.03644015227994211,724732.0,0.4407433985672063,1644340.0,"Le bleu lumière - De ""Vaiana - La Légende du Bout du Monde""",33864.0,50.0,France,,,,
120,"Ariana Grande, John Legend",Indonesia,USWD11778859,Indonesia,1315922.0,0.031198571760423063,13552106.0,0.321300465791939,42178918.0,Beauty and the Beast,532036.0,50.0,Indonesia,,,,
121,"Ariana Grande, John Legend",Indonesia,USWD11778859,Indonesia,57214.0,0.031198571760423063,589222.0,0.321300465791939,1833866.0,"Beauty and the Beast - From ""Beauty and the Beast""",23132.0,50.0,Indonesia,,,,
122,Alessia Cara,Indonesia,USWD11677601,Indonesia,735832.0,0.04366079682532525,6336310.0,0.37596672002886067,16853380.0,How Far I'll Go - Alessia Cara Version,488148.0,50.0,Indonesia,,,,
123,Lifehouse,Indonesia,USDW10500001,Indonesia,397740.0,0.02624639700991416,4305140.0,0.28409114905028876,15154080.0,You And Me,152420.0,50.0,Indonesia,,,,
124,"Lea Salonga, Brad Kane",Indonesia,USWD10423000,Indonesia,318000.0,0.04305297004569301,2593825.0,0.35116940260619395,7386250.0,"A Whole New World - From ""Aladdin""",279300.0,50.0,Indonesia,,,,
125,"Lea Salonga, Brad Kane",Indonesia,USWD10423000,Indonesia,216240.0,0.04305297004569301,1763801.0,0.35116940260619395,5022650.0,"A Whole New World - From ""Aladdin"" / Soundtrack Version",189924.0,50.0,Indonesia,,,,
126,"Lea Salonga, Brad Kane",Indonesia,USWD10423000,Indonesia,165360.0,0.04305297004569301,1348789.0,0.35116940260619395,3840850.0,A Whole New World,145236.0,50.0,Indonesia,,,,
127,Céline Dion,Indonesia,USWD11778858,Indonesia,266846.0,0.0422032098010971,2065952.0,0.326742037336127,6322884.0,How Does A Moment Last Forever,331430.0,50.0,Indonesia,,,,
128,"Mandy Moore, Zachary Levi",Indonesia,USWD11054842,Indonesia,284107.0,0.04867497176115963,1769641.0,0.3031858620251887,5836819.0,"I See the Light - From ""Tangled""",152931.0,50.0,Indonesia,,,,
129,"Mandy Moore, Zachary Levi",Indonesia,USWD11054842,Indonesia,239248.0,0.04867497176115963,1490224.0,0.3031858620251887,4915216.0,"I See the Light - From ""Tangled"" / Soundtrack Version",128784.0,50.0,Indonesia,,,,
130,Miguel,Indonesia,USWD11783640,Indonesia,188162.0,0.037564948378691225,2056782.0,0.4106190923577624,5008978.0,Remember Me (Dúo),135044.0,50.0,Indonesia,,,,
131,Idina Menzel,Indonesia,USWD11366376,Indonesia,195008.0,0.04323417372685016,1844414.0,0.4089150973305434,4510506.0,"Let It Go - From ""Frozen""/Soundtrack Version",228734.0,50.0,Indonesia,,,,
132,Idina Menzel,Indonesia,USWD11366376,Indonesia,132960.0,0.04323417372685016,1257555.0,0.4089150973305434,3075345.0,"Let It Go - From ""Frozen""",155955.0,50.0,Indonesia,,,,
133,Josh Groban,Indonesia,USWD11778936,Indonesia,130410.0,0.042827361169859204,1303226.0,0.42798658529216266,3045016.0,Evermore,269468.0,50.0,Indonesia,,,,
134,Elton John,Indonesia,GBAMB7100001,Indonesia,87043.0,0.03063536270364652,1230369.0,0.4330365517539936,2841259.0,Tiny Dancer,178268.0,50.0,Indonesia,,,,
135,Jodi Benson,Indonesia,USWD10220403,Indonesia,79400.0,0.03551015662036333,827040.0,0.3698780847771447,2235980.0,"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",145780.0,50.0,Indonesia,,,,
136,Demi Lovato,Indonesia,USWD11366344,Indonesia,157500.0,0.07242298333029847,1010340.0,0.4645830919233889,2174724.0,"Let It Go - From ""Frozen / Single Version",333072.0,50.0,Indonesia,,,,
137,Auli'i Cravalho,Indonesia,USWD11677855,Indonesia,77710.0,0.037325225627650734,757300.0,0.36374203278625533,2081970.0,How Far I'll Go,85910.0,50.0,Indonesia,,,,
138,"Demi Lovato, Joe Jonas",Indonesia,USWD10833742,Indonesia,102375.0,0.049685073075276705,856401.0,0.41563219796571477,2060478.0,This Is Me,183855.0,50.0,Indonesia,,,,
139,Lea Salonga,Indonesia,USWD10110091,Indonesia,84368.0,0.04154880191630355,709152.0,0.3492368667806573,2030576.0,"Reflection - From ""Mulan""",138896.0,50.0,Indonesia,,,,
140,Alessia Cara,Italy,USWD11677601,Italy,608456.0,0.04944936165481801,8096660.0,0.6580174548958327,12304628.0,How Far I'll Go - Alessia Cara Version,694868.0,50.0,Italy,,,,
141,Elton John,Italy,GBAMB7100001,Italy,256373.0,0.02762413854037816,4451534.0,0.4796518819579431,9280760.0,Tiny Dancer,256086.0,50.0,Italy,,,,
142,"Ariana Grande, John Legend",Italy,USWD11778859,Italy,438150.0,0.052116960856195486,7810018.0,0.928984143312067,8407052.0,Beauty and the Beast,507380.0,50.0,Italy,,,,
