,track_artist,country_name,isrc,region,saves,saves_perc,skips,skips_perc,streams,track_title,users,days_on_playlist,playlist_uri,scores,artist,title,seed_playlist_uri
3353,,,GBCTA0400230,,,,,,,,,,,0.6257600327048164,Kelly Clarkson,Breakaway,Belgium
3354,,,USWD10220698,,,,,,,,,,,0.6256654098563185,Ed Motta,No Meu Coração Você Vai Sempre Estar (You Will Be In My Heart),Belgium
3355,,,NLF057890002,,,,,,,,,,,0.6255703484012816,John Travolta,Summer Nights - From “Grease” Soundtrack,Belgium
3356,,,USWD10210157,,,,,,,,,,,0.625361613279306,Billy Crystal,If I Didn't Have You - 『モンスターズ・インク』より,Belgium
3357,,,USRC10602180,,,,,,,,,,,0.6247715131606704,Avril Lavigne,Keep Holding On,Belgium
3358,,,USWD10423205,,,,,,,,,,,0.624252333403677,Robin Williams,Prince Ali,Belgium
3359,,,GBMQN1200012,,,,,,,,,,,0.6236723779988466,Passenger,Let Her Go,Belgium
3360,,,USWD10936655,,,,,,,,,,,0.6233593737642479,Ilene Woods,"A Dream Is a Wish Your Heart Makes - From ""Cinderella""/Soundtrack Version",Belgium
3361,,,USWD10527736,,,,,,,,,,,0.6233579093337335,Troy,Get'cha Head In The Game,Belgium
3362,,,USJI19910614,,,,,,,,,,,0.6230202553883484,Backstreet Boys,I Want It That Way,Belgium
3363,,,USWD10423207,,,,,,,,,,,0.6224918163458506,Jonathan Freeman,"Prince Ali (Reprise) - From ""Aladdin""/Soundtrack Version",Belgium
3364,,,USWD10220229,,,,,,,,,,,0.6224389593897528,Paige O'Hara,Something There,Belgium
3365,,,USWD11778845,,,,,,,,,,,0.6218983422756267,Audra McDonald,Aria,Belgium
3366,,,USRC10700004,,,,,,,,,,,0.621674986656246,Avril Lavigne,When You're Gone,Belgium
3367,,,USWD11054900,,,,,,,,,,,0.6215428847301181,Mandy Moore,When Will My Life Begin (Reprise 2),Belgium
3368,,,USWD10110113,,,,,,,,,,,0.6205382276957343,Lyle Lovett,"You've Got A Friend In Me - From ""Toy Story""/Duet",Belgium
3369,,,USWD10834894,,,,,,,,,,,0.6203172813140756,High School Musical Cast,Scream,Belgium
3370,,,USRC10001047,,,,,,,,,,,0.6195483509377758,The Calling,Wherever You Will Go,Belgium
3371,,,USWD11467130,,,,,,,,,,,0.6193481615617189,Lana Del Rey,"Once Upon a Dream - From ""Maleficent"" / Pop Version",Belgium
3372,,,GBARL0800144,,,,,,,,,,,0.6189139276141261,The Script,The Man Who Can't Be Moved,Belgium
3373,,,GBUM71304067,,,,,,,,,,,0.6186765475969869,Ellie Goulding,How Long Will I Love You - Bonus Track,Belgium
3374,,,USWD10423445,,,,,,,,,,,0.618634250304702,Jon Secada,"If I Never Knew You - End Title / From ""Pocahontas"" / Soundtrack Version",Belgium
3375,,,USWD10210262,,,,,,,,,,,0.6186129532399306,A*Teens,"Can't Help Falling In Love - From ""Lilo & Stitch""/Soundtrack Version",Belgium
3376,,,USAT21001887,,,,,,,,,,,0.6183505259225768,Bruno Mars,Marry You,Belgium
3377,,,USWD10834839,,,,,,,,,,,0.6175874442663085,High School Musical Cast,I Want It All,Belgium
3378,,,GBBBN8300002,,,,,,,,,,,0.617048016492411,Bonnie Tyler,Total Eclipse of the Heart,Belgium
3379,,,USSM10805070,,,,,,,,,,,0.616443135322594,The Fray,Never Say Never,Belgium
3380,,,USRE10901437,,,,,,,,,,,0.6162377678135433,Michael Bublé,Haven't Met You Yet,Belgium
3381,,,USWD10732103,,,,,,,,,,,0.6160413227086093,Sharpay Evans,You Are The Music In Me,Belgium
3382,,,USWD10732073,,,,,,,,,,,0.6158499642477026,Hannah Montana,One In A Million,Belgium
3383,,,USWD10732096,,,,,,,,,,,0.6150064257584416,Sharpay Evans,HUMUHUMUNUKUNUKUAPUA'A - 『ハイスクール・ミュージカル2』より,Belgium
3384,,,USWD10423913,,,,,,,,,,,0.6144445746172438,Judy Kuhn,"Like Other Girls - From ""Mulan II""/Soundtrack Version",Belgium
3385,,,USWD11038149,,,,,,,,,,,0.613819962829182,Demi Lovato,"This is Our Song - From ""Camp Rock 2: The Final Jam""",Belgium
3386,,,USHR10723189,,,,,,,,,,,0.6137864265838052,Jonas Brothers,S.O.S.,Belgium
3387,,,USWD10936988,,,,,,,,,,,0.6135267576880044,Keith David,Friends on the Other Side - 『プリンセスと魔法のキス』より,Belgium
3388,,,USWD10423291,,,,,,,,,,,0.6133434189929247,Phil Harris,Thomas O'Malley Cat,Belgium
3389,,,USRC11601594,,,,,,,,,,,0.612176180767727,Anna Kendrick,The Sound Of Silence,Belgium
3390,,,USWD10110146,,,,,,,,,,,1.1771158511919284,Phil Collins,You'll Be In My Heart,Norway
3391,,,USWD11054842,,,,,,,,,,,1.026549992041346,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",Norway
3392,,,USWD10935758,,,,,,,,,,,1.0142106393695354,Miley Cyrus,The Climb,Norway
3393,,,USWD11677859,,,,,,,,,,,0.9925304924083943,Opetaia Foa'i,We Know The Way,Norway
3394,,,USWD11677863,,,,,,,,,,,0.985251015537828,Rachel House,I Am Moana (Song of the Ancestors),Norway
3395,,,USWD11366375,,,,,,,,,,,0.9833467228245519,Kristen Bell,Love Is an Open Door,Norway
3396,,,USWD10210160,,,,,,,,,,,0.9817804290685619,Joseph Williams,Can You Feel The Love Tonight,Norway
3397,,,USWD11677864,,,,,,,,,,,0.9757887634299549,Auli'i Cravalho,Know Who You Are,Norway
3398,,,USWD11677856,,,,,,,,,,,0.9690606227656244,Auli'i Cravalho,How far I'll Go - リプライズ,Norway
3399,,,USWD11677874,,,,,,,,,,,0.9551206156620707,Lin-Manuel Miranda,We Know The Way - Finale,Norway
3400,,,USWD11054836,,,,,,,,,,,0.9535195298133818,Mandy Moore,"When Will My Life Begin - From ""Tangled"" / Soundtrack Version",Norway
3401,,,USWD11366364,,,,,,,,,,,0.9415922642796986,Kristen Bell,Do You Want To Build A Snowman?,Norway
3402,,,USWD11677861,,,,,,,,,,,0.9375389444866854,Jemaine Clement,Shiny,Norway
3403,,,USWD11677854,,,,,,,,,,,0.9365635441539768,Christopher Jackson,Where You Are,Norway
3404,,,USWD10220758,,,,,,,,,,,0.9245851468381789,Elton John,Can You Feel the Love Tonight,Norway
3405,,,USWD11575402,,,,,,,,,,,0.9207602351037034,Shakira,Try Everything - 『ズートピア』より,Norway
3406,,,USWD10423004,,,,,,,,,,,0.9200765472780593,Donny Osmond,"I'll Make a Man Out of You - From ""Mulan""/Soundtrack",Norway
3407,,,USRC11601602,,,,,,,,,,,0.9195966101979787,Anna Kendrick,True Colors,Norway
3408,,,USWD11366365,,,,,,,,,,,0.919339828753385,Kristen Bell,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",Norway
3409,,,USWD10423003,,,,,,,,,,,0.9176604876444304,Glenn Close,You'll Be In My Heart,Norway
3410,,,USWD10110087,,,,,,,,,,,0.9147519912873185,Susan Egan,"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",Norway
3411,,,USWD10110108,,,,,,,,,,,0.9132893355056345,Randy Newman,"You've Got A Friend In Me - From ""Toy Story""/ Soundtrack",Norway
3412,,,USWD10110091,,,,,,,,,,,0.9126456960648336,Lea Salonga,"Reflection - From ""Mulan"" / Soundtrack Version",Norway
3413,,,USMAC0100119,,,,,,,,,,,0.9107254848049318,Israel Kamakawiwo'ole,Over The Rainbow,Norway
3414,,,USWD10321347,,,,,,,,,,,0.9098704517092944,Nathan Lane,Hakuna Matata,Norway
3415,,,USWD10220438,,,,,,,,,,,0.9068425189687593,Roger Bart,"Go the Distance - From ""Hercules""/Soundtrack",Norway
3416,,,USWD10220403,,,,,,,,,,,0.9061727794419507,Jodi Benson,"Part of Your World - From ""The Little Mermaid""/ Soundtrack Version",Norway
3417,,,USWD10110093,,,,,,,,,,,0.905216385504932,Samuel E. Wright,"Kiss the Girl - From ""The Little Mermaid""/Soundtrack Version",Norway
3418,,,USWD10210253,,,,,,,,,,,0.8994841415925542,Mark Keali'i Ho'omalu,"Hawaiian Roller Coaster Ride - From ""Lilo & Stitch""/Soundtrack Version",Norway
3419,,,USWD10220463,,,,,,,,,,,0.8976395226854423,Samuel E. Wright,"Under the Sea - From ""The Little Mermaid""/ Soundtrack Version",Norway
3420,,,USWD10220465,,,,,,,,,,,0.8967131906131909,Angela Lansbury,Beauty and the Beast,Norway
3421,,,USWD10321345,,,,,,,,,,,0.8956470905772911,Jason Weaver,"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",Norway
3422,,,USWD11366378,,,,,,,,,,,0.8902300229589756,Josh Gad,In Summer,Norway
3423,,,USWD10220440,,,,,,,,,,,0.8865780632208183,Carmen Twillie,Circle of Life,Norway
3424,,,USWD10423005,,,,,,,,,,,0.8861878134056329,Judy Kuhn,"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",Norway
3425,,,USWD11778847,,,,,,,,,,,0.8823895640389241,Emma Watson,Belle,Norway
3426,,,USWD10732975,,,,,,,,,,,0.8778611118119013,Jon McLaughlin,So Close - 『魔法にかけられて』より,Norway
3427,,,USWD10110151,,,,,,,,,,,0.8764700522743333,Phil Collins,Strangers Like Me,Norway
3428,,,USWD10210259,,,,,,,,,,,0.8760109999284436,Mark Keali'i Ho'omalu,He Mele No Lilo - 『リロ・アンド・スティッチ』より,Norway
3429,,,USWD10732098,,,,,,,,,,,0.8743752526825566,Zac Efron,Gotta Go My Own Way,Norway
3430,,,USQ4E1602398,,,,,,,,,,,0.8691613710553314,Tori Kelly,"Hallelujah - From ""Sing"" Original Motion Picture Soundtrack",Norway
3431,,,USWD10527742,,,,,,,,,,,0.8683972648692307,High School Musical Cast,Breaking Free,Norway
3432,,,USWD11570628,,,,,,,,,,,0.8668163344277096,Kuana Torres Kahele,Lava,Norway
3433,,,USWD10423006,,,,,,,,,,,0.8633237206797164,Angela Lansbury,"Be Our Guest - From ""Beauty and the Beast""/Soundtrack",Norway
3434,,,USRC11601598,,,,,,,,,,,0.8602724034622422,Anna Kendrick,True Colors - Film Version,Norway
3435,,,USWD11778705,,,,,,,,,,,0.8547512333790751,Ewan McGregor,Be Our Guest,Norway
3436,,,USWD11778854,,,,,,,,,,,0.8520700410487868,Emma Thompson,Beauty and the Beast,Norway
3437,,,USWD10320942,,,,,,,,,,,0.8452209455028596,Julie Andrews,Supercalifragilisticexpialidocious,Norway
3438,,,USWD10423277,,,,,,,,,,,0.8448876006391235,Peabo Bryson,Beauty and the Beast - デュエット・バージョン / 『美女と野獣』より,Norway
3439,,,USWD11262921,,,,,,,,,,,0.8434715541408437,Julie Fowlis,Touch The Sky,Norway
3440,,,USLIC0601944,,,,,,,,,,,0.8427113935210236,Céline Dion,"Beauty and the Beast - Duet with Peabo Bryson from the Soundtrack ""Beauty and the Beast""",Norway
3441,,,USWD11054841,,,,,,,,,,,0.8418804871751845,Mandy Moore,"I've Got a Dream - From ""Tangled""/Soundtrack Version",Norway
3442,,,USWD10834891,,,,,,,,,,,0.8383109296848801,High School Musical Cast,Can I Have This Dance,Norway
3443,,,USWD10423390,,,,,,,,,,,0.8355093146641929,Harvey Fierstein,"A Girl Worth Fighting For - From ""Mulan""/Soundtrack",Norway
3444,,,USWD10220705,,,,,,,,,,,0.834828040604126,Phil Collins,You Will Be In My Heart,Norway
3445,,,USWD11677918,,,,,,,,,,,0.8342888183605027,Marcy Harriell,More - Reprise - Outtake,Norway
3446,,,USWD11778855,,,,,,,,,,,0.8328698385523554,Dan Stevens,Evermore,Norway
3447,,,USWD10935875,,,,,,,,,,,0.8328103368791043,Miley Cyrus,Butterfly Fly Away,Norway
3448,,,USWD11366380,,,,,,,,,,,0.8319667677723369,Maia Wilson,Fixer Upper,Norway
3449,,,USWD10322246,,,,,,,,,,,0.831645196966533,Chorus - Hercules,Zero To Hero - 『ヘラクレス』より,Norway
3450,,,USWD11366379,,,,,,,,,,,0.8314789804737384,Kristen Bell,For the First Time in Forever (Reprise),Norway
3451,,,USWD10210158,,,,,,,,,,,0.8284414408886821,Phil Collins,Son Of Man,Norway
3452,,,USWD10936987,,,,,,,,,,,0.8260591599895264,Anika Noni Rose,"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",Norway
3453,,,USIR10400291,,,,,,,,,,,0.8189577930700541,Counting Crows,Accidentally In Love,Norway
3454,,,USL2S0620350,,,,,,,,,,,0.8144188565284457,Rascal Flatts,Life Is A Highway,Norway
3455,,,USWD10110114,,,,,,,,,,,0.8105495956001739,Sarah McLachlan,When She Loved Me - 『トイ・ストーリー2』より,Norway
3456,,,USWD10423008,,,,,,,,,,,0.8093094905169581,Bruce Reitherman,The Bare Necessities,Norway
3457,,,USUM71510147,,,,,,,,,,,0.8088335289145252,Ne-Yo,"Friend Like Me - From ""Aladdin""",Norway
3458,,,USWD10527735,,,,,,,,,,,0.8015054569224402,Troy,Start of Something New,Norway
3459,,,USWD10423200,,,,,,,,,,,0.7996713713886773,Brad Kane,One Jump Ahead,Norway
3460,,,USWD11778853,,,,,,,,,,,0.7987801402563828,Emma Watson,How Does A Moment Last Forever (Montmartre),Norway
3461,,,USWD10936993,,,,,,,,,,,0.7972272034204377,Jenifer Lewis featuring the Pinnacle Gospel Choir,Dig a Little Deeper,Norway
3462,,,USWD10732974,,,,,,,,,,,0.7964823937224266,Amy Adams,That's How You Know - 『魔法にかけられて』より,Norway
3463,,,USWD10423270,,,,,,,,,,,0.795726794365265,Paige O'Hara,Belle,Norway
3464,,,USWD11366377,,,,,,,,,,,0.794925822604973,Jonathan Groff,"Reindeer(s) Are Better Than People - From ""Frozen"" / Soundtrack Version",Norway
3465,,,USWD11366363,,,,,,,,,,,0.7941174145054787,Cast - Frozen,Frozen Heart,Norway
3466,,,USWD10322458,,,,,,,,,,,0.7928783396500492,Phil Collins,On My Way,Norway
3467,,,USWD10110154,,,,,,,,,,,0.7927984498772017,Peabo Bryson,"Whole New World (Aladdin's Theme) - From ""Aladdin""/Soundtrack Version",Norway
3468,,,USQ4E1602403,,,,,,,,,,,0.7924758153818315,Tori Kelly,"Don't You Worry 'Bout A Thing - From ""Sing"" Original Motion Picture Soundtrack",Norway
3469,,,USWD11055017,,,,,,,,,,,0.7900290966810342,Grace Potter,Something That I Want,Norway
3470,,,USWD11054838,,,,,,,,,,,0.7876968536172406,Donna Murphy,"Mother Knows Best - From ""Tangled""/Soundtrack Version",Norway
3471,,,USUM71510155,,,,,,,,,,,0.7867958502809119,Tori Kelly,"Colors Of The Wind - From ""Pocahontas""",Norway
3472,,,USWD11778850,,,,,,,,,,,0.7845413386176213,Josh Gad,Gaston,Norway
3473,,,USWD10321113,,,,,,,,,,,0.7820739637392681,Robby Benson,Something There,Norway
3474,,,USWD11778851,,,,,,,,,,,0.7814784388402787,Adam Mitchell,Days In The Sun,Norway
3475,,,USWD10220442,,,,,,,,,,,0.7806488281821641,Judy Kuhn,"Just Around The Riverbend - From ""Pocahantas""",Norway
3476,,,USWD10110145,,,,,,,,,,,0.7804230378301485,Elton John,Circle of Life,Norway
3477,,,USWD11262963,,,,,,,,,,,0.777931057241074,Julie Fowlis,"Into The Open Air - From ""Brave""/Soundtrack",Norway
3478,,,USQ4E1602401,,,,,,,,,,,0.7777247598301451,Scarlett Johansson,"Set It All Free - From ""Sing"" Original Motion Picture Soundtrack",Norway
3479,,,USWD10110149,,,,,,,,,,,0.772075490859375,Vanessa Williams,"Colors Of The Wind - From ""Pocahontas""/Soundtrack Version",Norway
3480,,,USQ4E1602400,,,,,,,,,,,0.7705930630222873,Taron Egerton,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Norway
3481,,,USWD10322240,,,,,,,,,,,0.7684464917246724,Lea Salonga,Honor To Us All,Norway
3482,,,USWD11569822,,,,,,,,,,,0.7683715321517388,Lily James,A Dream Is a Wish Your Heart Makes,Norway
3483,,,USEE11100768,,,,,,,,,,,0.7666992197320854,Jason Mraz,I Won't Give Up,Norway
3484,,,USMO16700534,,,,,,,,,,,0.7649326349800842,Marvin Gaye,Ain't No Mountain High Enough,Norway
3485,,,USWD10423475,,,,,,,,,,,0.7645557613992046,Lillias White,The Gospel Truth I / Main Titles - Hercules,Norway
3486,,,USEE10800806,,,,,,,,,,,0.7644702395956252,Jason Mraz,Lucky,Norway
3487,,,USWD10732973,,,,,,,,,,,0.7636752009948882,Amy Adams,Happy Working Song - From ''Disney's Enchanted'',Norway
3488,,,USWD11778852,,,,,,,,,,,0.7635484997770524,Emma Watson,Something There,Norway
3489,,,USWD10527109,,,,,,,,,,,0.7619406396779614,Jodi Benson,Part Of Your World - From ''Disney's The Little Mermaid'',Norway
3490,,,USWD10423197,,,,,,,,,,,0.7595154993780262,Bruce Adler,Arabian Nights,Norway
3491,,,USIR19902220,,,,,,,,,,,0.7579636417889069,Smash Mouth,All Star,Norway
3492,,,USAT21102141,,,,,,,,,,,0.7576327360717446,Christina Perri,A Thousand Years,Norway
3493,,,USEE10800667,,,,,,,,,,,0.7554941272533569,Jason Mraz,I'm Yours,Norway
3494,,,CAC229700120,,,,,,,,,,,0.747794741082586,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",Norway
3495,,,USRC11601593,,,,,,,,,,,0.7473789257906422,Anna Kendrick,Get Back Up Again,Norway
3496,,,USWD10423140,,,,,,,,,,,0.7470122248654641,Phil Collins,Two Worlds,Norway
3497,,,USHR10924540,,,,,,,,,,,0.746580602561501,Miley Cyrus,When I Look At You,Norway
3498,,,USWD11778848,,,,,,,,,,,0.7451720368377078,Kevin Kline,How Does A Moment Last Forever (Music Box) - ミュージックボックス・バージョン / 『美女と野獣』より,Norway
3499,,,USAM10200173,,,,,,,,,,,0.7428168694112349,Bryan Adams,Here I Am,Norway
3500,,,GBQCP1400109,,,,,,,,,,,0.7421863384374774,Oasis,Wonderwall - Remastered,Norway
3501,,,USWD10110147,,,,,,,,,,,0.7407627545206924,Christina Aguilera,Reflection - Pop Version,Norway
3502,,,USWD11778849,,,,,,,,,,,0.7407390320365261,Emma Watson,Belle (Reprise),Norway
3503,,,USWD11778857,,,,,,,,,,,0.7361215415061236,Audra McDonald,Beauty and the Beast (Finale),Norway
3504,,,USWD11569823,,,,,,,,,,,0.7347619258094075,Helena Bonham Carter,Bibbidi-Bobbidi-Boo (The Magic Song),Norway
3505,,,USQ4E1602399,,,,,,,,,,,0.7325518224896951,Nick Kroll,"Shake It Off - From ""Sing"" Original Motion Picture Soundtrack",Norway
3506,,,USWD10110094,,,,,,,,,,,0.7322261339128374,Bill Shirley,Once Upon A Dream - From ''Walt Disney's Sleeping Beauty'',Norway
3507,,,USWD10732100,,,,,,,,,,,0.7313048463497096,Troy,Everyday,Norway
3508,,,USWD11054901,,,,,,,,,,,0.7311218107144433,Mandy Moore,"Healing Incantation - From ""Tangled""/Soundtrack Version",Norway
3509,,,USWD10321765,,,,,,,,,,,0.7291532542258407,Dick Van Dyke,Chim Chim Cher-ee,Norway
3510,,,USWD10220406,,,,,,,,,,,0.7287678276936228,Julie Andrews,"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version",Norway
3511,,,USUM71510152,,,,,,,,,,,0.7270727613197899,Ariana Grande,"Zero To Hero - From ""Hercules""",Norway
3512,,,USWD10220401,,,,,,,,,,,0.7257343814334969,Jesse Corti,Gaston,Norway
3513,,,USWD10321346,,,,,,,,,,,0.725339612480265,Jeremy Irons,"Be Prepared - From ""The Lion King"" / Soundtrack Version",Norway
3514,,,USWD10628831,,,,,,,,,,,0.7246679333563782,Sheryl Crow,Real Gone,Norway
3515,,,USWD11677917,,,,,,,,,,,0.7241516493115291,Marcy Harriell,More - Outtake,Norway
3516,,,USCJY0803328,,,,,,,,,,,0.7232003913256263,Taylor Swift,You Belong With Me,Norway
3517,,,USWD10732095,,,,,,,,,,,0.7230891823493011,Troy And Gabriella,You Are The Music In Me,Norway
3518,,,USRC11601594,,,,,,,,,,,0.7224495370521495,Anna Kendrick,The Sound Of Silence,Norway
3519,,,USWD10730751,,,,,,,,,,,0.7223129919399288,Rob Thomas,Little Wonders,Norway
3520,,,USWD11778856,,,,,,,,,,,0.7221647125873709,Luke Evans,The Mob Song,Norway
3521,,,USWD10732976,,,,,,,,,,,0.7214028338436437,Carrie Underwood,"Ever Ever After - From ""Enchanted"" / Soundtrack Version",Norway
3522,,,USWD10321079,,,,,,,,,,,0.7210826129630019,Jodi Benson,"Part Of Your World (Reprise) (from ""The Little Mermaid"") - From ""The Little Mermaid""/ Soundtrack Version",Norway
3523,,,USWD10936990,,,,,,,,,,,0.7199655442372612,Leon-Wooley,When We're Human (feat. Terence Blanchard),Norway
3524,,,USWD10321248,,,,,,,,,,,0.7181908098451594,Lebo M.,"The Lion Sleeps Tonight - From ""The Lion King""/Original Broadway Cast Recording",Norway
3525,,,USWD10732972,,,,,,,,,,,0.716548111556609,Amy Adams,"True Love's Kiss - From ""Enchanted""/ Soundtrack Version",Norway
3526,,,GBHMU1300210,,,,,,,,,,,0.7148692080120541,One Direction,Story of My Life,Norway
3527,,,USWD10936985,,,,,,,,,,,0.7139922648969924,Dr. John,"Down in New Orleans - From ""The Princess and the Frog""/Soundtrack Version",Norway
3528,,,USQ4E1602393,,,,,,,,,,,0.7135864723227178,Taron Egerton,"The Way I Feel Inside - From ""Sing"" Original Motion Picture Soundtrack",Norway
3529,,,USHR10622325,,,,,,,,,,,0.7125298906484251,Plain White T's,Hey There Delilah - Bonus Track,Norway
3530,,,USWD10220402,,,,,,,,,,,0.711944062815188,Pat Carroll,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",Norway
3531,,,GBAYE1000769,,,,,,,,,,,0.7112225434225047,John Lennon,Imagine - 2010 - Remaster,Norway
3532,,,USDW10110179,,,,,,,,,,,0.7095327398193298,Rufus Wainwright,Hallelujah,Norway
3533,,,USMAC9300084,,,,,,,,,,,0.7093777307273883,"Israel ""IZ"" Kamakawiwoole",Over The Rainbow/What A Wonderful World,Norway
3534,,,USSM10411310,,,,,,,,,,,0.7075185098996991,Michael Bolton,Go the Distance,Norway
3535,,,USWD10423141,,,,,,,,,,,0.706930934045045,Rosie O'Donnell,Trashin' The Camp,Norway
3536,,,USWD10423481,,,,,,,,,,,0.7052549976035188,Cheryl Freeman,A Star Is Born,Norway
3537,,,USWD11366382,,,,,,,,,,,0.7031191442092384,Christophe Beck,Vuelie,Norway
3538,,,USWD10834896,,,,,,,,,,,0.7020867575822413,High School Musical Cast,We're All In This Together (Graduation Mix) - Original Version,Norway
3539,,,USWD10321112,,,,,,,,,,,0.7016578585425018,Ilene Woods,A Dream Is A Wish Your Heart Makes - Soundtrack,Norway
3540,,,USWD10423776,,,,,,,,,,,0.6983134873644837,Chorus - The Lion King 2: Simba's Pride,One of Us,Norway
3541,,,USHR10421324,,,,,,,,,,,0.6982426000339391,Jesse McCartney,Beautiful Soul,Norway
3542,,,GBAYE0601713,,,,,,,,,,,0.697914171297253,The Beatles,Let It Be - Remastered,Norway
3543,,,USWD10220404,,,,,,,,,,,0.6971107684481364,Scatman Crothers,Ev'rybody Wants To Be A Cat,Norway
3544,,,USSM10803009,,,,,,,,,,,0.6970089533732298,The Fray,You Found Me,Norway
3545,,,USSM19801545,,,,,,,,,,,0.6965896822776447,Aerosmith,I Don't Want to Miss a Thing,Norway
3546,,,USWD11048341,,,,,,,,,,,0.696566504364445,Hannah Montana,I'll Always Remember You,Norway
3547,,,USWD10834890,,,,,,,,,,,0.6954102413779906,High School Musical Cast,"Right Here, Right Now",Norway
3548,,,USWD10220229,,,,,,,,,,,0.6953070570348234,Paige O'Hara,Something There,Norway
3549,,,USHR10723196,,,,,,,,,,,0.6949250269199092,Jonas Brothers,When You Look Me In The Eyes,Norway
3550,,,USWD10732099,,,,,,,,,,,0.6945011990414025,Troy,Bet On It,Norway
3551,,,USWD11778845,,,,,,,,,,,0.6941840060533921,Audra McDonald,Aria,Norway
3552,,,USRE19600337,,,,,,,,,,,0.6938709176907437,Rusted Root,Send Me On My Way,Norway
3553,,,USWD11038143,,,,,,,,,,,0.6930151876058421,Demi Lovato,Wouldn't Change a Thing,Norway
3554,,,USWD10628673,,,,,,,,,,,0.692657900838215,Hannah Montana,The Best of Both Worlds,Norway
3555,,,USWD10220003,,,,,,,,,,,0.6907478628209656,Cliff Edwards,When You Wish Upon a Star,Norway
3556,,,USWD10220295,,,,,,,,,,,0.6895087166215195,Bill Lee,"Cruella De Vil - From ""101 Dalmatians""/ Soundtrack Version",Norway
3557,,,USWD11054837,,,,,,,,,,,0.6885264747898366,Mandy Moore,"When Will My Life Begin - Reprise 1/From ""Tangled""/Soundtrack Version",Norway
3558,,,USEE11000168,,,,,,,,,,,0.6884504319852938,Bruno Mars,Count On Me,Norway
3559,,,USHR10823924,,,,,,,,,,,0.685706760016377,Jonas Brothers,Lovebug,Norway
3560,,,USWD10423203,,,,,,,,,,,0.6836900102300879,Robin Williams,Friend Like Me - 『アラジン』より,Norway
3561,,,USWD11571325,,,,,,,,,,,0.6832541727909599,Dove Cameron,If Only,Norway
3562,,,USCJY0803447,,,,,,,,,,,0.68288234361273,Taylor Swift,Love Story,Norway
3563,,,USCJY0803263,,,,,,,,,,,0.6827431265230601,Taylor Swift,Crazier,Norway
3564,,,USQ4E1602409,,,,,,,,,,,0.6818022501607237,Jennifer Hudson,"Hallelujah - Duet Version / From ""Sing"" Original Motion Picture Soundtrack",Norway
3565,,,USWD11677995,,,,,,,,,,,0.68125521460865,Christopher Jackson,"Where You Are - From ""Vaiana""",Norway
3566,,,USWD10210262,,,,,,,,,,,0.68038333767527,A*Teens,"Can't Help Falling In Love - From ""Lilo & Stitch""/Soundtrack Version",Norway
3567,,,USWD11054900,,,,,,,,,,,0.6802972731900762,Mandy Moore,When Will My Life Begin (Reprise 2),Norway
3568,,,USWD10423480,,,,,,,,,,,0.679891317739989,Danny DeVito,One Last Hope,Norway
3569,,,USWD11366064,,,,,,,,,,,0.679122800250651,Alex G,Disney Classics Medley,Norway
3570,,,USWD11783647,,,,,,,,,,,0.6780299262751549,Gael Garcia Bernal,Remember Me (Lullaby),Norway
3571,,,USWD10220458,,,,,,,,,,,0.6775093421527042,Adriana Caselotti,"Some Day My Prince Will Come - From ""Snow White and the Seven Dwarfs"" / Soundtrack Version",Norway
3572,,,USWD11779891,,,,,,,,,,,0.6772122856097375,Jordan Fisher,Happily Ever After - Full Version,Norway
3573,,,USWD10210157,,,,,,,,,,,0.676901530602727,Billy Crystal,If I Didn't Have You - 『モンスターズ・インク』より,Norway
3574,,,GBUM70600345,,,,,,,,,,,0.6762370920493875,Snow Patrol,Chasing Cars,Norway
3575,,,USRC16406215,,,,,,,,,,,0.676145872333959,Julie Andrews,Do-Re-Mi,Norway
3576,,,USWD11263937,,,,,,,,,,,0.676075111068199,Owl City,When Can I See You Again?,Norway
3577,,,USWD10423207,,,,,,,,,,,0.6753889976714027,Jonathan Freeman,"Prince Ali (Reprise) - From ""Aladdin""/Soundtrack Version",Norway
3578,,,USWD11676303,,,,,,,,,,,0.6746456850510845,Sabrina Carpenter,A Dream is a Wish Your Heart Makes/So This is Love,Norway
3579,,,USRC10800301,,,,,,,,,,,0.6737250837257468,Kings of Leon,Use Somebody,Norway
3580,,,USWB10704707,,,,,,,,,,,0.6728387379669072,The Goo Goo Dolls,Iris,Norway
3581,,,USSM17200399,,,,,,,,,,,0.6719532062530056,Electric Light Orchestra,Mr. Blue Sky,Norway
3582,,,USWD10321898,,,,,,,,,,,0.6716388467059805,The Dwarf Chorus,Heigh-Ho,Norway
3583,,,GBCTA0400265,,,,,,,,,,,0.6714837428742365,Kelly Clarkson,Because of You,Norway
3584,,,GBBKS1000351,,,,,,,,,,,0.6707662475405239,Adele,Someone Like You,Norway
