,PlaylistUri,Name,Isrc,Artist,TrackName,scores,isrc_x,artist,title,seed_playlist_uri,isrc_y,track_artist,track_title,days_on_playlist,playlist_uri
14,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10220438,Roger Bart,Go the Distance - 『ヘラクレス』より,,,,,,USWD10220438,Roger Bart,Go the Distance,50.0,malaysia_top_test
15,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11366376,Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",1.030946961268426,USWD11366376,Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",malaysia_top_test,,,,,
16,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11779681,"ZZ Ward,Gary Clark Jr.",Ride (feat. Gary Clark Jr.),,,,,,,,,,
17,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11569822,Lily James,A Dream Is a Wish Your Heart Makes,0.8400678425312846,USWD11569822,Lily James,A Dream Is a Wish Your Heart Makes,malaysia_top_test,,,,,
18,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11366344,Demi Lovato,"Let It Go - From ""Frozen / Single Version",0.9292505638324439,USWD11366344,Demi Lovato,"Let It Go - From ""Frozen / Single Version",malaysia_top_test,,,,,
19,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10110154,"Peabo Bryson,Regina Belle",A Whole New World (Aladdin's Theme),0.7642627877642465,USWD10110154,Peabo Bryson,"Whole New World (Aladdin's Theme) - From ""Aladdin""/Soundtrack Version",malaysia_top_test,,,,,
20,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10220463,Samuel E. Wright,"Under the Sea - From ""The Little Mermaid""",1.0473548430550643,USWD10220463,Samuel E. Wright,"Under the Sea - From ""The Little Mermaid""/ Soundtrack Version",malaysia_top_test,,,,,
21,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10110093,Samuel E. Wright,"Kiss the Girl - From ""The Little Mermaid""/ Soundtrack Version",1.0083079882912642,USWD10110093,Samuel E. Wright,"Kiss the Girl - From ""The Little Mermaid""/Soundtrack Version",malaysia_top_test,,,,,
22,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10220442,Judy Kuhn,"Just Around the Riverbend - From ""Pocahontas"" / Soundtrack Version",,,,,,USWD10220442,Judy Kuhn,Just Around The Riverbend,50.0,malaysia_top_test
23,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11569823,Helena Bonham Carter,Bibbidi-Bobbidi-Boo (The Magic Song),0.8814779142366336,USWD11569823,Helena Bonham Carter,Bibbidi-Bobbidi-Boo (The Magic Song),malaysia_top_test,,,,,
24,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10936987,Anika Noni Rose,"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",0.9812544638956333,USWD10936987,Anika Noni Rose,"Almost There - From ""The Princess and the Frog"" / Soundtrack Version",malaysia_top_test,,,,,
25,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11054842,"Mandy Moore,Zachary Levi","I See the Light - From ""Tangled"" / Soundtrack Version",0.9829278627076693,USWD11054842,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",malaysia_top_test,,,,,
26,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10423005,Judy Kuhn,"Colors Of The Wind - From ""Pocahontas""",0.9788965665498521,USWD10423005,Judy Kuhn,"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",malaysia_top_test,,,,,
27,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10220465,Angela Lansbury,"Beauty and the Beast - From ""Beauty and the Beast"" / Soundtrack Version",0.9978313792347698,USWD10220465,Angela Lansbury,Beauty and the Beast,malaysia_top_test,,,,,
28,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10110091,Lea Salonga,"Reflection - From ""Mulan"" / Soundtrack Version",,,,,,USWD10110091,Lea Salonga,Reflection,50.0,malaysia_top_test
29,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10423200,Brad Kane,One Jump Ahead,0.9519191323489271,USWD10423200,Brad Kane,One Jump Ahead,malaysia_top_test,,,,,
30,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11262963,Julie Fowlis,"Into The Open Air - From ""Brave"" / Soundtrack Version",0.8273429160300125,USWD11262963,Julie Fowlis,"Into The Open Air - From ""Brave""/Soundtrack",malaysia_top_test,,,,,
31,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10110108,Randy Newman,"You've Got a Friend In Me - From ""Toy Story""",1.0130159789750997,USWD10110108,Randy Newman,"You've Got A Friend In Me - From ""Toy Story""/ Soundtrack",malaysia_top_test,,,,,
32,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10732972,"Amy Adams,James Marsden","True Love's Kiss - From ""Enchanted""/ Soundtrack Version",0.8624222487033905,USWD10732972,Amy Adams,"True Love's Kiss - From ""Enchanted""/ Soundtrack Version",malaysia_top_test,,,,,
33,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11676572,Sia,Unforgettable,,,,,,,,,,
34,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10210157,"Billy Crystal,John Goodman",If I Didn't Have You,0.8301569527319288,USWD10210157,Billy Crystal,If I Didn't Have You - 『モンスターズ・インク』より,malaysia_top_test,,,,,
35,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10210253,"Mark Keali'i Ho'omalu,Kamehameha Schools Children's Chorus",Hawaiian Roller Coaster Ride,0.9866718951135821,USWD10210253,Mark Keali'i Ho'omalu,"Hawaiian Roller Coaster Ride - From ""Lilo & Stitch""/Soundtrack Version",malaysia_top_test,,,,,
36,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11366375,"Kristen Bell,Santino Fontana","Love Is an Open Door - From ""Frozen""/Soundtrack Version",1.055592180635137,USWD11366375,Kristen Bell,Love Is an Open Door,malaysia_top_test,,,,,
37,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10423475,"Cheryl Freeman,LaChanze,Vaneese Thomas,Lillias White,Roz Ryan",The Gospel Truth I / Main Titles - Hercules - 『ヘラクレス』より,0.9366582700241077,USWD10423475,Lillias White,The Gospel Truth I / Main Titles - Hercules,malaysia_top_test,,,,,
38,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10322246,"Chorus - Hercules,Lillias White,Cheryl Freeman,LaChanze,Roz Ryan,Vaneese Thomas,Tawatha Agee",Zero To Hero - 『ヘラクレス』より,1.0058301343438312,USWD10322246,Chorus - Hercules,Zero To Hero - 『ヘラクレス』より,malaysia_top_test,,,,,
39,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10732975,Jon McLaughlin,"So Close - From ""Enchanted""/Soundtrack Version",0.7993716335631604,USWD10732975,Jon McLaughlin,So Close - 『魔法にかけられて』より,malaysia_top_test,,,,,
40,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11469080,Fall Out Boy,"Immortals - From ""Big Hero 6”",0.8280123141982957,USWD11469080,Fall Out Boy,Immortals,malaysia_top_test,,,,,
41,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10220758,Elton John,"Can You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",0.8332837597382536,USWD10220758,Elton John,Can You Feel the Love Tonight,malaysia_top_test,,,,,
42,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10423008,"Phil Harris,Bruce Reitherman",The Bare Necessities,,,,,,USWD10423008,Phil Harris,The Bare Necessities,50.0,malaysia_top_test
43,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11570628,"Kuana Torres Kahele,Napua Greig,James Ford Murphy","Lava - From ""Lava""",0.8461780237091883,USWD11570628,Kuana Torres Kahele,Lava,malaysia_top_test,,,,,
44,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10210262,A*Teens,Can't Help Falling In Love,,,,,,,,,,
45,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10210160,"Joseph Williams,Sally Dworsky,Nathan Lane,Ernie Sabella,Kristle Edwards",Can You Feel the Love Tonight - 『ライオン・キング』より,1.0334345287201043,USWD10210160,Joseph Williams,Can You Feel The Love Tonight,malaysia_top_test,,,,,
46,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10220402,Pat Carroll,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",0.8747444453257015,USWD10220402,Pat Carroll,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",malaysia_top_test,,,,,
47,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10220705,Phil Collins,You'll Be In My Heart,0.7242751327499297,USWD10220705,Phil Collins,You Will Be In My Heart,malaysia_top_test,,,,,
48,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10220403,Jodi Benson,Part Of Your World,,,,,,USWD10220403,Jodi Benson,Part of Your World,50.0,malaysia_top_test
49,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10110147,Christina Aguilera,Reflection,0.8471668080957557,USWD10110147,Christina Aguilera,Reflection - Pop Version,malaysia_top_test,,,,,
50,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10110149,Vanessa Williams,Colors Of The Wind - End Title,0.7334178029945296,USWD10110149,Vanessa Williams,"Colors Of The Wind - From ""Pocahontas""/Soundtrack Version",malaysia_top_test,,,,,
51,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11054841,"Mandy Moore,Brad Garrett,Ensemble - Tangled,Zachary Levi,Jeffrey Tambor","I've Got a Dream - From ""Tangled""/Soundtrack Version",0.9919104396650292,USWD11054841,Mandy Moore,"I've Got a Dream - From ""Tangled""/Soundtrack Version",malaysia_top_test,,,,,
52,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10321765,"Dick Van Dyke,Julie Andrews,Karen Dotrice,Matthew Garber","Chim Chim Cher-ee - From ""Mary Poppins""/Soundtrack Version",0.8439945913305413,USWD10321765,Dick Van Dyke,Chim Chim Cher-ee,malaysia_top_test,,,,,
53,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11677860,Dwayne Johnson,You're Welcome,1.0188193058327477,USWD11677860,Dwayne Johnson,You're Welcome,malaysia_top_test,,,,,
54,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11677855,Auli'i Cravalho,How Far I'll Go,1.018421793727896,USWD11677855,Auli'i Cravalho,How Far I'll Go,malaysia_top_test,,,,,
55,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10320942,Julie Andrews,Supercalifragilisticexpialidocious,,,,,,USWD10320942,Julie Andrews,Supercalifragilisticexpialidocious,50.0,malaysia_top_test
56,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10322240,"Lea Salonga,Beth Fowler,Marni Nixon,Chorus - Mulan",Honor To Us All,,,,,,USWD10322240,Beth Fowler & Lea Salonga,Honor To Us All,50.0,malaysia_top_test
57,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10423004,"Donny Osmond,Chorus - Mulan",I'll Make a Man Out of You,1.0786483949661556,USWD10423004,Donny Osmond,"I'll Make a Man Out of You - From ""Mulan""/Soundtrack",malaysia_top_test,,,,,
58,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10423390,"Lea Salonga,Harvey Fierstein,Matthew Wilder,James Hong,Jerry Tondo",A Girl Worth Fighting For,1.0079318290483008,USWD10423390,Harvey Fierstein,"A Girl Worth Fighting For - From ""Mulan""/Soundtrack",malaysia_top_test,,,,,
59,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10423006,"Angela Lansbury,Chorus - Beauty And the Beast,Jerry Orbach",Be Our Guest,0.9926941681417522,USWD10423006,Angela Lansbury,"Be Our Guest - From ""Beauty and the Beast""/Soundtrack",malaysia_top_test,,,,,
60,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11467130,Lana Del Rey,"Once Upon a Dream - From ""Maleficent"" / Pop Version",,,,,,,,,,
61,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10936992,"Jim Cummings,Terence Blanchard",Ma Belle Evangeline,0.7792425291612285,USWD10936992,Jim Cummings,"Ma Belle Evangeline - From ""The Princess and the Frog""/Soundtrack Version",malaysia_top_test,,,,,
62,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10732000,Camille,"Le Festine - From ""Ratatouille""/Soundtrack Version",,,,,,,,,,
63,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11054838,Donna Murphy,"Mother Knows Best - From ""Tangled""/Soundtrack Version",0.9035685350779521,USWD11054838,Donna Murphy,"Mother Knows Best - From ""Tangled""/Soundtrack Version",malaysia_top_test,,,,,
64,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10423141,"Rosie O'Donnell,Phil Collins,Cast - Tarzan",Trashin' The Camp,0.8573919298930345,USWD10423141,Rosie O'Donnell,Trashin' The Camp,malaysia_top_test,,,,,
65,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10110113,"Lyle Lovett,Randy Newman","You've Got A Friend In Me - From ""Toy Story"" / Duet",0.7843209527619471,USWD10110113,Lyle Lovett,"You've Got A Friend In Me - From ""Toy Story""/Duet",malaysia_top_test,,,,,
66,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11575402,Shakira,"Try Everything - De ""Zootopie""",0.9273839180395748,USWD11575402,Shakira,Try Everything - 『ズートピア』より,malaysia_top_test,,,,,
67,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD10321345,"Jason Weaver,Rowan Atkinson,Laura Williams",I Just Can't Wait to Be King,,,,,,USWD10321345,Jason Weaver,I Just Can't Wait to Be King,50.0,malaysia_top_test
68,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11263937,Owl City,When Can I See You Again?,,,,,,USWD11263937,Owl City,When Can I See You Again?,50.0,malaysia_top_test
69,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11784450,Inigo Pascual,"Remember Me - From ""Coco""",,,,,,,,,,
70,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11678539,A-Lin,Hai Yang Zhi Xin - A-Lin Version,,,,,,,,,,
71,spotify:user:128899670:playlist:7Hgc75ZscVfZRKHwizaScC,Shiok Disney Hits,USWD11784571,Mao Buyi,"Remember Me (Mao Bu Yi Version) - From ""Coco""",,,,,,,,,,
72,,,,,,1.023484992215001,USWD10527743,High School Musical Cast,We're All In This Together,malaysia_top_test,,,,,
73,,,,,,1.0153619042731155,USWD11366364,Kristen Bell,Do You Want To Build A Snowman?,malaysia_top_test,,,,,
74,,,,,,1.001100686854003,USWD11366365,Kristen Bell,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",malaysia_top_test,,,,,
75,,,,,,0.9804935241797158,USWD11677861,Jemaine Clement,Shiny,malaysia_top_test,,,,,
76,,,,,,0.9736638088484888,USWD10834891,High School Musical Cast,Can I Have This Dance,malaysia_top_test,,,,,
77,,,,,,0.9723990712905166,USWD10110146,Phil Collins,You'll Be In My Heart,malaysia_top_test,,,,,
78,,,,,,0.9722773792405065,USWD11677863,Rachel House,I Am Moana (Song of the Ancestors),malaysia_top_test,,,,,
79,,,,,,0.9700829572370855,USWD10732098,Zac Efron,Gotta Go My Own Way,malaysia_top_test,,,,,
80,,,,,,0.9687934421074025,USWD11677859,Opetaia Foa'i,We Know The Way,malaysia_top_test,,,,,
81,,,,,,0.9623858010237677,USWD11677854,Christopher Jackson,Where You Are,malaysia_top_test,,,,,
82,,,,,,0.961608268437119,USWD10732095,Troy And Gabriella,You Are The Music In Me,malaysia_top_test,,,,,
83,,,,,,0.959958370335807,USWD10731999,Zac Efron,"What Time Is It - From ""High School Musical 2""/Soundtrack Version",malaysia_top_test,,,,,
84,,,,,,0.9571419711521432,USWD11366380,Maia Wilson,Fixer Upper,malaysia_top_test,,,,,
85,,,,,,0.9557423809682742,USWD11366378,Josh Gad,In Summer,malaysia_top_test,,,,,
86,,,,,,0.9552903775310244,USWD10628832,Rascal Flatts,Life is a Highway,malaysia_top_test,,,,,
87,,,,,,0.9538552376396123,USWD10527737,High School Musical Cast,What I've Been Looking For,malaysia_top_test,,,,,
88,,,,,,0.9518389852873802,USWD11778847,Emma Watson,Belle,malaysia_top_test,,,,,
89,,,,,,0.9503579590760569,USWD10527736,Troy,Get'cha Head In The Game,malaysia_top_test,,,,,
90,,,,,,0.9477266500596296,USWD10527741,High School Musical Cast,Bop To The Top,malaysia_top_test,,,,,
91,,,,,,0.9460381676345393,USWD10732097,CHAD,"I Don't Dance - From ""High School Musical 2""/Soundtrack Version",malaysia_top_test,,,,,
92,,,,,,0.9449553347724199,USWD10732093,Sharpay Evans,"Fabulous - From ""High School Musical 2""/Soundtrack Version",malaysia_top_test,,,,,
93,,,,,,0.943904605056011,USWD10732974,Amy Adams,That's How You Know - 『魔法にかけられて』より,malaysia_top_test,,,,,
94,,,,,,0.9436921926843529,USWD10834896,High School Musical Cast,We're All In This Together (Graduation Mix) - Original Version,malaysia_top_test,,,,,
95,,,,,,0.9415260682541576,USWD10527739,High School Musical Cast,Stick to the Status Quo - 『ハイスクール・ミュージカル』より,malaysia_top_test,,,,,
96,,,,,,0.9372011261578984,USWD10834897,High School Musical Cast,High School Musical,malaysia_top_test,,,,,
97,,,,,,0.9371610108497384,USWD10423270,Paige O'Hara,Belle,malaysia_top_test,,,,,
98,,,,,,0.9364267609463608,USWD10834644,High School Musical Cast,Now Or Never,malaysia_top_test,,,,,
99,,,,,,0.9354044835776968,USWD10732100,Troy,Everyday,malaysia_top_test,,,,,
100,,,,,,0.9349469372763398,USWD10423003,Glenn Close,You'll Be In My Heart,malaysia_top_test,,,,,
101,,,,,,0.933694920753925,USWD10423197,Bruce Adler,Arabian Nights,malaysia_top_test,,,,,
102,,,,,,0.9336115723408869,USWD10732096,Sharpay Evans,HUMUHUMUNUKUNUKUAPUA'A - 『ハイスクール・ミュージカル2』より,malaysia_top_test,,,,,
103,,,,,,0.927475386941,USWD10527738,Troy,"What I've Been Looking For (Reprise) - From ""High School Musical""/Soundtrack Version",malaysia_top_test,,,,,
104,,,,,,0.9227685082718579,USWD10110151,Phil Collins,Strangers Like Me,malaysia_top_test,,,,,
105,,,,,,0.9220289138530626,USWD11570416,Randy Newman,You've Got a Friend in Me - Remastered 2015,malaysia_top_test,,,,,
106,,,,,,0.919619816780238,USWD10834893,Zac Efron,The Boys Are Back,malaysia_top_test,,,,,
107,,,,,,0.9195461527533968,USWD10834899,High School Musical Cast,Walk Away - 『ハイスクール・ミュージカル: ザ・ムービー』より,malaysia_top_test,,,,,
108,,,,,,0.9190064838395875,USWD11055017,Grace Potter,Something That I Want,malaysia_top_test,,,,,
109,,,,,,0.9183796169660939,USWD11778705,Ewan McGregor,Be Our Guest,malaysia_top_test,,,,,
110,,,,,,0.9178227085810952,USWD11366379,Kristen Bell,For the First Time in Forever (Reprise),malaysia_top_test,,,,,
111,,,,,,0.9177920648367754,USWD10732101,High School Musical Cast,"All For One - From ""High School Musical 2""/Soundtrack Version",malaysia_top_test,,,,,
112,,,,,,0.9156559434513578,USWD10527744,High School Musical Cast,I Can't Take My Eyes Off Of You,malaysia_top_test,,,,,
113,,,,,,0.9144880804926351,USWD10732094,High School Musical Cast,Work This Out,malaysia_top_test,,,,,
114,,,,,,0.9125583752299552,USWD10834840,High School Musical Cast,A Night To Remember,malaysia_top_test,,,,,
115,,,,,,0.9122797295775497,USWD10220401,Jesse Corti,Gaston,malaysia_top_test,,,,,
116,,,,,,0.910762196966233,USWD11778850,Josh Gad,Gaston,malaysia_top_test,,,,,
117,,,,,,0.9088140016833031,USWD10527740,Gabriella Montez,When There Was Me And You,malaysia_top_test,,,,,
118,,,,,,0.9086391943644523,USUM71510147,Ne-Yo,"Friend Like Me - From ""Aladdin""",malaysia_top_test,,,,,
119,,,,,,0.9075381076755162,USWD11677856,Auli'i Cravalho,How far I'll Go - リプライズ,malaysia_top_test,,,,,
120,,,,,,0.9067257087619327,USWD11677864,Auli'i Cravalho,Know Who You Are,malaysia_top_test,,,,,
121,,,,,,0.9064093823455526,USWD10732103,Sharpay Evans,You Are The Music In Me,malaysia_top_test,,,,,
122,,,,,,0.9016200493681089,USWD10834894,High School Musical Cast,Scream,malaysia_top_test,,,,,
123,,,,,,0.9005945945072308,USWD10732973,Amy Adams,Happy Working Song - From ''Disney's Enchanted'',malaysia_top_test,,,,,
124,,,,,,0.8976194491063495,USWD10834839,High School Musical Cast,I Want It All,malaysia_top_test,,,,,
125,,,,,,0.8973774866103345,USWD10834895,High School Musical Cast,Senior Year Spring Musical,malaysia_top_test,,,,,
126,,,,,,0.8973357991078145,USWD10210259,Mark Keali'i Ho'omalu,He Mele No Lilo - 『リロ・アンド・スティッチ』より,malaysia_top_test,,,,,
127,,,,,,0.8936889601979909,USWD10936990,Leon-Wooley,When We're Human (feat. Terence Blanchard),malaysia_top_test,,,,,
128,,,,,,0.8899891587960242,USWD11366377,Jonathan Groff,"Reindeer(s) Are Better Than People - From ""Frozen"" / Soundtrack Version",malaysia_top_test,,,,,
129,,,,,,0.8886711775093908,USWD11366363,Cast - Frozen,Frozen Heart,malaysia_top_test,,,,,
130,,,,,,0.8883920605205187,USWD11677874,Lin-Manuel Miranda,We Know The Way - Finale,malaysia_top_test,,,,,
131,,,,,,0.8867408120212986,USWD11778852,Emma Watson,Something There,malaysia_top_test,,,,,
132,,,,,,0.8860565100665042,USWD11054901,Mandy Moore,"Healing Incantation - From ""Tangled""/Soundtrack Version",malaysia_top_test,,,,,
133,,,,,,0.884711351705589,USWD11778854,Emma Thompson,Beauty and the Beast,malaysia_top_test,,,,,
134,,,,,,0.8836733056472279,USWD10321764,Louis Prima,I Wan'na Be Like You (The Monkey Song) - 『ジャングル・ブック』より,malaysia_top_test,,,,,
135,,,,,,0.8823688147822096,USWD11778859,Ariana Grande,Beauty and the Beast,malaysia_top_test,,,,,
136,,,,,,0.8778634784098288,USUM71510152,Ariana Grande,"Zero To Hero - From ""Hercules""",malaysia_top_test,,,,,
