,source_uri,isrc,year,month,monthly_streams,date
97,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA171610080,2018,4,17,2018-04-01
98,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USF186800061,2018,4,37,2018-04-01
99,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16400263,2018,4,82,2018-04-01
100,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA26700181,2018,4,171,2018-04-01
101,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBUM71406026,2018,4,197,2018-04-01
102,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAYE0601690,2018,4,218,2018-04-01
103,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA171120052,2018,4,149,2018-04-01
104,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM39000237,2018,4,228,2018-04-01
105,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USPR39402093,2018,4,231,2018-04-01
106,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USRH10723041,2018,4,252,2018-04-01
107,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF076520010,2018,4,207,2018-04-01
108,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF086900056,2018,4,167,2018-04-01
109,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA29001771,2018,4,1,2018-04-01
110,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCN17800055,2018,4,1,2018-04-01
111,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA175920030,2018,4,35,2018-04-01
112,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA29901262,2018,4,213,2018-04-01
113,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAYE0601423,2018,4,216,2018-04-01
114,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAAN6600008,2018,4,180,2018-04-01
115,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16500449,2018,4,224,2018-04-01
116,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF087600063,2018,4,1,2018-04-01
117,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16120213,2018,4,1,2018-04-01
118,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA176600010,2018,4,9,2018-04-01
119,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM39000246,2018,4,1,2018-04-01
120,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16100266,2018,4,225,2018-04-01
121,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM38900219,2018,4,1,2018-04-01
122,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USAM16900906,2018,4,219,2018-04-01
123,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USWWW0202698,2018,4,54,2018-04-01
124,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USPG19090023,2018,4,53,2018-04-01
125,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16400486,2018,4,196,2018-04-01
126,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16546885,2018,4,181,2018-04-01
127,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16758823,2018,4,266,2018-04-01
128,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA20500172,2018,4,1,2018-04-01
129,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16600448,2018,4,6,2018-04-01
130,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA20000220,2018,4,403,2018-04-01
131,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16010092,2018,4,1,2018-04-01
132,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16046323,2018,4,228,2018-04-01
133,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF080201245,2018,4,175,2018-04-01
134,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16419660,2018,4,192,2018-04-01
135,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16532700,2018,4,51,2018-04-01
136,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,BRONE0400012,2018,4,1,2018-04-01
137,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCN10100759,2018,4,175,2018-04-01
138,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC17146646,2018,4,1,2018-04-01
139,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA176460010,2018,4,40,2018-04-01
140,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAAN7000042,2018,4,1,2018-04-01
141,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USSM16600097,2018,4,1,2018-04-01
142,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAKW6701004,2018,4,220,2018-04-01
143,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16010079,2018,4,1,2018-04-01
144,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAAM7200002,2018,4,1,2018-04-01
145,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM39100180,2018,4,204,2018-04-01
146,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16490001,2018,4,257,2018-04-01
147,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USWWW0130327,2018,4,65,2018-04-01
148,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16200263,2018,4,70,2018-04-01
149,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF086800754,2018,4,7,2018-04-01
150,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA28800102,2018,4,224,2018-04-01
151,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA20000789,2018,4,211,2018-04-01
152,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16400446,2018,4,208,2018-04-01
153,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16419992,2018,4,4,2018-04-01
154,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16419960,2018,4,1,2018-04-01
155,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC18819656,2018,4,1,2018-04-01
156,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USFDB0614194,2018,4,25,2018-04-01
157,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA176510160,2018,4,186,2018-04-01
158,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USLA19100004,2018,5,28,2018-05-01
159,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USFDB0614194,2018,5,10,2018-05-01
160,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCN10100759,2018,5,40,2018-05-01
161,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA171120052,2018,5,45,2018-05-01
162,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USLA19000001,2018,5,82,2018-05-01
163,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA26700181,2018,5,47,2018-05-01
164,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16532700,2018,5,36,2018-05-01
165,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAYE0601423,2018,5,55,2018-05-01
166,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USPG16590023,2018,5,31,2018-05-01
167,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM39100180,2018,5,43,2018-05-01
168,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBUM71406026,2018,5,60,2018-05-01
169,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USFI86800061,2018,5,37,2018-05-01
170,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16100266,2018,5,106,2018-05-01
171,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USLA19300013,2018,5,15,2018-05-01
172,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16046323,2018,5,50,2018-05-01
173,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16800531,2018,5,52,2018-05-01
174,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USPG19090023,2018,5,20,2018-05-01
175,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA171610080,2018,5,2,2018-05-01
176,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USWWW0202698,2018,5,15,2018-05-01
177,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USFI86900185,2018,5,3,2018-05-01
178,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USC4R0817604,2018,5,39,2018-05-01
179,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA176600010,2018,5,5,2018-05-01
180,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16758823,2018,5,117,2018-05-01
181,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA176460010,2018,5,25,2018-05-01
182,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA28800102,2018,5,74,2018-05-01
183,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF086900056,2018,5,35,2018-05-01
184,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,QMFMK1316006,2018,5,16,2018-05-01
185,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF076420160,2018,5,25,2018-05-01
186,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM39000237,2018,5,53,2018-05-01
187,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAYE0601690,2018,5,56,2018-05-01
188,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USF186800061,2018,5,3,2018-05-01
189,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16991138,2018,5,58,2018-05-01
190,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USAM16900906,2018,5,52,2018-05-01
191,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA20000789,2018,5,48,2018-05-01
192,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USWWW0130327,2018,5,41,2018-05-01
193,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBA076700020,2018,5,36,2018-05-01
194,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16582593,2018,5,56,2018-05-01
195,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA20000220,2018,5,131,2018-05-01
196,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA176510160,2018,5,57,2018-05-01
197,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16490001,2018,5,49,2018-05-01
198,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16500449,2018,5,41,2018-05-01
199,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16419660,2018,5,28,2018-05-01
200,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF086600001,2018,5,33,2018-05-01
201,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16600489,2018,5,74,2018-05-01
202,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA176610020,2018,5,95,2018-05-01
203,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16419992,2018,5,6,2018-05-01
204,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16600346,2018,5,115,2018-05-01
205,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,US3M50121006,2018,5,38,2018-05-01
206,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16600488,2018,5,50,2018-05-01
207,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16400263,2018,5,26,2018-05-01
208,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16546885,2018,5,37,2018-05-01
209,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF076520010,2018,5,111,2018-05-01
210,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA21002682,2018,5,40,2018-05-01
211,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA20100360,2018,5,44,2018-05-01
212,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USAM10200063,2018,5,30,2018-05-01
213,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM38500084,2018,5,53,2018-05-01
214,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM39100488,2018,5,4,2018-05-01
215,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16532697,2018,5,55,2018-05-01
216,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16600448,2018,5,6,2018-05-01
217,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,QMFMK1317016,2018,5,27,2018-05-01
218,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USRH10723041,2018,5,93,2018-05-01
219,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA175920030,2018,5,13,2018-05-01
220,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA29901262,2018,5,67,2018-05-01
221,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16400486,2018,5,58,2018-05-01
222,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USPR36309035,2018,5,59,2018-05-01
223,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF080201245,2018,5,25,2018-05-01
224,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM38700071,2018,5,107,2018-05-01
225,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16200263,2018,5,30,2018-05-01
226,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USPR39402093,2018,5,70,2018-05-01
227,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAAN6600008,2018,5,44,2018-05-01
228,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16700534,2018,5,111,2018-05-01
229,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAKW6701004,2018,5,48,2018-05-01
230,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16846563,2018,5,42,2018-05-01
231,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USC4R0817618,2018,5,102,2018-05-01
232,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16400446,2018,5,65,2018-05-01
233,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF086800754,2018,5,7,2018-05-01
234,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16800531,2018,6,242,2018-06-01
235,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16846563,2018,6,217,2018-06-01
236,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USFI86800061,2018,6,223,2018-06-01
237,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16500449,2018,6,234,2018-06-01
238,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16532700,2018,6,256,2018-06-01
239,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA175920030,2018,6,95,2018-06-01
240,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16546885,2018,6,304,2018-06-01
241,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16100266,2018,6,804,2018-06-01
242,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCN10100759,2018,6,285,2018-06-01
243,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM38500084,2018,6,323,2018-06-01
244,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16758823,2018,6,559,2018-06-01
245,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA176610020,2018,6,438,2018-06-01
246,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USPR36309035,2018,6,297,2018-06-01
247,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USEM39000237,2018,6,385,2018-06-01
248,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBAYE0601423,2018,6,593,2018-06-01
249,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF080201245,2018,6,209,2018-06-01
250,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16582593,2018,6,458,2018-06-01
251,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USPG19090023,2018,6,175,2018-06-01
252,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USA176600010,2018,6,25,2018-06-01
253,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA29901262,2018,6,237,2018-06-01
254,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USLA19100004,2018,6,118,2018-06-01
255,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16600346,2018,6,649,2018-06-01
256,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA20000220,2018,6,394,2018-06-01
257,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16400486,2018,6,269,2018-06-01
258,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,US3M50121006,2018,6,338,2018-06-01
259,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16700534,2018,6,637,2018-06-01
260,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,QMFMK1316006,2018,6,98,2018-06-01
261,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16419992,2018,6,29,2018-06-01
262,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF076420160,2018,6,103,2018-06-01
263,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMC16419660,2018,6,130,2018-06-01
264,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,GBF086900056,2018,6,208,2018-06-01
265,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USCA26700181,2018,6,213,2018-06-01
266,spotify:playlist:4s7p3F08ccbPUKJMExJGKw,USMO16600488,2018,6,433,2018-06-01
