,source_uri,isrc,year,month,monthly_streams,date
1234,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC18416576,2017,4,1,2017-04-01
1235,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBCEN1602906,2017,4,1,2017-04-01
1236,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM70818055,2017,4,1,2017-04-01
1237,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAMB7500013,2017,4,607,2017-04-01
1238,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR39412221,2017,4,1,2017-04-01
1239,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GB77R1400026,2017,4,850,2017-04-01
1240,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA28900153,2017,4,606,2017-04-01
1241,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO17382638,2017,4,599,2017-04-01
1242,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCN18600038,2017,4,478,2017-04-01
1243,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USDW10110256,2017,4,1,2017-04-01
1244,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USIR10211066,2017,4,1,2017-04-01
1245,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBALX8300088,2017,4,1,2017-04-01
1246,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71029619,2017,4,810,2017-04-01
1247,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAMB9500047,2017,4,1,2017-04-01
1248,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR39402229,2017,4,1,2017-04-01
1249,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAYE0901205,2017,4,1,2017-04-01
1250,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPG19290093,2017,4,1,2017-04-01
1251,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USAM10200426,2017,4,1,2017-04-01
1252,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAN7200016,2017,4,570,2017-04-01
1253,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37400013,2017,4,543,2017-04-01
1254,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71200595,2017,4,1,2017-04-01
1255,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA28800173,2017,4,572,2017-04-01
1256,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM70909464,2017,4,105,2017-04-01
1257,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USEM38600091,2017,4,522,2017-04-01
1258,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBF088500675,2017,4,1,2017-04-01
1259,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37900069,2017,4,715,2017-04-01
1260,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC17446153,2017,4,845,2017-04-01
1261,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCN17600069,2017,4,42,2017-04-01
1262,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAKW7801011,2017,4,607,2017-04-01
1263,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR39330175,2017,4,1,2017-04-01
1264,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USIR27700008,2017,4,362,2017-04-01
1265,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,NLF057090038,2017,4,120,2017-04-01
1266,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM71021480,2017,4,662,2017-04-01
1267,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEUM71100727,2017,4,1,2017-04-01
1268,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USAM17500299,2017,4,619,2017-04-01
1269,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR39402398,2017,4,113,2017-04-01
1270,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBCCS1000004,2017,4,765,2017-04-01
1271,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USAM10000274,2017,4,612,2017-04-01
1272,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUG11700215,2017,4,1,2017-04-01
1273,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC17948997,2017,4,663,2017-04-01
1274,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM71703085,2017,4,1,2017-04-01
1275,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USWWW0201912,2017,4,611,2017-04-01
1276,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM70507243,2017,4,684,2017-04-01
1277,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37807188,2017,4,2,2017-04-01
1278,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM71011769,2017,4,1,2017-04-01
1279,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC19549959,2017,4,1,2017-04-01
1280,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37800083,2017,4,81,2017-04-01
1281,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAMB9500072,2017,4,1,2017-04-01
1282,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO18000379,2017,4,164,2017-04-01
1283,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEAYD7301010,2017,4,546,2017-04-01
1284,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USIR20000163,2017,4,1,2017-04-01
1285,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA20200334,2017,4,591,2017-04-01
1286,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71106193,2017,4,1,2017-04-01
1287,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM70604371,2017,4,13,2017-04-01
1288,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37800054,2017,4,1,2017-04-01
1289,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USIR10211559,2017,4,1,2017-04-01
1290,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR39402231,2017,4,1,2017-04-01
1291,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USWWW0122842,2017,4,1,2017-04-01
1292,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USWWW0140313,2017,4,1,2017-04-01
1293,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAM7200002,2017,4,769,2017-04-01
1294,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO17082628,2017,4,194,2017-04-01
1295,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,NLF059290010,2017,4,1,2017-04-01
1296,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM71015397,2017,4,1,2017-04-01
1297,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBF087800002,2017,4,166,2017-04-01
1298,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA28700091,2017,4,634,2017-04-01
1299,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBCEE9300020,2017,4,11,2017-04-01
1300,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCH39600074,2017,4,690,2017-04-01
1301,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,NLF057690020,2017,4,813,2017-04-01
1302,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USF067025050,2017,4,37,2017-04-01
1303,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USA176810010,2017,4,2,2017-04-01
1304,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USAM17800365,2017,4,749,2017-04-01
1305,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71029604,2017,4,1,2017-04-01
1306,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC17605519,2017,4,1,2017-04-01
1307,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEAYD7702020,2017,4,843,2017-04-01
1308,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USIR19400529,2017,4,1,2017-04-01
1309,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM71605784,2017,4,1,2017-04-01
1310,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO17200984,2017,4,146,2017-04-01
1311,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM71605841,2017,4,1,2017-04-01
1312,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAN7000041,2017,4,701,2017-04-01
1313,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,AUEM01000133,2017,4,560,2017-04-01
1314,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37407059,2017,4,81,2017-04-01
1315,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR38619998,2017,4,1,2017-04-01
1316,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM71701961,2017,5,1,2017-05-01
1317,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEAYD7501010,2017,5,31,2017-05-01
1318,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,NLF057690020,2017,5,298,2017-05-01
1319,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO17382638,2017,5,41,2017-05-01
1320,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCH38900007,2017,5,30,2017-05-01
1321,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCN10300137,2017,5,24,2017-05-01
1322,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USEM38600091,2017,5,121,2017-05-01
1323,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71200588,2017,5,55,2017-05-01
1324,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAN7000041,2017,5,125,2017-05-01
1325,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USF067025050,2017,5,67,2017-05-01
1326,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA20200334,2017,5,295,2017-05-01
1327,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPG19190006,2017,5,34,2017-05-01
1328,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEAYD7415010,2017,5,2,2017-05-01
1329,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMR17780107,2017,5,169,2017-05-01
1330,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAYE0601691,2017,5,1,2017-05-01
1331,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USC4R1402866,2017,5,37,2017-05-01
1332,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBF087600063,2017,5,318,2017-05-01
1333,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USAM17300051,2017,5,12,2017-05-01
1334,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEAYD7501011,2017,5,3,2017-05-01
1335,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBF087800002,2017,5,263,2017-05-01
1336,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCN17600069,2017,5,329,2017-05-01
1337,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEAYD7602070,2017,5,1,2017-05-01
1338,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMR18180103,2017,5,1,2017-05-01
1339,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USAM17500299,2017,5,278,2017-05-01
1340,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GB77R1400026,2017,5,324,2017-05-01
1341,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEAYD7601020,2017,5,1,2017-05-01
1342,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAM0201110,2017,5,1,2017-05-01
1343,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO19290023,2017,5,30,2017-05-01
1344,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USWWW0131707,2017,5,53,2017-05-01
1345,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37800015,2017,5,260,2017-05-01
1346,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37330006,2017,5,23,2017-05-01
1347,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAN7900013,2017,5,285,2017-05-01
1348,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAMB7500013,2017,5,38,2017-05-01
1349,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCH37800029,2017,5,52,2017-05-01
1350,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC16991138,2017,5,1,2017-05-01
1351,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCH39600074,2017,5,314,2017-05-01
1352,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37900069,2017,5,112,2017-05-01
1353,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USIR27700008,2017,5,263,2017-05-01
1354,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBCJN7800001,2017,5,129,2017-05-01
1355,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAYE1000769,2017,5,87,2017-05-01
1356,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO17200984,2017,5,359,2017-05-01
1357,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USA171610149,2017,5,1,2017-05-01
1358,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAKW7801011,2017,5,306,2017-05-01
1359,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO17682655,2017,5,1,2017-05-01
1360,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71028890,2017,5,221,2017-05-01
1361,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUMG9900646,2017,5,136,2017-05-01
1362,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR39402398,2017,5,4,2017-05-01
1363,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAA0400054,2017,5,47,2017-05-01
1364,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO19400306,2017,5,55,2017-05-01
1365,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USAM17200071,2017,5,49,2017-05-01
1366,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA28900153,2017,5,312,2017-05-01
1367,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37400013,2017,5,199,2017-05-01
1368,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71029619,2017,5,321,2017-05-01
1369,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUMG9900476,2017,5,75,2017-05-01
1370,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USA027300020,2017,5,73,2017-05-01
1371,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37800001,2017,5,96,2017-05-01
1372,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM70604371,2017,5,11,2017-05-01
1373,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,NLF057090038,2017,5,73,2017-05-01
1374,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USC4R0919673,2017,5,10,2017-05-01
1375,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USWWW0201912,2017,5,120,2017-05-01
1376,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBF089601041,2017,5,41,2017-05-01
1377,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71029622,2017,5,1,2017-05-01
1378,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAM0201086,2017,5,336,2017-05-01
1379,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,FRUM77300077,2017,5,19,2017-05-01
1380,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO17082628,2017,5,38,2017-05-01
1381,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37300026,2017,5,142,2017-05-01
1382,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37407059,2017,5,73,2017-05-01
1383,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,FRUM71600354,2017,5,1,2017-05-01
1384,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,CAA310600347,2017,5,3,2017-05-01
1385,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBCCS0100349,2017,5,2,2017-05-01
1386,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,NLF057890001,2017,5,1,2017-05-01
1387,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBCCS1000004,2017,5,315,2017-05-01
1388,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAYE0601713,2017,5,298,2017-05-01
1389,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37102775,2017,5,63,2017-05-01
1390,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM71021480,2017,5,303,2017-05-01
1391,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO17300477,2017,5,265,2017-05-01
1392,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37007124,2017,5,240,2017-05-01
1393,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPG19190007,2017,5,38,2017-05-01
1394,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USIR20200007,2017,5,80,2017-05-01
1395,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA29100532,2017,5,357,2017-05-01
1396,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USAM17800365,2017,5,286,2017-05-01
1397,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAN7000042,2017,5,362,2017-05-01
1398,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAN7900026,2017,5,46,2017-05-01
1399,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAM0201089,2017,5,2,2017-05-01
1400,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC10000619,2017,5,45,2017-05-01
1401,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBCEE9300020,2017,5,3,2017-05-01
1402,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USC4R0817632,2017,5,341,2017-05-01
1403,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAM7901001,2017,5,274,2017-05-01
1404,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEAYD7702020,2017,5,351,2017-05-01
1405,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO18000379,2017,5,261,2017-05-01
1406,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCN18600038,2017,5,92,2017-05-01
1407,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM70507243,2017,5,126,2017-05-01
1408,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC17347184,2017,5,158,2017-05-01
1409,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAN7200021,2017,5,54,2017-05-01
1410,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMR18180106,2017,5,1,2017-05-01
1411,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAMB7100001,2017,5,359,2017-05-01
1412,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA28800173,2017,5,87,2017-05-01
1413,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37800083,2017,5,32,2017-05-01
1414,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMR17407513,2017,5,1,2017-05-01
1415,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO17100049,2017,5,276,2017-05-01
1416,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37907202,2017,5,1,2017-05-01
1417,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEAYD7901020,2017,5,95,2017-05-01
1418,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71029610,2017,5,1,2017-05-01
1419,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM71703825,2017,5,1,2017-05-01
1420,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC17446153,2017,5,334,2017-05-01
1421,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71304955,2017,5,66,2017-05-01
1422,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMO17790023,2017,5,7,2017-05-01
1423,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USIR20200576,2017,5,261,2017-05-01
1424,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAN7200016,2017,5,281,2017-05-01
1425,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37102613,2017,5,69,2017-05-01
1426,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC17948997,2017,5,255,2017-05-01
1427,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,SEAYD7301010,2017,5,109,2017-05-01
1428,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM70903278,2017,5,1,2017-05-01
1429,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAAM7200002,2017,5,365,2017-05-01
1430,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUR19980187,2017,5,1,2017-05-01
1431,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,CAA310600397,2017,5,2,2017-05-01
1432,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USRHD0610212,2017,5,216,2017-05-01
1433,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,AUEM01000133,2017,5,278,2017-05-01
1434,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USEM38600088,2017,5,188,2017-05-01
1435,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM70909464,2017,5,289,2017-05-01
1436,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA28700091,2017,5,325,2017-05-01
1437,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USAM10000274,2017,5,305,2017-05-01
1438,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBDCE1000080,2017,5,305,2017-05-01
1439,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAYE1100459,2017,6,1,2017-06-01
1440,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM70909464,2017,6,603,2017-06-01
1441,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBF089400173,2017,6,1,2017-06-01
1442,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USC4R1402866,2017,6,521,2017-06-01
1443,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR39402398,2017,6,126,2017-06-01
1444,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71028890,2017,6,624,2017-06-01
1445,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAKW9800299,2017,6,1,2017-06-01
1446,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUM71021480,2017,6,652,2017-06-01
1447,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37400014,2017,6,52,2017-06-01
1448,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USAM10000274,2017,6,698,2017-06-01
1449,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USWD10936985,2017,6,1,2017-06-01
1450,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBA076800030,2017,6,1,2017-06-01
1451,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC17948997,2017,6,558,2017-06-01
1452,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GB77R1400026,2017,6,664,2017-06-01
1453,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,NLF057790034,2017,6,17,2017-06-01
1454,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBAYE1000800,2017,6,628,2017-06-01
1455,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBF087600063,2017,6,706,2017-06-01
1456,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USRHD0610212,2017,6,581,2017-06-01
1457,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USUMG9900646,2017,6,575,2017-06-01
1458,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA29200194,2017,6,1,2017-06-01
1459,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USFI87000066,2017,6,676,2017-06-01
1460,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC19858327,2017,6,1,2017-06-01
1461,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR36402725,2017,6,1,2017-06-01
1462,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC10000619,2017,6,49,2017-06-01
1463,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USMC17446153,2017,6,791,2017-06-01
1464,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBF088200006,2017,6,1,2017-06-01
1465,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USPR37102775,2017,6,582,2017-06-01
1466,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,USCA29100532,2017,6,696,2017-06-01
1467,spotify:user:udiscover:playlist:3pzVUerxBVVukruHWbD5vE,GBUM71200584,2017,6,1,2017-06-01
