,user_dma_number,user_dma_name,user_postal_code,user_count,user_%
26477,839,Las Vegas,890,1796,0.03118145960134608
27995,Unknown,,038,1793,0.03112937475791399
278,501,New York,126,1791,0.031094651528959263
10824,561,Jacksonville,322,1788,0.031042566685527167
432,501,New York,303,1787,0.031025205071049805
13497,602,Chicago,941,1785,0.030990481842095075
6139,527,Indianapolis,462,1783,0.030955758613140347
22460,765,El paso (Las Cruces),,1781,0.030921035384185617
15337,618,Houston,782,1766,0.030660611167025155
16078,623,Dallas-Ft. Worth,701,1765,0.03064324955254779
17134,635,Austin,770,1761,0.030573803094638332
22526,765,El paso (Las Cruces),799,1753,0.030434910178819424
21623,752,Colorado Springs-Pueblo,809,1739,0.030191847576136323
28416,Unknown,,631,1735,0.030122401118226866
716,501,New York,770,1733,0.030087677889272135
12126,576,Salisbury,900,1733,0.030087677889272135
18581,659,Nashville,370,1731,0.030052954660317408
28658,Unknown,,997,1729,0.03001823143136268
9099,544,Norfolk-Portsmth-Newpt Nws,234,1723,0.029914061744498493
10363,557,Knoxville,379,1720,0.029861976901066404
7224,533,Hartford & New Haven,060,1716,0.029792530443156946
3213,511,"Washington, DC (Hagrstwn)",229,1715,0.02977516882867958
24812,807,San Francisco-Oak-San Jose,974,1714,0.02975780721420222
28616,Unknown,,950,1711,0.029705722370770127
13254,602,Chicago,554,1705,0.029601552683905942
349,501,New York,200,1690,0.029341128466745473
16144,623,Dallas-Ft. Worth,774,1687,0.029289043623313384
3180,511,"Washington, DC (Hagrstwn)",194,1681,0.0291848739364492
15038,618,Houston,100,1681,0.0291848739364492
168,501,New York,010,1678,0.029132789093017107
24028,803,Los Angeles,916,1678,0.029132789093017107
22826,770,Salt Lake City,846,1667,0.0289418113337661
3157,511,"Washington, DC (Hagrstwn)",168,1657,0.02876819518899246
9864,551,Lansing,488,1654,0.028716110345560365
2851,510,Cleveland-Akron (Canton),442,1651,0.028664025502128276
1026,504,Philadelphia,103,1647,0.028594579044218818
187,501,New York,029,1642,0.028507770971832
603,501,New York,554,1639,0.028455686128399903
28644,Unknown,,980,1639,0.028455686128399903
782,501,New York,891,1632,0.028334154827058356
13234,602,Chicago,531,1614,0.0280216457664658
2887,510,Cleveland-Akron (Canton),488,1609,0.02793483769407898
1882,506,Boston (Manchester),112,1608,0.027917476079601614
16141,623,Dallas-Ft. Worth,770,1608,0.027917476079601614
23483,803,Los Angeles,122,1607,0.027900114465124252
1883,506,Boston (Manchester),113,1602,0.027813306392737425
968,504,Philadelphia,021,1602,0.027813306392737425
13462,602,Chicago,900,1594,0.027674413476918517
11914,575,Chattanooga,,1591,0.02762232863348642
5500,524,Atlanta,277,1586,0.0275355205610996
254,501,New York,102,1579,0.027413989259758048
13174,602,Chicago,463,1578,0.02739662764528069
14007,610,Rockford,,1575,0.027344542801848597
1099,504,Philadelphia,189,1567,0.027205649886029682
14901,617,Milwaukee,530,1566,0.027188288271552317
21534,752,Colorado Springs-Pueblo,,1561,0.027101480199165497
18048,650,Oklahoma City,730,1555,0.026997310512301313
25467,819,Seattle-Tacoma,900,1554,0.026979948897823944
24055,803,Los Angeles,944,1554,0.026979948897823944
274,501,New York,122,1549,0.026893140825437124
8795,542,Dayton,,1547,0.026858417596482397
2395,508,Pittsburgh,123,1545,0.02682369436752767
25507,819,Seattle-Tacoma,945,1539,0.026719524680663482
22636,770,Salt Lake City,123,1534,0.026632716608276662
7863,535,"Columbus,OH",123,1533,0.026615354993799297
23536,803,Los Angeles,191,1532,0.026597993379321935
1797,506,Boston (Manchester),015,1531,0.026580631764844573
23398,803,Los Angeles,024,1530,0.026563270150367208
20236,718,"Jackson, MS",,1527,0.026511185306935116
5225,523,Burlington-Plattsburgh,057,1514,0.026285484318729378
10292,557,Knoxville,,1514,0.026285484318729378
8481,539,Tampa-St. Pete (Sarasota),346,1514,0.026285484318729378
24085,803,Los Angeles,975,1513,0.026268122704252016
25551,819,Seattle-Tacoma,992,1512,0.02625076108977465
797,501,New York,911,1511,0.02623339947529729
23544,803,Los Angeles,200,1511,0.02623339947529729
5085,522,"Columbus, GA (Opelika, AL)",,1502,0.02607714494500101
3177,511,"Washington, DC (Hagrstwn)",190,1493,0.02592089041470473
24752,807,San Francisco-Oak-San Jose,911,1490,0.02586880557127264
24744,807,San Francisco-Oak-San Jose,902,1488,0.02583408234231791
26240,828,Monterey-Salinas,950,1484,0.025764635884408454
20011,709,Tyler-Longview(Lfkn&Ncgd),,1476,0.02562574296858954
494,501,New York,379,1472,0.02555629651068008
25513,819,Seattle-Tacoma,951,1470,0.025521573281725354
11322,567,Greenvll-Spart-Ashevll-And,296,1468,0.025486850052770627
23977,803,Los Angeles,841,1467,0.025469488438293265
21327,751,Denver,606,1466,0.025452126823815896
874,502,Binghamton,,1463,0.025400041980383807
13185,602,Chicago,474,1461,0.025365318751429076
24368,807,San Francisco-Oak-San Jose,300,1459,0.02533059552247435
24660,807,San Francisco-Oak-San Jose,770,1456,0.025278510679042257
18491,659,Nashville,123,1455,0.02526114906456489
17713,641,San Antonio,787,1445,0.02508753291979125
1242,504,Philadelphia,468,1438,0.024966001618449703
17453,640,Memphis,381,1436,0.024931278389494972
16451,625,Waco-Temple-Bryan,778,1436,0.024931278389494972
23775,803,Los Angeles,510,1435,0.02491391677501761
28615,Unknown,,949,1434,0.024896555160540245
23658,803,Los Angeles,342,1429,0.024809747088153426
359,501,New York,212,1428,0.024792385473676057
860,501,New York,981,1420,0.024653492557857145
19560,686,Mobile-Pensacola (Ft Walt),,1415,0.024566684485470325
13173,602,Chicago,462,1414,0.024549322870992964
24353,807,San Francisco-Oak-San Jose,282,1412,0.024514599642038233
3036,511,"Washington, DC (Hagrstwn)",021,1410,0.024479876413083506
15307,618,Houston,750,1410,0.024479876413083506
25196,819,Seattle-Tacoma,303,1403,0.024358345111741956
24385,807,San Francisco-Oak-San Jose,320,1394,0.02420209058144568
4460,517,Charlotte,281,1390,0.02413264412353622
6826,530,Tallahassee-Thomasville,323,1386,0.024063197665626763
28091,Unknown,,152,1384,0.024028474436672036
21415,751,Denver,806,1379,0.023941666364285213
23906,803,Los Angeles,750,1377,0.023906943135330486
24034,803,Los Angeles,922,1376,0.02388958152085312
5150,522,"Columbus, GA (Opelika, AL)",368,1375,0.02387221990637576
24955,811,Reno,895,1369,0.02376805021951157
1018,504,Philadelphia,088,1368,0.02375068860503421
2198,506,Boston (Manchester),900,1368,0.02375068860503421
12578,592,Gainesville,123,1367,0.023733326990556844
22009,753,Phoenix (Prescott),941,1361,0.02362915730369266
17230,636,Harlingen-Wslco-Brnsvl-Mca,,1358,0.023577072460260567
25040,819,Seattle-Tacoma,021,1356,0.02354234923130584
23986,803,Los Angeles,853,1349,0.02342081792996429
9442,546,"Columbia, SC",292,1348,0.023403456315486924
11574,571,Ft. Myers-Naples,,1347,0.02338609470100956
23936,803,Los Angeles,787,1345,0.023351371472054832
24761,807,San Francisco-Oak-San Jose,920,1339,0.023247201785190647
24149,807,San Francisco-Oak-San Jose,010,1338,0.023229840170713285
25481,819,Seattle-Tacoma,917,1338,0.023229840170713285
14679,616,Kansas City,641,1336,0.023195116941758555
23540,803,Los Angeles,196,1336,0.023195116941758555
3754,512,Baltimore,211,1333,0.023143032098326462
2315,507,Savannah,314,1331,0.023108308869371735
13476,602,Chicago,917,1327,0.023038862411462278
340,501,New York,190,1325,0.023004139182507547
3926,513,Flint-Saginaw-Bay City,,1323,0.02296941595355282
16104,623,Dallas-Ft. Worth,730,1322,0.022952054339075455
24036,803,Los Angeles,924,1319,0.022899969495643362
14902,617,Milwaukee,531,1316,0.022847884652211273
13252,602,Chicago,551,1310,0.022743714965347085
1161,504,Philadelphia,282,1310,0.022743714965347085
240,501,New York,087,1308,0.022708991736392358
6055,527,Indianapolis,123,1306,0.022674268507437628
812,501,New York,926,1303,0.022622183664005535
15752,623,Dallas-Ft. Worth,113,1302,0.02260482204952817
215,501,New York,062,1293,0.022448567519231896
3208,511,"Washington, DC (Hagrstwn)",224,1291,0.022413844290277166
24104,803,Los Angeles,996,1291,0.022413844290277166
17578,641,San Antonio,123,1290,0.022396482675799804
27984,Unknown,,024,1290,0.022396482675799804
23821,803,Los Angeles,598,1288,0.022361759446845073
23230,800,Bakersfield,,1287,0.02234439783236771
25503,819,Seattle-Tacoma,940,1274,0.022118696844161973
15466,619,"Springfield, MO",123,1270,0.02204925038625252
319,501,New York,168,1268,0.022014527157297792
8738,541,Lexington,405,1256,0.02180618778356942
20423,722,Lincoln & Hastings-Krny,685,1252,0.02173674132565996
14062,611,Rochestr-Mason City-Austin,,1247,0.02164993325327314
23550,803,Los Angeles,208,1247,0.02164993325327314
806,501,New York,920,1242,0.021563125180886322
541,501,New York,457,1241,0.021545763566408957
21972,753,Phoenix (Prescott),900,1241,0.021545763566408957
13192,602,Chicago,481,1240,0.02152840195193159
224,501,New York,071,1238,0.021493678722976865
28060,Unknown,,117,1236,0.021458955494022134
23713,803,Los Angeles,432,1233,0.02140687065059004
24348,807,San Francisco-Oak-San Jose,277,1229,0.021337424192680584
16637,630,Birmingham (Ann And Tusc),352,1229,0.021337424192680584
217,501,New York,064,1229,0.021337424192680584
16986,635,Austin,123,1223,0.021233254505816403
13598,604,Columbia-Jefferson City,652,1223,0.021233254505816403
641,501,New York,618,1219,0.021163808047906945
19805,693,Little Rock-Pine Bluff,,1217,0.021129084818952218
24649,807,San Francisco-Oak-San Jose,750,1215,0.021094361589997487
6977,532,Albany-Schenectady-Troy,113,1214,0.021076999975520122
13874,609,St. Louis,630,1213,0.02105963836104276
4066,514,Buffalo,303,1213,0.02105963836104276
28064,Unknown,,122,1210,0.021007553517610668
20188,716,Baton Rouge,708,1210,0.021007553517610668
12645,592,Gainesville,331,1210,0.021007553517610668
10579,560,Raleigh-Durham (Fayetvlle),282,1209,0.020990191903133303
10822,561,Jacksonville,320,1202,0.020868660601791756
19594,686,Mobile-Pensacola (Ft Walt),325,1201,0.02085129898731439
7621,534,Orlando-Daytona Bch-Melbrn,326,1197,0.020781852529404933
16171,623,Dallas-Ft. Worth,802,1194,0.02072976768597284
2839,510,Cleveland-Akron (Canton),430,1190,0.020660321228063383
13529,602,Chicago,980,1182,0.02052142831224447
24791,807,San Francisco-Oak-San Jose,952,1180,0.020486705083289744
18983,670,Ft. Smith-Fay-Sprngdl-Rgrs,,1178,0.020451981854335013
18398,658,Green Bay-Appleton,,1176,0.020417258625380286
24769,807,San Francisco-Oak-San Jose,928,1175,0.02039989701090292
28465,Unknown,,730,1174,0.020382535396425556
25557,819,Seattle-Tacoma,998,1172,0.02034781216747083
24527,807,San Francisco-Oak-San Jose,531,1172,0.02034781216747083
13235,602,Chicago,532,1170,0.020313088938516098
6967,532,Albany-Schenectady-Troy,100,1169,0.020295727324038736
20502,725,Sioux Falls(Mitchell),,1168,0.02027836570956137
4849,519,"Charleston, SC",294,1166,0.02024364248060664
24202,807,San Francisco-Oak-San Jose,073,1166,0.02024364248060664
3612,511,"Washington, DC (Hagrstwn)",941,1165,0.02022628086612928
27641,GB-LND,,100,1164,0.020208919251651913
796,501,New York,910,1163,0.020191557637174548
20710,743,Anchorage,995,1163,0.020191557637174548
13171,602,Chicago,460,1162,0.020174196022697186
24674,807,San Francisco-Oak-San Jose,787,1161,0.02015683440821982
4943,521,Providence-New Bedford,021,1156,0.020070026335833
25138,819,Seattle-Tacoma,198,1156,0.020070026335833
1820,506,Boston (Manchester),038,1154,0.020035303106878274
710,501,New York,760,1149,0.01994849503449145
23339,801,Eugene,973,1146,0.01989641019105936
701,501,New York,750,1145,0.019879048576581994
5505,524,Atlanta,282,1144,0.01986168696210463
24007,803,Los Angeles,890,1142,0.0198269637331499
19931,702,La Crosse-Eau Claire,,1139,0.01977487888971781
61,500,Portland-Auburn,040,1138,0.019757517275240444
3611,511,"Washington, DC (Hagrstwn)",940,1137,0.019740155660763082
22012,753,Phoenix (Prescott),945,1137,0.019740155660763082
219,501,New York,066,1136,0.019722794046285717
26306,839,Las Vegas,176,1130,0.019618624359421532
1632,505,Detroit,482,1128,0.019583901130466805
355,501,New York,208,1128,0.019583901130466805
24830,807,San Francisco-Oak-San Jose,995,1124,0.019514454672557347
5889,524,Atlanta,941,1121,0.019462369829125255
22205,757,Boise,836,1120,0.01944500821464789
23647,803,Los Angeles,331,1120,0.01944500821464789
214,501,New York,061,1113,0.019323476913306343
18582,659,Nashville,371,1112,0.019306115298828978
24163,807,San Francisco-Oak-San Jose,024,1111,0.019288753684351612
6689,529,Louisville,402,1111,0.019288753684351612
13001,602,Chicago,198,1108,0.01923666884091952
15751,623,Dallas-Ft. Worth,112,1107,0.019219307226442155
1792,506,Boston (Manchester),010,1107,0.019219307226442155
1068,504,Philadelphia,152,1105,0.019184583997487428
7975,535,"Columbus,OH",481,1105,0.019184583997487428
25350,819,Seattle-Tacoma,618,1104,0.019167222383010062
233,501,New York,080,1098,0.019063052696145878
24195,807,San Francisco-Oak-San Jose,066,1097,0.019045691081668512
21947,753,Phoenix (Prescott),851,1096,0.019028329467191147
21991,753,Phoenix (Prescott),921,1094,0.01899360623823642
16298,623,Dallas-Ft. Worth,980,1091,0.01894152139480433
24093,803,Los Angeles,983,1088,0.018889436551372235
24740,807,San Francisco-Oak-San Jose,895,1087,0.018872074936894873
25820,820,"Portland, OR",974,1085,0.018837351707940143
13151,602,Chicago,432,1083,0.018802628478985416
18049,650,Oklahoma City,731,1080,0.018750543635553323
24235,807,San Francisco-Oak-San Jose,113,1073,0.018629012334211773
18114,651,Lubbock,,1067,0.01852484264734759
21702,753,Phoenix (Prescott),112,1064,0.018472757803915496
5529,524,Atlanta,306,1063,0.01845539618943813
24495,807,San Francisco-Oak-San Jose,479,1061,0.018420672960483404
15621,622,New Orleans,701,1058,0.01836858811705131
374,501,New York,229,1057,0.018351226502573946
16242,623,Dallas-Ft. Worth,917,1056,0.01833386488809658
20125,716,Baton Rouge,,1055,0.01831650327361922
14678,616,Kansas City,640,1054,0.018299141659141854
24326,807,San Francisco-Oak-San Jose,234,1052,0.018264418430187123
24205,807,San Francisco-Oak-San Jose,077,1051,0.01824705681570976
2856,510,Cleveland-Akron (Canton),447,1050,0.018229695201232396
24754,807,San Francisco-Oak-San Jose,913,1050,0.018229695201232396
25509,819,Seattle-Tacoma,947,1048,0.01819497197227767
11165,566,Harrisburg-Incstr-Leb-York,170,1047,0.018177610357800307
23452,803,Los Angeles,088,1046,0.018160248743322942
16172,623,Dallas-Ft. Worth,803,1045,0.018142887128845576
24751,807,San Francisco-Oak-San Jose,910,1044,0.01812552551436821
21413,751,Denver,804,1044,0.01812552551436821
23947,803,Los Angeles,801,1042,0.018090802285413484
4454,517,Charlotte,275,1041,0.01807344067093612
1012,504,Philadelphia,082,1041,0.01807344067093612
24566,807,San Francisco-Oak-San Jose,598,1040,0.018056079056458757
28580,Unknown,,911,1036,0.0179866325985493
1358,504,Philadelphia,900,1036,0.0179866325985493
19250,676,Duluth-Superior,,1035,0.017969270984071934
24572,807,San Francisco-Oak-San Jose,605,1034,0.01795190936959457
12946,602,Chicago,112,1030,0.01788246291168511
14368,613,Minneapolis-St. Paul,606,1029,0.01786510129720775
2859,510,Cleveland-Akron (Canton),450,1029,0.01786510129720775
28117,Unknown,,191,1027,0.01783037806825302
6983,532,Albany-Schenectady-Troy,121,1025,0.01779565483929829
24199,807,San Francisco-Oak-San Jose,070,1024,0.01777829322482093
27023,866,Fresno-Visalia,932,1024,0.01777829322482093
8926,543,Springfield-Holyoke,018,1022,0.0177435699958662
23619,803,Los Angeles,300,1021,0.017726208381388837
10003,555,Syracuse,123,1021,0.017726208381388837
25552,819,Seattle-Tacoma,993,1018,0.017674123537956745
24244,807,San Francisco-Oak-San Jose,122,1017,0.01765676192347938
178,501,New York,020,1016,0.017639400309002014
26117,825,San Diego,941,1015,0.01762203869452465
10176,556,Richmond-Petersburg,231,1012,0.017569953851092557
27054,868,Chico-Redding,,1011,0.01755259223661519
24044,803,Los Angeles,933,1011,0.01755259223661519
23492,803,Los Angeles,132,1010,0.01753523062213783
16030,623,Dallas-Ft. Worth,606,1009,0.017517869007660464
9577,547,Toledo,,1008,0.0175005073931831
5724,524,Atlanta,606,1003,0.01741369932079628
8476,539,Tampa-St. Pete (Sarasota),338,1002,0.017396337706318918
23799,803,Los Angeles,554,1001,0.017378976091841553
11171,566,Harrisburg-Incstr-Leb-York,176,1001,0.017378976091841553
8642,539,Tampa-St. Pete (Sarasota),973,999,0.017344252862886825
24054,803,Los Angeles,943,999,0.017344252862886825
15883,623,Dallas-Ft. Worth,327,994,0.017257444790500003
27187,AU-ACT,,900,994,0.017257444790500003
24069,803,Los Angeles,958,993,0.017240083176022637
21954,753,Phoenix (Prescott),860,990,0.017187998332590545
21418,751,Denver,809,989,0.01717063671811318
25484,819,Seattle-Tacoma,920,988,0.017153275103635818
17452,640,Memphis,380,987,0.017135913489158452
25575,820,"Portland, OR",070,987,0.017135913489158452
9601,547,Toledo,435,986,0.017118551874681087
24567,807,San Francisco-Oak-San Jose,600,986,0.017118551874681087
25791,820,"Portland, OR",941,985,0.017101190260203725
28321,Unknown,,481,985,0.017101190260203725
28582,Unknown,,913,982,0.01704910541677163
10933,563,Grand Rapids-Kalmzoo-B.Crk,123,980,0.017014382187816902
19338,678,Wichita-Hutchinson Plus,672,977,0.016962297344384814
23791,803,Los Angeles,543,976,0.016944935729907448
26231,828,Monterey-Salinas,939,974,0.016910212500952718
18896,669,Madison,535,972,0.01687548927199799
22206,757,Boise,837,962,0.016701873127224348
3072,511,"Washington, DC (Hagrstwn)",070,961,0.016684511512746983
271,501,New York,119,960,0.016667149898269618
15340,618,Houston,785,958,0.01663242666931489
24064,803,Los Angeles,953,954,0.016562980211405436
24068,803,Los Angeles,957,954,0.016562980211405436
19195,675,Peoria-Bloomington,,951,0.016510895367973344
23465,803,Los Angeles,104,951,0.016510895367973344
9673,548,West Palm Beach-Ft. Pierce,123,951,0.016510895367973344
22246,758,Idaho Falls-Pocatllo(jcksn),,950,0.01649353375349598
1796,506,Boston (Manchester),014,950,0.01649353375349598
194,501,New York,038,949,0.016476172139018613
3179,511,"Washington, DC (Hagrstwn)",193,946,0.01642408729558652
16274,623,Dallas-Ft. Worth,951,943,0.01637200245215443
12644,592,Gainesville,330,942,0.016354640837677063
19122,671,Tulsa,741,940,0.016319917608722336
18056,650,Oklahoma City,740,939,0.01630255599424497
13421,602,Chicago,801,939,0.01630255599424497
